Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
karenbruno16,Jun 2018,5.0 of 5 bubbles,All worth-it!!!,We stayed in this hotel for 5 days.. overall experience is so nice.. would definitely go back.. very spacious room.. bed is comfortable.. housekeeping people are very accomodating.. the ambiance is so relaxing..,May 2018,NA
Liz Cherry S,Jun 2018,1.0 of 5 bubbles,"CCOP International Conference - October 15-21, 2017","I am the over-coordinator for the said international event. I can say boldly that our stay in this hotel is a nightmare. Our contact person - Ms. Lanie made the event a big messed. We were not given the rooms which we have reserved and worst of all the international delegates were complaining of their rooms and the food. Its good Ms. Joan have somehow helped in making things right. Also, there were questions in the billing that needs to be clarified but upto now Mr. Jeffrey (the one arranging for the rooms) have not been in contact and ignoring our calls. I would surely not recommend this hotel for international events nor even for local events as they would surely give a bad image to our country. We have international events coming but I would surely NOT have it happen in this hotel as it really gave me a big headache.",October 2017,NA
junreytubongbanua,Jun 2018,5.0 of 5 bubbles,Accommodation,"Very nice accommodation from the security to front desk to room attendant and to concierge. Every time we will have needs, they immediately respond. They will provide what clients need. Overall, it is for recommendation.",June 2018,NA
Dale D,Jun 2018,4.0 of 5 bubbles,Enjoyable Stay,"The hotel has very good facilities, including a selection of quality restaurants and a well equipped gym.   Staff are helpful and friendly, rooms are comfortable and clean.    We encountered no negative experiences during our stay.",May 2018,NA
Nuj L,Jun 2018,5.0 of 5 bubbles,Waterfron Hotel experience,"Great !! I love the experience.. This will be highly recommended to families  friends.The food was great !!!! The reception was nice !!!!!! The room was very nice!!! The location also is nice.Though we haven't used the pool, I think it's very nice.",June 2018,NA
affirmativecarehome,Jun 2018,1.0 of 5 bubbles,Lack of Remorse,"We checked in on May 26, 2018 for 1 night and we had the executive room. Since we arrived past midnight, we were not able to enjoy the amenities that goes with it. That was fine since it's our doing that it happened. We checked out Sunday because we had a reservation at Shangrila Hotel in Mactan for 1 night. Monday came and we decided to go back to Waterfront Lahug for 1 night. The reason why we can't decide ahead of time is because we have an accommodation from a cousin that is in Honeyville II Quiot, Pardo. The only reason why we want to stay in a hotel is because we hated to drive through all that traffic. So, we booked for 1 night and found out that we had a smaller room than the executive room we had on Saturday so we told the receptionist that we will just booked one more night and we would like to have the executive room then but the receptionist said that for our convenience might as well just stayed on the same room that way we don't have to bother to move to another room. So, we took her advice and just booked the same room only to find out that the following day the whole floor that we are in has to be moved out because they are repainting the whole floor which is the 6th floor. We were not happy about it so we went down to the receptionist/front desk but all they said is they were not aware that they're going to repaint that day.  We found that ridiculous because painting is not a minor task that pre planning is not considered. What is upsetting is the lack of emotion or to even lift a finger to do something about it. Why is it that they don't have the coordination that way your guest will understand the situation.",May 2018,NA
Chicco F,Jun 2018,3.0 of 5 bubbles,First time in Cebu,We had to transfer room since the ac is not functioning well.. I also asked to be waked up at exactly 4am to catch my flight but they gave me a ring 25 minutes late but over all my stay in your hotel was fun since most of your employee at the hotel are helpfull.,May 2018,NA
Frisbetariat,Jun 2018,2.0 of 5 bubbles,Had it with the front desk,"Me and my wife have stayed here many times and continue to have problems with the front desk.  My name is right there in their reservations but they Always have some sort of problem creating a big hassle as I am always flying in from some other country.  This time the room was 2 hours late being ready even though I was early and had lunch.  Room finally ready at 4:00pm .........  never again. Always the third-degree and too many hassles for zero reason especially when everything is already pre-paid.  Even some of the others recognized me from previous stays.  Even so I moved to Harolds - easy check in, quick, rooms just as nice, closer to Ayala and much better buffet and lounge.  You'll be glad to make the change.",May 2018,NA
spookyfreakss,Jun 2018,5.0 of 5 bubbles,finding myslef,Finding myself and giving myself a well deserved rest and getting away from all the stress  was supposed to have a weekend getaway but since it was cancelled i knew i had to vent out somewhere and comfort myself,May 2018,NA
Paulmorris007,Jun 2018,4.0 of 5 bubbles,A touch of class,"The overall stay was great, Reception took a bit long to check in but check out was fast which i appreciate. Room was lovely,for the price of the room,a few more complementary items would have been nice.",May 2018,NA
Bernadette D,Jun 2018,4.0 of 5 bubbles,Waterfront Cebu City Hotel and Casino,Our stay in the hotel was comfortable. Rooms were clean.  Towels and sheets were clean and smells good.  Staff were very accomodating. Breakfast was great (a lot of choices).  Other restaurants likewise serve good food.  However there was no hotel shuttle from the airport.  It took us a while to get a taxi.,May 2018,NA
Stan B,Jun 2018,5.0 of 5 bubbles,Awesome hotel with an excellent breakfast buffet,"This is an awesome hotel that has an excellent breakfast buffet with a wide variety of foods including American, Filipino, Korean and more. I loved their bacon and scrambled eggs. The rooms are great. Another benefit is that there is a United States Consulate on the ground floor where you can receive consular services.",May 2018,NA
wesf3,Jun 2018,5.0 of 5 bubbles,Excellent hotel,Such a nice hotel very pleasant stay.would stay here again for sure when I'm cebu.food was great lots of restaurants to choose inside hotel.very modern has casino and own duty free shop.swimming pool area is so nice also.,May 2018,NA
Shay J,May 2018,4.0 of 5 bubbles,Summer vacation..,"We selected this hotel because of its proximity to the city of Cebu.Staffs are accommodating,rooms are clean and buffet breakfast has wide varieties.The hotel offers duty free shopping and casino for guests",May 2018,NA
mitsurua2016,May 2018,3.0 of 5 bubbles,convinience,"we arrived at night there but it was very convinient because there are center of the town.It's very convinient for shopping,sight seeing,having luch.And it has a delicious Italian restaurant in Lobby floor.",May 2018,NA
926ian,May 2018,2.0 of 5 bubbles,Needs upgrading,"A hotel that needs upgrading of the rooms.  Rooms are quite old with outdated furniture, flooring, carpets, tiles and water taps.  Only the hotel lobby looks presentable.  The shops in the lobby need some upgrading as well.  I don't think anyone will shop in the",May 2018,NA
kerenpangilinan,May 2018,4.0 of 5 bubbles,Accommodation,"The Accommodation of Water Front Hotel is Very Good but the distance from Hotel to Restaurants is too far. I like also the Breakfast buffet, but sometimes I do not like the food. Make it unique. Please add some lights to your rooms because sometimes it is too dark. Thank you for accommodating to your Hotel. Hoping that we can go back to your Hotel soon.,",May 2018,NA
Babette B,May 2018,4.0 of 5 bubbles,Pleasant Experience,"We attended a wedding and stayed at the hotel for two nights. It was a pleasant stay. Staff are courteous and service was very good. Some of the rooms need to be renovated or upgraded, though. Although over all it was a good experience, some hotel furnishings and appliances are a little outdated.",April 2018,NA
maloupanis,May 2018,4.0 of 5 bubbles,USSC Conference Review,"James handled our account very well. We may have some sort of bumps during the conference but all is well. Even the banquet is okay which Arden handles. Everyone is nice. The room needs renovation, specially the comfort rooms, please put a bidet. I was glad we had our conference in Waterfront.",May 2018,NA
garrijayzinampan24,May 2018,4.0 of 5 bubbles,Poor Cable TV Connection,"Overall outstanding hotel with lots of elegant amenities plus buffet breakfast with lots of choices. However, the cable tv connection is bad. What makes it worst during our stay is it is when the 2018 NBA Conference Finals is scheduled. lol",May 2018,NA
Peter R,May 2018,5.0 of 5 bubbles,Vacation,"All staff friendly and polite , food excellent , service first class , security staff always helpful when you need a taxi , cleaning of the hotel is excellent , room cleaners were first class always smiling in all a most enjoyable stay.",May 2018,NA
ladylazarus22,May 2018,3.0 of 5 bubbles,Broke my heart,"It's just not what it used to be. Waterfront used to be one of the best hotels in Cebu. It was my favorite as teenager. Unfortunately, it has missed out aging gracefully. Instead, it has continuously just aged. The rooms definitely need remodeling. The toilet and baths are in terrible condition.The pool is turning into a pond. :( really sad...and the sauna is too small. I hope the management decides to do something about this soon because it holds a lot of young history and the location is still unbeatable.On the bright side, the casino is now non-smoking so it's acceptable and the breakfast buffet is even better.",May 2018,NA
reddragon417,May 2018,3.0 of 5 bubbles,IF YOU HAVE NEVER BEEN,"This is an older hotel, however the room were great clean and very spacious (I had the executive suite). The check in was easy and simple.  However the that is as far as the simple part went there was no instructions on how to find the private lounge, what the hours were or even where it was. The only reason I found it with out asking was we passed it on the way to the room. This was my first time to stay here and I was having trouble finding out how to get in the executive club, another person came along and showed me you had to ring the bell. The card slot to get in the door did not work. Instructions were not give at the front desk which was unusual. However this was still a nice place to stay for a few days. I would recommend this place for a few day stay. The buffet was excellent lots of different food and a lot of it.",April 2018,NA
Maricel M,May 2018,1.0 of 5 bubbles,Not happy,"Its not what i expected. Poor room service, old, not good linen, not good bed, bathroom isnt very clean. Took ages to check out. I called for room service 4x and still didnt get any service. Not coming back there again nor ask any of ny family and friends to stay there.",April 2018,NA
Lookingatthestars9,May 2018,4.0 of 5 bubbles,Quiet oasis,Very grand but peaceful hotel with old fashioned but clean and well equipped rooms (I had a deluxe room) nice helpful staff. I enjoyed my stay here and would definitely recommend this hotel. The only issue that I feel needs attention is the travel/tour desk never had someone manning it to discuss tours available. Otherwise a great sunny quiet clean room and very nice staff.,April 2018,NA
Ex-MinorLeaguer,May 2018,5.0 of 5 bubbles,Family outing,I always enjoy my stay at waterfront. The lobby renovations are superb. I have been to almost every hotel in Cebu over the past 7 years. Waterfront is considered the best hotel in the city. The swimming pool is especially nice.,May 2018,NA
Justine D,May 2018,3.0 of 5 bubbles,"Take it from me, I’m a Waterfront Regular","We always stay at Waterfront as we visit Cebu quite frequently. It has a great location and the grounds of the hotel are vast and very extravagant. The casino is fun and very entertaining and their gym is large and more than well equipped.  The service provided by the staff is excellent and everyone is friendly and accommodating.The only thing I would change is the price of their rooms, it is not good value for money. The rooms are quite old and the fixtures and furniture are outdated.  At times there are things that do not work properly such as, electrical sockets, plumbing etc. For the amount that you pay for a standard room you can get a newer room with better amenities. In my opinion, the hotel is not fairly priced, you are paying for the name, location and service, not for the room.",May 2018,NA
Joseph D,May 2018,5.0 of 5 bubbles,Excellent food,I love the excellent selection of restaurants with wide variety of foods. Its enough to satisfy any taste. Authentic Chinese to Italian and delicious buffet to Japanese. Sunday is our favorite day to visit the hotel and lounge in the lobby coffee before enjoying a nice evening meal together,May 2018,NA
Michael T,May 2018,4.0 of 5 bubbles,My usual home in Cebu,"I usually stay in Waterfront Lahug for monthly business trip. I enjoyed the hotel ambience and silence in its rooms. The place is secure with cordial attendants from the entrance, lobby and reception. It's overall a wonderful experience.",May 2018,NA
M T,May 2018,5.0 of 5 bubbles,"Lovely hotel, Best receptionist ever","We've stayed here last month with my family. The concierge guys were extremely helpful, they came running towards us to help with our luggages. In the room the guest service agent did his job so well ( I forgot to take his name).  The reception guys were very smiling especially Paul who attends our check in.  He is the most friendly and helpful receptionist ever, so lovely. Very attentive to some of our request. Couldn't have been more sweet facilitating a late check out too.",April 2018,NA
reddragon417,May 2018,3.0 of 5 bubbles,IF YOU HAVE NEVER BEEN,"This is an older hotel, however the room were great clean and very spacious (I had the executive suite). The check in was easy and simple.  However the that is as far as the simple part went there was no instructions on how to find the private lounge, what the hours were or even where it was. The only reason I found it with out asking was we passed it on the way to the room. This was my first time to stay here and I was having trouble finding out how to get in the executive club, another person came along and showed me you had to ring the bell. The card slot to get in the door did not work. Instructions were not give at the front desk which was unusual. However this was still a nice place to stay for a few days. I would recommend this place for a few day stay. The buffet was excellent lots of different food and a lot of it.",April 2018,NA
Maricel M,May 2018,1.0 of 5 bubbles,Not happy,"Its not what i expected. Poor room service, old, not good linen, not good bed, bathroom isnt very clean. Took ages to check out. I called for room service 4x and still didnt get any service. Not coming back there again nor ask any of ny family and friends to stay there.",April 2018,NA
Lookingatthestars9,May 2018,4.0 of 5 bubbles,Quiet oasis,Very grand but peaceful hotel with old fashioned but clean and well equipped rooms (I had a deluxe room) nice helpful staff. I enjoyed my stay here and would definitely recommend this hotel. The only issue that I feel needs attention is the travel/tour desk never had someone manning it to discuss tours available. Otherwise a great sunny quiet clean room and very nice staff.,April 2018,NA
Ex-MinorLeaguer,May 2018,5.0 of 5 bubbles,Family outing,I always enjoy my stay at waterfront. The lobby renovations are superb. I have been to almost every hotel in Cebu over the past 7 years. Waterfront is considered the best hotel in the city. The swimming pool is especially nice.,May 2018,NA
Justine D,May 2018,3.0 of 5 bubbles,"Take it from me, I’m a Waterfront Regular","We always stay at Waterfront as we visit Cebu quite frequently. It has a great location and the grounds of the hotel are vast and very extravagant. The casino is fun and very entertaining and their gym is large and more than well equipped.  The service provided by the staff is excellent and everyone is friendly and accommodating.The only thing I would change is the price of their rooms, it is not good value for money. The rooms are quite old and the fixtures and furniture are outdated.  At times there are things that do not work properly such as, electrical sockets, plumbing etc. For the amount that you pay for a standard room you can get a newer room with better amenities. In my opinion, the hotel is not fairly priced, you are paying for the name, location and service, not for the room.",May 2018,NA
Joseph D,May 2018,5.0 of 5 bubbles,Excellent food,I love the excellent selection of restaurants with wide variety of foods. Its enough to satisfy any taste. Authentic Chinese to Italian and delicious buffet to Japanese. Sunday is our favorite day to visit the hotel and lounge in the lobby coffee before enjoying a nice evening meal together,May 2018,NA
Michael T,May 2018,4.0 of 5 bubbles,My usual home in Cebu,"I usually stay in Waterfront Lahug for monthly business trip. I enjoyed the hotel ambience and silence in its rooms. The place is secure with cordial attendants from the entrance, lobby and reception. It's overall a wonderful experience.",May 2018,NA
M T,May 2018,5.0 of 5 bubbles,"Lovely hotel, Best receptionist ever","We've stayed here last month with my family. The concierge guys were extremely helpful, they came running towards us to help with our luggages. In the room the guest service agent did his job so well ( I forgot to take his name).  The reception guys were very smiling especially Paul who attends our check in.  He is the most friendly and helpful receptionist ever, so lovely. Very attentive to some of our request. Couldn't have been more sweet facilitating a late check out too.",April 2018,NA
reddragon417,May 2018,3.0 of 5 bubbles,IF YOU HAVE NEVER BEEN,"This is an older hotel, however the room were great clean and very spacious (I had the executive suite). The check in was easy and simple.  However the that is as far as the simple part went there was no instructions on how to find the private lounge, what the hours were or even where it was. The only reason I found it with out asking was we passed it on the way to the room. This was my first time to stay here and I was having trouble finding out how to get in the executive club, another person came along and showed me you had to ring the bell. The card slot to get in the door did not work. Instructions were not give at the front desk which was unusual. However this was still a nice place to stay for a few days. I would recommend this place for a few day stay. The buffet was excellent lots of different food and a lot of it.",April 2018,NA
Maricel M,May 2018,1.0 of 5 bubbles,Not happy,"Its not what i expected. Poor room service, old, not good linen, not good bed, bathroom isnt very clean. Took ages to check out. I called for room service 4x and still didnt get any service. Not coming back there again nor ask any of ny family and friends to stay there.",April 2018,NA
Lookingatthestars9,May 2018,4.0 of 5 bubbles,Quiet oasis,Very grand but peaceful hotel with old fashioned but clean and well equipped rooms (I had a deluxe room) nice helpful staff. I enjoyed my stay here and would definitely recommend this hotel. The only issue that I feel needs attention is the travel/tour desk never had someone manning it to discuss tours available. Otherwise a great sunny quiet clean room and very nice staff.,April 2018,NA
Ex-MinorLeaguer,May 2018,5.0 of 5 bubbles,Family outing,I always enjoy my stay at waterfront. The lobby renovations are superb. I have been to almost every hotel in Cebu over the past 7 years. Waterfront is considered the best hotel in the city. The swimming pool is especially nice.,May 2018,NA
Justine D,May 2018,3.0 of 5 bubbles,"Take it from me, I’m a Waterfront Regular","We always stay at Waterfront as we visit Cebu quite frequently. It has a great location and the grounds of the hotel are vast and very extravagant. The casino is fun and very entertaining and their gym is large and more than well equipped.  The service provided by the staff is excellent and everyone is friendly and accommodating.The only thing I would change is the price of their rooms, it is not good value for money. The rooms are quite old and the fixtures and furniture are outdated.  At times there are things that do not work properly such as, electrical sockets, plumbing etc. For the amount that you pay for a standard room you can get a newer room with better amenities. In my opinion, the hotel is not fairly priced, you are paying for the name, location and service, not for the room.",May 2018,NA
Joseph D,May 2018,5.0 of 5 bubbles,Excellent food,I love the excellent selection of restaurants with wide variety of foods. Its enough to satisfy any taste. Authentic Chinese to Italian and delicious buffet to Japanese. Sunday is our favorite day to visit the hotel and lounge in the lobby coffee before enjoying a nice evening meal together,May 2018,NA
Michael T,May 2018,4.0 of 5 bubbles,My usual home in Cebu,"I usually stay in Waterfront Lahug for monthly business trip. I enjoyed the hotel ambience and silence in its rooms. The place is secure with cordial attendants from the entrance, lobby and reception. It's overall a wonderful experience.",May 2018,NA
M T,May 2018,5.0 of 5 bubbles,"Lovely hotel, Best receptionist ever","We've stayed here last month with my family. The concierge guys were extremely helpful, they came running towards us to help with our luggages. In the room the guest service agent did his job so well ( I forgot to take his name).  The reception guys were very smiling especially Paul who attends our check in.  He is the most friendly and helpful receptionist ever, so lovely. Very attentive to some of our request. Couldn't have been more sweet facilitating a late check out too.",April 2018,NA
reddragon417,May 2018,3.0 of 5 bubbles,IF YOU HAVE NEVER BEEN,"This is an older hotel, however the room were great clean and very spacious (I had the executive suite). The check in was easy and simple.  However the that is as far as the simple part went there was no instructions on how to find the private lounge, what the hours were or even where it was. The only reason I found it with out asking was we passed it on the way to the room. This was my first time to stay here and I was having trouble finding out how to get in the executive club, another person came along and showed me you had to ring the bell. The card slot to get in the door did not work. Instructions were not give at the front desk which was unusual. However this was still a nice place to stay for a few days. I would recommend this place for a few day stay. The buffet was excellent lots of different food and a lot of it.",April 2018,NA
Maricel M,May 2018,1.0 of 5 bubbles,Not happy,"Its not what i expected. Poor room service, old, not good linen, not good bed, bathroom isnt very clean. Took ages to check out. I called for room service 4x and still didnt get any service. Not coming back there again nor ask any of ny family and friends to stay there.",April 2018,NA
Lookingatthestars9,May 2018,4.0 of 5 bubbles,Quiet oasis,Very grand but peaceful hotel with old fashioned but clean and well equipped rooms (I had a deluxe room) nice helpful staff. I enjoyed my stay here and would definitely recommend this hotel. The only issue that I feel needs attention is the travel/tour desk never had someone manning it to discuss tours available. Otherwise a great sunny quiet clean room and very nice staff.,April 2018,NA
Ex-MinorLeaguer,May 2018,5.0 of 5 bubbles,Family outing,I always enjoy my stay at waterfront. The lobby renovations are superb. I have been to almost every hotel in Cebu over the past 7 years. Waterfront is considered the best hotel in the city. The swimming pool is especially nice.,May 2018,NA
Justine D,May 2018,3.0 of 5 bubbles,"Take it from me, I’m a Waterfront Regular","We always stay at Waterfront as we visit Cebu quite frequently. It has a great location and the grounds of the hotel are vast and very extravagant. The casino is fun and very entertaining and their gym is large and more than well equipped.  The service provided by the staff is excellent and everyone is friendly and accommodating.The only thing I would change is the price of their rooms, it is not good value for money. The rooms are quite old and the fixtures and furniture are outdated.  At times there are things that do not work properly such as, electrical sockets, plumbing etc. For the amount that you pay for a standard room you can get a newer room with better amenities. In my opinion, the hotel is not fairly priced, you are paying for the name, location and service, not for the room.",May 2018,NA
Joseph D,May 2018,5.0 of 5 bubbles,Excellent food,I love the excellent selection of restaurants with wide variety of foods. Its enough to satisfy any taste. Authentic Chinese to Italian and delicious buffet to Japanese. Sunday is our favorite day to visit the hotel and lounge in the lobby coffee before enjoying a nice evening meal together,May 2018,NA
Michael T,May 2018,4.0 of 5 bubbles,My usual home in Cebu,"I usually stay in Waterfront Lahug for monthly business trip. I enjoyed the hotel ambience and silence in its rooms. The place is secure with cordial attendants from the entrance, lobby and reception. It's overall a wonderful experience.",May 2018,NA
M T,May 2018,5.0 of 5 bubbles,"Lovely hotel, Best receptionist ever","We've stayed here last month with my family. The concierge guys were extremely helpful, they came running towards us to help with our luggages. In the room the guest service agent did his job so well ( I forgot to take his name).  The reception guys were very smiling especially Paul who attends our check in.  He is the most friendly and helpful receptionist ever, so lovely. Very attentive to some of our request. Couldn't have been more sweet facilitating a late check out too.",April 2018,NA
reddragon417,May 2018,3.0 of 5 bubbles,IF YOU HAVE NEVER BEEN,"This is an older hotel, however the room were great clean and very spacious (I had the executive suite). The check in was easy and simple.  However the that is as far as the simple part went there was no instructions on how to find the private lounge, what the hours were or even where it was. The only reason I found it with out asking was we passed it on the way to the room. This was my first time to stay here and I was having trouble finding out how to get in the executive club, another person came along and showed me you had to ring the bell. The card slot to get in the door did not work. Instructions were not give at the front desk which was unusual. However this was still a nice place to stay for a few days. I would recommend this place for a few day stay. The buffet was excellent lots of different food and a lot of it.",April 2018,NA
Maricel M,May 2018,1.0 of 5 bubbles,Not happy,"Its not what i expected. Poor room service, old, not good linen, not good bed, bathroom isnt very clean. Took ages to check out. I called for room service 4x and still didnt get any service. Not coming back there again nor ask any of ny family and friends to stay there.",April 2018,NA
Lookingatthestars9,May 2018,4.0 of 5 bubbles,Quiet oasis,Very grand but peaceful hotel with old fashioned but clean and well equipped rooms (I had a deluxe room) nice helpful staff. I enjoyed my stay here and would definitely recommend this hotel. The only issue that I feel needs attention is the travel/tour desk never had someone manning it to discuss tours available. Otherwise a great sunny quiet clean room and very nice staff.,April 2018,NA
Ex-MinorLeaguer,May 2018,5.0 of 5 bubbles,Family outing,I always enjoy my stay at waterfront. The lobby renovations are superb. I have been to almost every hotel in Cebu over the past 7 years. Waterfront is considered the best hotel in the city. The swimming pool is especially nice.,May 2018,NA
Justine D,May 2018,3.0 of 5 bubbles,"Take it from me, I’m a Waterfront Regular","We always stay at Waterfront as we visit Cebu quite frequently. It has a great location and the grounds of the hotel are vast and very extravagant. The casino is fun and very entertaining and their gym is large and more than well equipped.  The service provided by the staff is excellent and everyone is friendly and accommodating.The only thing I would change is the price of their rooms, it is not good value for money. The rooms are quite old and the fixtures and furniture are outdated.  At times there are things that do not work properly such as, electrical sockets, plumbing etc. For the amount that you pay for a standard room you can get a newer room with better amenities. In my opinion, the hotel is not fairly priced, you are paying for the name, location and service, not for the room.",May 2018,NA
Joseph D,May 2018,5.0 of 5 bubbles,Excellent food,I love the excellent selection of restaurants with wide variety of foods. Its enough to satisfy any taste. Authentic Chinese to Italian and delicious buffet to Japanese. Sunday is our favorite day to visit the hotel and lounge in the lobby coffee before enjoying a nice evening meal together,May 2018,NA
Michael T,May 2018,4.0 of 5 bubbles,My usual home in Cebu,"I usually stay in Waterfront Lahug for monthly business trip. I enjoyed the hotel ambience and silence in its rooms. The place is secure with cordial attendants from the entrance, lobby and reception. It's overall a wonderful experience.",May 2018,NA
M T,May 2018,5.0 of 5 bubbles,"Lovely hotel, Best receptionist ever","We've stayed here last month with my family. The concierge guys were extremely helpful, they came running towards us to help with our luggages. In the room the guest service agent did his job so well ( I forgot to take his name).  The reception guys were very smiling especially Paul who attends our check in.  He is the most friendly and helpful receptionist ever, so lovely. Very attentive to some of our request. Couldn't have been more sweet facilitating a late check out too.",April 2018,NA
reddragon417,May 2018,3.0 of 5 bubbles,IF YOU HAVE NEVER BEEN,"This is an older hotel, however the room were great clean and very spacious (I had the executive suite). The check in was easy and simple.  However the that is as far as the simple part went there was no instructions on how to find the private lounge, what the hours were or even where it was. The only reason I found it with out asking was we passed it on the way to the room. This was my first time to stay here and I was having trouble finding out how to get in the executive club, another person came along and showed me you had to ring the bell. The card slot to get in the door did not work. Instructions were not give at the front desk which was unusual. However this was still a nice place to stay for a few days. I would recommend this place for a few day stay. The buffet was excellent lots of different food and a lot of it.",April 2018,NA
Maricel M,May 2018,1.0 of 5 bubbles,Not happy,"Its not what i expected. Poor room service, old, not good linen, not good bed, bathroom isnt very clean. Took ages to check out. I called for room service 4x and still didnt get any service. Not coming back there again nor ask any of ny family and friends to stay there.",April 2018,NA
Lookingatthestars9,May 2018,4.0 of 5 bubbles,Quiet oasis,Very grand but peaceful hotel with old fashioned but clean and well equipped rooms (I had a deluxe room) nice helpful staff. I enjoyed my stay here and would definitely recommend this hotel. The only issue that I feel needs attention is the travel/tour desk never had someone manning it to discuss tours available. Otherwise a great sunny quiet clean room and very nice staff.,April 2018,NA
Ex-MinorLeaguer,May 2018,5.0 of 5 bubbles,Family outing,I always enjoy my stay at waterfront. The lobby renovations are superb. I have been to almost every hotel in Cebu over the past 7 years. Waterfront is considered the best hotel in the city. The swimming pool is especially nice.,May 2018,NA
Justine D,May 2018,3.0 of 5 bubbles,"Take it from me, I’m a Waterfront Regular","We always stay at Waterfront as we visit Cebu quite frequently. It has a great location and the grounds of the hotel are vast and very extravagant. The casino is fun and very entertaining and their gym is large and more than well equipped.  The service provided by the staff is excellent and everyone is friendly and accommodating.The only thing I would change is the price of their rooms, it is not good value for money. The rooms are quite old and the fixtures and furniture are outdated.  At times there are things that do not work properly such as, electrical sockets, plumbing etc. For the amount that you pay for a standard room you can get a newer room with better amenities. In my opinion, the hotel is not fairly priced, you are paying for the name, location and service, not for the room.",May 2018,NA
Joseph D,May 2018,5.0 of 5 bubbles,Excellent food,I love the excellent selection of restaurants with wide variety of foods. Its enough to satisfy any taste. Authentic Chinese to Italian and delicious buffet to Japanese. Sunday is our favorite day to visit the hotel and lounge in the lobby coffee before enjoying a nice evening meal together,May 2018,NA
Michael T,May 2018,4.0 of 5 bubbles,My usual home in Cebu,"I usually stay in Waterfront Lahug for monthly business trip. I enjoyed the hotel ambience and silence in its rooms. The place is secure with cordial attendants from the entrance, lobby and reception. It's overall a wonderful experience.",May 2018,NA
M T,May 2018,5.0 of 5 bubbles,"Lovely hotel, Best receptionist ever","We've stayed here last month with my family. The concierge guys were extremely helpful, they came running towards us to help with our luggages. In the room the guest service agent did his job so well ( I forgot to take his name).  The reception guys were very smiling especially Paul who attends our check in.  He is the most friendly and helpful receptionist ever, so lovely. Very attentive to some of our request. Couldn't have been more sweet facilitating a late check out too.",April 2018,NA
LL2Flores,Apr 2018,5.0 of 5 bubbles,39th Wedding Anniversary,We booked our parents for 2 nights stay in this hotel to celebrate their 39th Wedding Anniversary which happen to fall on a Holy Week so there wasn't much for them to do but relax  enjoy each other's company. We requested the hotel if they could possibly set up something special for the couple and voila! This is what they did :) The couple truly felt like honeymooners and we couldn't be more grateful to the staff  the management for making this extra effort which left a happy mark in the couple's hearts. Thank you Waterfront Cebu City Hotel! You are amazing!,March 2018,NA
Sakura I,Mar 2018,4.0 of 5 bubbles,Large and clean room,I stayed on a premium deluxe room. It has large bed and bathroom.  The room is a bit far from the lobby and I found the hallways creepy.  Breakfast selection is very good. They have wide variety of bread and pastries. Checking out is fast.,March 2018,NA
Lito P,Mar 2018,4.0 of 5 bubbles,Family tour,"Waterfront hotel is very near the airport, just a walking distance. Very nice and clean hotel with very accommodating staff. You can request change or transfer of room has no hustle. Free shuttle bus to the airport even if its very near. Very nice place to stay if you have and early flight.",March 2018,NA
Nina R,Mar 2018,5.0 of 5 bubbles,Nice,"Highly recommend. Booked through Booking.com. Hotelier are very professional and easy to arrange airport lick up. The breakfast buffet is a killer, me and my siblings enjoyed our one night stayed. We will be back soon.",March 2018,NA
Crisly Jane R,Mar 2018,3.0 of 5 bubbles,Wasn't bad for first timer.,"Stayed from Feb 26 to March 1 2018 . It was my first time to stay in this Hotel. It was not my first choice though. I am working in a hotel industry so I am very particular with the service. Bellman: He was very friendly it was so good upon arrival at the hotel being greeted with a warm smile. Reception: upon checking in it took him more than 20mins to input all the details reg my check -in imagine that standing and waiting for more than 20mins to finally send me to my room. Room: was very clean, in all area. My only regret was the mini bar was been PADLOCK, i have been staying in other hotel but this was the first time i've encounter a mini bar with a lock. I guest using the cooler was not for free. Such a shame for for this hotel. Room service : was fast, the only down side was when i requested them to take out the dirty dishes I was informed that House keeping will do that but no one came to pick it up. Cafe Uno: buffet price was expensive but it doesn't matter for I really enjoy the foods, I brought my relatives with me and they really enjoyed the food. All waitress/waiter were very accommodating , friendly and polite especially Jeff or Jeffrey. Will come back? Definitely, i enjoyed my stay in this hotel .",February 2018,NA
George F,Mar 2018,5.0 of 5 bubbles,Had a great time for the 7th year in a row. Please come and see for yourself.,"The hotel was beautifully decorated for Chinese New Year and then Valentines Day. The fireworks outside the hotel area was a real ""treat."" The Casino is always fun - especially when we won, The resturants in the hotel are really good and their is no need to venture out at night if you don't want to. All in all this is ""THE"" place to go and enjoy a fun time in the Philippines. We also had the best time seeing 2 concerts that were held in the massive ""grand ballroom."" We will be back again next year to enjoy this hotel and its attentive staff.",February 2018,NA
Daniel P,Mar 2018,4.0 of 5 bubbles,Best Casino hotel in Cebu,"This hotel has good location and facilities. Room was neat and clean. Furniture and interior is a bit old, but it seems like the room has been well maintained. Casino in this hotel is quite good as the place is non-smoking area and equipped new machines.",March 2018,NA
custer2018,Mar 2018,5.0 of 5 bubbles,Good Stay,Accommodating staff from reservation to hotel driver. I will definitely stay here again. The only issue is the traffic situation around the area especially most of my meeting are in Mactan Island. But overall the stay was a pleasure.,March 2018,NA
