Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Golds G,Oct 2018,5.0 of 5 bubbles,diarrhea after eating the buffet,"No question with the place , the hotel is nice and big very modern style when it comes to the staff they are friendly but after a couple of hours after eating the buffet me and my gf and also with her office mate have a diarrhea. Me and my gf going to the cr for 5 times the food looks clean but why",October 2018,NA
Jeya Kadupul F,Oct 2018,5.0 of 5 bubbles,Excellent Service,Thank you Bai for the excellent service that you have provided us. My mom is so delightful in spending her birthday at this prestigious hotel😊 👍 all of  the staffs are very polite and friendly. Specially to Ms Karen M and to Ms Clar who personally assisted us.,October 2018,NA
Dushi1996,Oct 2018,3.0 of 5 bubbles,good hotel,"me and my bf stay in bai hotel for 1 night.. the hotel is nice and big very modern style...the staffs are friendly, They said they have 8 restaurant but for us they only have 3 the steak house, bai cafe, and the japanese .. they also count the bars as a restaurant ..We pay one night included buffet breakfast but sad to say we didnt eat in that buffet for the reason of you have to fall inline .. and they said they do that for a security reason which is not soo nice for me and for my bf .we feels like we are a prisoner ... we dont expect it for the 5 star hotel. But anyway we have a good dinner at steak house and a good glass of wine the manager Steve and to our waitress thara thank you so much for serving us and feel us welcomed .. looking forward to eat in the                steak house again goodbless",October 2018,NA
ThorCasper,Oct 2018,4.0 of 5 bubbles,Friendly Staffs,"We were on the 20th floor with  a nice view of the city.The room was spacious and clean.Staffs were amazing,they were all friendly and nice.Special mention to Resty from housekeeping,he was so nice and approachable.",October 2018,NA
Manoj P,Oct 2018,4.0 of 5 bubbles,Wonderful Hotel with Excellent Services,"The Room was excellent and so was the bathroom.Lifts were adequate.The only issue I faced being a Smoker-All Rooms are Non-Smoking..had to come down the lifts to the Cafe at the side of the ATM near the Arcade.Excellent ,friendly Staff.The Spa was not operational ,hence they provided In-room Massages.The breakfast was excellent with a wide variety of dishes.Had a lunch too and it was great.Used the Conference facilities which were equally good.They have a bar on the roof-top which is an outdoor venue and Smokers who are resident can go up for a puff.All in all a great Experience..Highly Recommend this Hotel ! .",September 2018,NA
Jercyl L,Oct 2018,5.0 of 5 bubbles,"Bai Hotel ""Chillin and Relaxin""",The room was very cozy and the staffs were very accomodating. I would like to mention and commend Sir Thirdy as one of their staff who was quick and attentive in responding to our requests. He was also friendly. My family and I were appreciated him so much for showing a good service. I gave him tip but he refused it. I hope all the staffs in every hotel will be like him. Congrats sir for a job well done and to the rest of the staffs. :):),October 2018,NA
Remimi,Oct 2018,5.0 of 5 bubbles,WOW x 3 ! A most amazing stay - YOU MUST STAY HERE !,"Me and my wife live in Cebu. We are out in Punta Engano in Mactan and my wife gave birth to a baby boy, so we checked in the Bai Hotel as it is near the Hospital. We have now been here 6 nights and every day is more impressive than the one before. I do not even know where to start.  We were upgraded to use the Executive floor facilties which was specifically nice for my lady , being ready to deliver.  The staff is simply AMAZING. This is a fairly new and slick , cool hotel in a great location. But besides the great hard ware there is a software that so far has been unmatched since I stay in hotels in the Philippines, and - being myself a Hotelier, I allow myself to have the knowledge of saying how great this place is.  I would like to name Restie, Chef's Clyde and Tim as well as the young lady at breakfast in the lounge who's name I do not recall as top staffers and then there is Ophelia. They visited my wife in the Hospital with Balloons and cake and then when we finally returned with the baby in arm, there was a nice baby crib and a special set up on the bed.  I was truly speechless. Not only the staff mentioned but all of them are just so professional and have a hospitality level you can only find in this country.  After one day everybody knows you by name. There are nice touches everywhere , from the mini Pineapples as centerpieces of the lounge, to the mini Monte Christo's on the breakfast buffet, to a perfectly presented Chicken Larb Gai in Room Service. Talking about Room Service - when is the last time you were amazed at food and presentation in usually bland RS World? Here. Fantastic. The Pastry Chef of this establishment should also be padded on the shoulder plenty. Great great pastry and breads. Not easy to find. And last but not least the head of this place: VP/GM A. Reyes should get plenty of kudos for assembling, training and leading such a team. Bravo to all of you. The only thing I do not like about this review is that I can only give you FIVE stars. If it woud have been for me - it would have been the galaxy. We will be back and we will recommend this Hotel to the World. Thank you all.",October 2018,NA
Ira Michaela G,Oct 2018,5.0 of 5 bubbles,Enjoyable and worth it,"The staff were great, they were very accommodating from check in down to room service/housekeeping. View from our room was great and most especially at the twilight roof deck and pool area at night. It was a really great stay and we will surely come back just to chill over a weekend.",October 2018,NA
Al Ali,Oct 2018,5.0 of 5 bubbles,away from traffic and rain,"in peak seasons when most hotels are fully booked you can still be entertained with warmth and great counter people ,great food ,nice surroundings, rooms are cool ,security is great ,grab and taxi is good ,near to landers ,two malls ,rooms facing Cebu or sea are better",July 2018,NA
ThorCasper,Oct 2018,4.0 of 5 bubbles,Friendly Staffs,"We were on the 20th floor with  a nice view of the city.The room was spacious and clean.Staffs were amazing,they were all friendly and nice.Special mention to Resty from housekeeping,he was so nice and approachable.",October 2018,NA
Manoj P,Oct 2018,4.0 of 5 bubbles,Wonderful Hotel with Excellent Services,"The Room was excellent and so was the bathroom.Lifts were adequate.The only issue I faced being a Smoker-All Rooms are Non-Smoking..had to come down the lifts to the Cafe at the side of the ATM near the Arcade.Excellent ,friendly Staff.The Spa was not operational ,hence they provided In-room Massages.The breakfast was excellent with a wide variety of dishes.Had a lunch too and it was great.Used the Conference facilities which were equally good.They have a bar on the roof-top which is an outdoor venue and Smokers who are resident can go up for a puff.All in all a great Experience..Highly Recommend this Hotel ! .",September 2018,NA
Jercyl L,Oct 2018,5.0 of 5 bubbles,"Bai Hotel ""Chillin and Relaxin""",The room was very cozy and the staffs were very accomodating. I would like to mention and commend Sir Thirdy as one of their staff who was quick and attentive in responding to our requests. He was also friendly. My family and I were appreciated him so much for showing a good service. I gave him tip but he refused it. I hope all the staffs in every hotel will be like him. Congrats sir for a job well done and to the rest of the staffs. :):),October 2018,NA
Remimi,Oct 2018,5.0 of 5 bubbles,WOW x 3 ! A most amazing stay - YOU MUST STAY HERE !,"Me and my wife live in Cebu. We are out in Punta Engano in Mactan and my wife gave birth to a baby boy, so we checked in the Bai Hotel as it is near the Hospital. We have now been here 6 nights and every day is more impressive than the one before. I do not even know where to start.  We were upgraded to use the Executive floor facilties which was specifically nice for my lady , being ready to deliver.  The staff is simply AMAZING. This is a fairly new and slick , cool hotel in a great location. But besides the great hard ware there is a software that so far has been unmatched since I stay in hotels in the Philippines, and - being myself a Hotelier, I allow myself to have the knowledge of saying how great this place is.  I would like to name Restie, Chef's Clyde and Tim as well as the young lady at breakfast in the lounge who's name I do not recall as top staffers and then there is Ophelia. They visited my wife in the Hospital with Balloons and cake and then when we finally returned with the baby in arm, there was a nice baby crib and a special set up on the bed.  I was truly speechless. Not only the staff mentioned but all of them are just so professional and have a hospitality level you can only find in this country.  After one day everybody knows you by name. There are nice touches everywhere , from the mini Pineapples as centerpieces of the lounge, to the mini Monte Christo's on the breakfast buffet, to a perfectly presented Chicken Larb Gai in Room Service. Talking about Room Service - when is the last time you were amazed at food and presentation in usually bland RS World? Here. Fantastic. The Pastry Chef of this establishment should also be padded on the shoulder plenty. Great great pastry and breads. Not easy to find. And last but not least the head of this place: VP/GM A. Reyes should get plenty of kudos for assembling, training and leading such a team. Bravo to all of you. The only thing I do not like about this review is that I can only give you FIVE stars. If it woud have been for me - it would have been the galaxy. We will be back and we will recommend this Hotel to the World. Thank you all.",October 2018,NA
Ira Michaela G,Oct 2018,5.0 of 5 bubbles,Enjoyable and worth it,"The staff were great, they were very accommodating from check in down to room service/housekeeping. View from our room was great and most especially at the twilight roof deck and pool area at night. It was a really great stay and we will surely come back just to chill over a weekend.",October 2018,NA
Al Ali,Oct 2018,5.0 of 5 bubbles,away from traffic and rain,"in peak seasons when most hotels are fully booked you can still be entertained with warmth and great counter people ,great food ,nice surroundings, rooms are cool ,security is great ,grab and taxi is good ,near to landers ,two malls ,rooms facing Cebu or sea are better",July 2018,NA
Traveler_1983_10,Sep 2018,5.0 of 5 bubbles,Excellent!,"Stayed at the Bai for a week for a business trip. The property is excellent with great service. Stayed at the executive room that came with access to the executive lounge which serves breakfast, afternoon snacks and dinner with cocktails in the the evening. The room was very comfortable with a nice bed. I did access the pool and the gym and it’s very well kept. The breakfast in the hotel (at the coffee shop) was pretty good and they had a huge spread. Overall, I loved the property and the staff. Thumbs up!",August 2018,NA
Andrea,Sep 2018,5.0 of 5 bubbles,Clean and Nice! ,"Stayed for 3 nights at their Executive Business One Bedroom Suite. Room, Staff, Food, Accomodation - all great. Dexter and Leonne from the Executive Lounge are the friendliest. Will surely stay there again. ☺️",September 2018,NA
MaelynBrioso,Sep 2018,4.0 of 5 bubbles,"Nindot, Baì!","We stayed at Bai Hotel a few days ago. The staff were very nice, parking spaces aren't a problem for guests with cars. The breakfast and dinner buffet was marvelous. There is a wide variety of food to choose from. Delectable, I must say. And the price is just right for its numerous choices. Despite the busy registration of guests, our check-in and check-out were both seamless. The city view from our room was stunning, by the way 😍",September 2018,NA
Zaki Z,Sep 2018,4.0 of 5 bubbles,Good and nice,"Stayed here for 2 nights, lobby was good and has a souvenir shop. Pool bar was great but closed when there is bad weather. View is good and you can see the whole of cebu. There are amenities like toothpaste and toothbrush, pencil and memopad, coffee and water.",September 2018,NA
Bill G,Sep 2018,5.0 of 5 bubbles,Great new hotel in center of Cebu,"Tried this new hotel because all others were sold out. The price was very good so I wasn't expecting much. Turns out this is a new gem in the heart of Cebu City. It's close to the pier, airport, downtown, and even has a small mall (Park Mall) across the street. They have an all day all-you-can-eat buffet, a rooftop pool, the rooms and new and clean, and two other restaurants downstairs. All around great stay, this is my new home when in Cebu.",September 2018,NA
Joy C,Sep 2018,5.0 of 5 bubbles,Ate Kim's Birthday Celebration 2018,"Here, we experienced the most luxurious dining buffet and the foods were delicious and the staff is very approachable and smiling specially Wendyl.The ambiance is very nice and relaxing.  Come and experince it yourself😉",September 2018,NA
Earl Joseph M,Sep 2018,5.0 of 5 bubbles,Jaiedz is so Friendly,I came here for a meeting for like 2 days only. Everyday I always have coffee at Lobby One. I sulute Miss Jaiedz for being so accommodating and being so friendly. She really fits on the job. I love all the staff here well trained. The next ill visit Cebu I'll be differently come here. Im most of all i'll recommend all my family and friends here. x 👍👍,September 2018,NA
Kirk Russell C,Sep 2018,5.0 of 5 bubbles,Cafe Bai Dining Experience,"Dinner buffer in Cafe Bai is awesome. Great food and inclusive of drinks(hot and cold beverages) are one of a kind. Of course, I wouldn’t enjoyed it without the service of Wendyl Curay, who is very service-oriented waiter during my dining experience. In fact, I insisted on giving him a tip but refused to accept because of the hotel’s policy.",September 2018,NA
Navigator355650,Sep 2018,4.0 of 5 bubbles,"Unwind, relax, ","Stayed at this hotel with my little kiddo, who always look forward to some excitement and enjoyment. I'm so amazed that while our room was being cleaned/made up, here comes sir Chad (housekeeping) who demonstrated these towel folding. Thank you! My kiddo was entertained. All the staffs are accommodating and nice. The pool is great! Infinity pool with nice view. Thank you for thw wonderful experience. Will surely be back",September 2018,NA
emem1998,Sep 2018,5.0 of 5 bubbles,What a beautiful night ,The view from the 21st floor has really made my night extra amazing. Especially when I ordered Mango Shake from Clint. He was very entertaining and presentable. The shake was made very extra special because I can taste the freshness of the mango.,September 2018,NA
鈺閔 蘇,Sep 2018,5.0 of 5 bubbles,Twilight ,"The servers are so nice in Twilight , made us have a great night , and a unforgettable memory !!!! And Neil is a good photographer !!! He took so many good pics for us !!!! We will go back sonn with my friend !!!",September 2018,NA
anabelleochoa,Sep 2018,5.0 of 5 bubbles,"Bravo, Bai!","A 4 star hotel with 5 star amenities and service in Cebu, Bai Hotel provides an excellent experience for its guests consistently. True to its name, the service is always friendly and wonderful. When in Cebu, you must visit Bai. H8ghly recommended!",September 2018,NA
Khalid G,Sep 2018,5.0 of 5 bubbles,Marble+Grain best restaurant,And also Shaila its best waiter so kind and lovley thanks a lot I enjoyed in this restaurant and I enjoyed in genral for visiting in all this country so thanks Shaila you are the best and thank you for everything ♥️,September 2018,NA
Joymei B,Sep 2018,4.0 of 5 bubbles,Excellent staff,"So I decided to book a dinner reservation for my parents wedding anniversary and the agent on the phone was very efficient and corteous. When we got there, a lot of greeters were waiting and very enthusiastic like you could see that they really wnat to assist us. So a guy escorted us to our tables which was a booth, I really appreciated it. I guess you’ll get booths if you make reservation because I saw my name and others too on the booths. And Pearl was very very helpful to me that night. She helped me surprised my parents and was the one who gave the cake with candles. She was very accommodating to us and made sure we were enjoying our meal. Thank you Pearl!",September 2018,NA
Bianca S,Sep 2018,5.0 of 5 bubbles,Giving the extra miles.,"last thursday i was waiting for my companions in the lobby lounge. while waiting i ordered a cup of coffee then felt a sudden chill, so i ask one of the staff name jaedz, to turn down the aircon then she told that she will call the engineering staff and she did after while she came and ask me how i am feeling i told that still feels cold, after that she offered me if i want some bath towels. i told her yes, so she request the bath towels to be use as a blankey. kudos for jaedz for being attentive and showing sincere towards the customer even giving the extra miles just to make comfortable. ,😃",September 2018,NA
Navigator355650,Sep 2018,4.0 of 5 bubbles,"Unwind, relax, ","Stayed at this hotel with my little kiddo, who always look forward to some excitement and enjoyment. I'm so amazed that while our room was being cleaned/made up, here comes sir Chad (housekeeping) who demonstrated these towel folding. Thank you! My kiddo was entertained. All the staffs are accommodating and nice. The pool is great! Infinity pool with nice view. Thank you for thw wonderful experience. Will surely be back",September 2018,NA
emem1998,Sep 2018,5.0 of 5 bubbles,What a beautiful night ,The view from the 21st floor has really made my night extra amazing. Especially when I ordered Mango Shake from Clint. He was very entertaining and presentable. The shake was made very extra special because I can taste the freshness of the mango.,September 2018,NA
鈺閔 蘇,Sep 2018,5.0 of 5 bubbles,Twilight ,"The servers are so nice in Twilight , made us have a great night , and a unforgettable memory !!!! And Neil is a good photographer !!! He took so many good pics for us !!!! We will go back sonn with my friend !!!",September 2018,NA
anabelleochoa,Sep 2018,5.0 of 5 bubbles,"Bravo, Bai!","A 4 star hotel with 5 star amenities and service in Cebu, Bai Hotel provides an excellent experience for its guests consistently. True to its name, the service is always friendly and wonderful. When in Cebu, you must visit Bai. H8ghly recommended!",September 2018,NA
Khalid G,Sep 2018,5.0 of 5 bubbles,Marble+Grain best restaurant,And also Shaila its best waiter so kind and lovley thanks a lot I enjoyed in this restaurant and I enjoyed in genral for visiting in all this country so thanks Shaila you are the best and thank you for everything ♥️,September 2018,NA
Joymei B,Sep 2018,4.0 of 5 bubbles,Excellent staff,"So I decided to book a dinner reservation for my parents wedding anniversary and the agent on the phone was very efficient and corteous. When we got there, a lot of greeters were waiting and very enthusiastic like you could see that they really wnat to assist us. So a guy escorted us to our tables which was a booth, I really appreciated it. I guess you’ll get booths if you make reservation because I saw my name and others too on the booths. And Pearl was very very helpful to me that night. She helped me surprised my parents and was the one who gave the cake with candles. She was very accommodating to us and made sure we were enjoying our meal. Thank you Pearl!",September 2018,NA
Bianca S,Sep 2018,5.0 of 5 bubbles,Giving the extra miles.,"last thursday i was waiting for my companions in the lobby lounge. while waiting i ordered a cup of coffee then felt a sudden chill, so i ask one of the staff name jaedz, to turn down the aircon then she told that she will call the engineering staff and she did after while she came and ask me how i am feeling i told that still feels cold, after that she offered me if i want some bath towels. i told her yes, so she request the bath towels to be use as a blankey. kudos for jaedz for being attentive and showing sincere towards the customer even giving the extra miles just to make comfortable. ,😃",September 2018,NA
Navigator355650,Sep 2018,4.0 of 5 bubbles,"Unwind, relax, ","Stayed at this hotel with my little kiddo, who always look forward to some excitement and enjoyment. I'm so amazed that while our room was being cleaned/made up, here comes sir Chad (housekeeping) who demonstrated these towel folding. Thank you! My kiddo was entertained. All the staffs are accommodating and nice. The pool is great! Infinity pool with nice view. Thank you for thw wonderful experience. Will surely be back",September 2018,NA
emem1998,Sep 2018,5.0 of 5 bubbles,What a beautiful night ,The view from the 21st floor has really made my night extra amazing. Especially when I ordered Mango Shake from Clint. He was very entertaining and presentable. The shake was made very extra special because I can taste the freshness of the mango.,September 2018,NA
鈺閔 蘇,Sep 2018,5.0 of 5 bubbles,Twilight ,"The servers are so nice in Twilight , made us have a great night , and a unforgettable memory !!!! And Neil is a good photographer !!! He took so many good pics for us !!!! We will go back sonn with my friend !!!",September 2018,NA
anabelleochoa,Sep 2018,5.0 of 5 bubbles,"Bravo, Bai!","A 4 star hotel with 5 star amenities and service in Cebu, Bai Hotel provides an excellent experience for its guests consistently. True to its name, the service is always friendly and wonderful. When in Cebu, you must visit Bai. H8ghly recommended!",September 2018,NA
Khalid G,Sep 2018,5.0 of 5 bubbles,Marble+Grain best restaurant,And also Shaila its best waiter so kind and lovley thanks a lot I enjoyed in this restaurant and I enjoyed in genral for visiting in all this country so thanks Shaila you are the best and thank you for everything ♥️,September 2018,NA
Joymei B,Sep 2018,4.0 of 5 bubbles,Excellent staff,"So I decided to book a dinner reservation for my parents wedding anniversary and the agent on the phone was very efficient and corteous. When we got there, a lot of greeters were waiting and very enthusiastic like you could see that they really wnat to assist us. So a guy escorted us to our tables which was a booth, I really appreciated it. I guess you’ll get booths if you make reservation because I saw my name and others too on the booths. And Pearl was very very helpful to me that night. She helped me surprised my parents and was the one who gave the cake with candles. She was very accommodating to us and made sure we were enjoying our meal. Thank you Pearl!",September 2018,NA
Bianca S,Sep 2018,5.0 of 5 bubbles,Giving the extra miles.,"last thursday i was waiting for my companions in the lobby lounge. while waiting i ordered a cup of coffee then felt a sudden chill, so i ask one of the staff name jaedz, to turn down the aircon then she told that she will call the engineering staff and she did after while she came and ask me how i am feeling i told that still feels cold, after that she offered me if i want some bath towels. i told her yes, so she request the bath towels to be use as a blankey. kudos for jaedz for being attentive and showing sincere towards the customer even giving the extra miles just to make comfortable. ,😃",September 2018,NA
Navigator355650,Sep 2018,4.0 of 5 bubbles,"Unwind, relax, ","Stayed at this hotel with my little kiddo, who always look forward to some excitement and enjoyment. I'm so amazed that while our room was being cleaned/made up, here comes sir Chad (housekeeping) who demonstrated these towel folding. Thank you! My kiddo was entertained. All the staffs are accommodating and nice. The pool is great! Infinity pool with nice view. Thank you for thw wonderful experience. Will surely be back",September 2018,NA
emem1998,Sep 2018,5.0 of 5 bubbles,What a beautiful night ,The view from the 21st floor has really made my night extra amazing. Especially when I ordered Mango Shake from Clint. He was very entertaining and presentable. The shake was made very extra special because I can taste the freshness of the mango.,September 2018,NA
鈺閔 蘇,Sep 2018,5.0 of 5 bubbles,Twilight ,"The servers are so nice in Twilight , made us have a great night , and a unforgettable memory !!!! And Neil is a good photographer !!! He took so many good pics for us !!!! We will go back sonn with my friend !!!",September 2018,NA
anabelleochoa,Sep 2018,5.0 of 5 bubbles,"Bravo, Bai!","A 4 star hotel with 5 star amenities and service in Cebu, Bai Hotel provides an excellent experience for its guests consistently. True to its name, the service is always friendly and wonderful. When in Cebu, you must visit Bai. H8ghly recommended!",September 2018,NA
Khalid G,Sep 2018,5.0 of 5 bubbles,Marble+Grain best restaurant,And also Shaila its best waiter so kind and lovley thanks a lot I enjoyed in this restaurant and I enjoyed in genral for visiting in all this country so thanks Shaila you are the best and thank you for everything ♥️,September 2018,NA
Joymei B,Sep 2018,4.0 of 5 bubbles,Excellent staff,"So I decided to book a dinner reservation for my parents wedding anniversary and the agent on the phone was very efficient and corteous. When we got there, a lot of greeters were waiting and very enthusiastic like you could see that they really wnat to assist us. So a guy escorted us to our tables which was a booth, I really appreciated it. I guess you’ll get booths if you make reservation because I saw my name and others too on the booths. And Pearl was very very helpful to me that night. She helped me surprised my parents and was the one who gave the cake with candles. She was very accommodating to us and made sure we were enjoying our meal. Thank you Pearl!",September 2018,NA
Bianca S,Sep 2018,5.0 of 5 bubbles,Giving the extra miles.,"last thursday i was waiting for my companions in the lobby lounge. while waiting i ordered a cup of coffee then felt a sudden chill, so i ask one of the staff name jaedz, to turn down the aircon then she told that she will call the engineering staff and she did after while she came and ask me how i am feeling i told that still feels cold, after that she offered me if i want some bath towels. i told her yes, so she request the bath towels to be use as a blankey. kudos for jaedz for being attentive and showing sincere towards the customer even giving the extra miles just to make comfortable. ,😃",September 2018,NA
Noey B,Jul 2018,5.0 of 5 bubbles,A home away from home,I really loved my stay in Bai hotel. The service is exemplary and the food is so great. I specially loved their breakfast buffet. The staff was so hospitable and very approachable.  I look forward to more sleepovers with you guys!,June 2018,NA
reylimchiu,Jul 2018,1.0 of 5 bubbles,Very poor customer service and endorsement system,"My friends and I stayed at Bai Hotel from June 28-30 for our post-graduate course. All in all we reserved 25 rooms for everyone. We experienced several mishaps during our stay but I’m going to cite just 2 of them (or else I will  give  a negative rating ). Four of my friends stayed at 2 connectiong rooms (room 1003-1001). They ordered room service during their stay amounting to about 1,000 plus pesos. Upon checkout, the occupants of one room went ahead of the other two- they checked out and paid the 1,000+ bill. When the remaining two occupants of the other room checked out about an hour later, they were informed that the bill was not yet paid and the other two did not check out yet. We were surprised since our friends informed us that they already checked out. The front desk insisted that no checkout was done and we have to pay for the rooms service. So we complied and were about to pay for the room service when another front desk lady arrived and said that the bill was already paid for and that our friends already checked out! How come there was very  poor endorsement, and shouldn’t that kind of stuff be centralized so every one will know?Secondly, A few  hours after checkout, I found  out that my friend  left my handcarry bag containing documents and food stuffs (chocolates, single-slice cakes) in our room. My husband called up the front desk and he was informed that yes, a bag was left  behind and that it is with the housekeeping, and we or someone else can  claim it provided there is an authorization letter. So 2 days after (July 2)a friend of mine (since I already left for Mindanao) claimed the bag with an authorization letter but she was informed that the bag was not retrieved! We were confused since the operator  said the bag was retrieved. I called them up again July 3 and asked About the bag and they said it has not been retrieved. I told them I am positive that I left  the bag in our room. But still they were adamant that no bag was retrieved. My husband then called them up again July 3) and told them that when he called up June 30, he was informed that the bag was retrieved. They said they have no record that he called up June 30! And my husband was aghast since he talked with the operator so how come there was no record of his call? When my husband told them that he can call PLDT to trace the call, they retracted their statement and said that yes they did have a record that he called last June 30 and they were informed by the housekeeping department that the bag was retrieved. ?????!!!! WTF??! They apologized and gave the excuse that there was poor endorsement from the housekeeping department. What i can surmise is that the stuff inside the bag interested them or they have already “harvested” the contents  of the bag, hence they can not give it to us. There was too much stress from this incident and I can not believe that such service could come from this so-called high-end hotel. P.S. We have not yet claimed the bag because my friend is living in Cebu City and has to travel  to Mandaue just to retrieve the bag, and God knows how horrible the traffic is. Imagine the horror she experienced when  she tried to retrieve the bag last July2 , and she was told that there was no bag. All the traffic she went through, for nothing.Read more",June 2018,NA
chenzness,Jul 2018,4.0 of 5 bubbles,Great customer service,"Thanks Ariel for being giving us a great customer service. He is very friendly and accommodating. Look for him if ever you visit Bai Hotel to eat and dine in their Bai Cafe to get an excellent experience. He treats you like a VIP, he's calm to talk to and gives you ideas about the perks you can get. True to it's vision!",July 2018,NA
Ms Filipina Traveler,Jul 2018,5.0 of 5 bubbles,Birthday Weekend Getaway,"We love Bai Hotel aside from the hilarious scrumptious breakfast buffet , the staffs of the Hotel are very accommodating and friendly especially to RV  Charson from concierge services. The girl from the Buffet staffs ( forgot her name maybe Elizabeth) has been taking care of us. Love the roof top pool  bar, amazing view of the city  sea. The soundproof king size bedroom is a plus. I will visit again. Thanks Bai!.",July 2018,NA
Keedzma S,Jul 2018,5.0 of 5 bubbles,birthday dinner,"Saying that the place is excellent is a gross understatement. Good food, great place, and accomodating staff? (namely Ariel and Almera). What more could you ask for when the answers are all here at Bai Hotel's Cafe Bai. Look no further. Cafe Bai, you can't deny.",July 2018,NA
Road K,Jul 2018,5.0 of 5 bubbles,Celebrating my 36th birthday,Thank you to Bai Hotel dinner buffet staff and crew for the great accommodation and the sumptuous meal we had specially to Mr Ariel. We are very much happy and satisfied with your services and looking forward for more family gathering to be held at your hotel. Thank you very much for making my day more happier and blessed. More power and i wish you more satified customers..,July 2018,NA
jeaneth gina k,Jul 2018,5.0 of 5 bubbles,Our 2 nights stay at 19th floor,"Staff in Cafe Bai were friendly, James was overly accomodating everytime we visit here to eat, Eric was ok, I love the staff I met in the elevator, they'r all well mannered and trained, hurray to Sir Alfred ewhom I met few times must have trained them well re: proper etiquette. I wl always stay and recommend this hotel to all my friends from OZ land.",July 2018,NA
Gra A,Jun 2018,4.0 of 5 bubbles,Lunch,"Food was good. They have lots of choices from Filipino, Indian, Mongolian, Japanese and more. The staff is very welcoming as well as the servers — they always made sure we enjoyed our lunch and we were well taken care of. Will definitely be back!",July 2018,NA
jomar845,Jun 2018,5.0 of 5 bubbles,We like and enjoyed the service.,"Our hotel stay was very memorable and fun. We had all we needed and my family was also satisfied with the food and especially the service. Aside from the pool experience their roofdeck was also great. Such a lovely and soothing place, city lights plus good air makes me want to go back and chill. Next time i'll bring my workmates. All I can say is that I would like to commend our server that night, he was so friendly and nice even though my wife isn't in a good mood and sometimes she demands with a not so good tone he still smiled and provided everything we need. All in all were pleased with your service and hope you can read this too. thank you so much sir Jason in twilight.  Also if you're not an in-house guest or just a walk-in you need to pay 200 pesos which is very much understandable, its okay cause you can have a free drink with 1 entrance pass. (just a tip for those who would want to visit.)Good food, Great service. two tumbs up! We'll surely come back.",June 2018,NA
Angelkem J,Jun 2018,5.0 of 5 bubbles,Best service,"Franco gave the best service while dining in. Even gave us individual tea for faster digestion. All in all, the staff were very approachable and the food was exceptional. Will definitely come back and recommend this to all. :)",June 2018,NA
Karim,Jun 2018,5.0 of 5 bubbles,Excellent hotel ,"I would like to thanks very much all staff in cafe bai especially THara for great and excellent customer service , beautiful breakfast and great job all staff very professional and I like to say that foods are good .",June 2018,NA
Irish Lyn A,Jun 2018,5.0 of 5 bubbles,The best,Great food and great people. Wanna thank you for giving us a great experience in bai hotel. The best experience. Especially to wendyl and jaiedz for accommodating us throughout our stay in bai. Very helpful. Two thumbs up! Thanks bai!,June 2018,NA
William C,Jun 2018,5.0 of 5 bubbles,excellent,jaiedz and wendyl is very helpful and need more employees like them. had a wonderful time in bai.employees like them make customers happy and satisfied and which makes us go back again and again.1 million thumbs up! keep it up guys.,June 2018,NA
Mike Merla,Jun 2018,5.0 of 5 bubbles,Buffet lunch at Cafe Bai,We had a great lunch at Cafe Bai. Ambiance is cozy and the food selection is ample.My titas and titos really loved the food. I would like to commend Jeidhz (not sure if that is the correct spelling). She did a good job assisting us. I hope she receives the commendation she deserves.,June 2018,NA
Marites S,Jun 2018,5.0 of 5 bubbles,Expat dinner@cafe bai,Franco has provided excellence in service with a smile which is why i would recommend cafe bai to all cebuanos kudos to all the staff we love the food service and mainly franco has our service waiterThank you...its delimcious food we love it much love to come back again and again god bless,June 2018,NA
Darren S,Jun 2018,5.0 of 5 bubbles,One night,Wow what a lovely hotel big rooms loved this hotel. The STAFF are BRILLIANT. If you stray try the buffet that too is amazing for the money . Very comfy bed good WiFi. The outside pool is worth a try also but it’s narrow if it’s busy. I loved this hotel a lot,June 2018,NA
kathleen b,Jun 2018,5.0 of 5 bubbles,cafe bai,"Goood serviceeeeeee! Gooood food!! And very accommodating crews, hats off to Niña Flor, Monalisa and Clariwell and Yeye who are all nice and pleasant serving us!! Your smile and service really add up the taste of your foods.👍👍",June 2018,NA
rauldalman,Jun 2018,5.0 of 5 bubbles,Excellent service.,"The place is very neat and clean. We enjoy our lunch at cafe Bai so much. Very neat and clean. Special mention to Thara, Daisy and Drian for accommodating us during our lunch here. Very smiling and accomodating staffs they gave full care to us.",June 2018,NA
Ramel B,Jun 2018,5.0 of 5 bubbles,Liesure,"I would like to thanks Mr. Joel Espina to make our stay memorable for my wife and also to the staff in pool bar who help me to find of watch my daughter, i forgot the name..also to all housekeeping staff speacially who prepared our room with towel art for my wife..In-room for birthday cake..im surd we will come back..Thank you...",June 2018,NA
Halleyberry,Jun 2018,5.0 of 5 bubbles,Nice place to stay with great food  excellent service,"Me  my family had a great stay in bai hotel, my kids love swimming in the pool, we savour the taste of good food in cafe bai  we were amazed of the panoramic view of the city while on the roof deck. I did appreciate how the Staff treated us kindly  politely, it was hussle free from checking in til check out. Thanks to Sir Derick  Miss Leonah for accommodating us very well. We wil be there again soon😊",May 2018,NA
