Rating,Review Text,SA,Sentiment
2,hotel looks luxurious outside walking lobby rooms though huge turn furnitures old carpets needs changed bathrooms remodled shower head looks like 1980s simply needs huge overhall,0.7351,Positive
4,although hotel bit far city upon arrival enjoyed picturesque reception area daughter given suite room however room smells bit bad sprayed perfume minimize bad smell stay enjoyable,0.2023,Positive
2,took twenty minutes check system inefficient redundant line twenty plus minutes turn check one person front aberration stayed experienced frustrating ordeal,-0.4404,Negative
5,lovely hotel staff welcoming helpful breakfast fantastic room stayed huge cannot fault anything room looking forward staying next trip cebu,0.949,Positive
5,excellent service driver airport services used front desk helpful staff assistance helped transportation locations 6 people occupying 3 rooms hotel 3 nights,0.7579,Positive
5,hotel rep accommodating good experience since room bathroom clean however breakfast food delicious good know please add food menu,0.926,Positive
5,nice stay waterfront cebu city hotel casino accommodating staff clean room hotel lobby functional hotel close restaurants malls definitely come back place,0.8074,Positive
5,whenever schedule permits attend sinulog celebration always look forward spending staycation waterfront address cebu look forward breakfast cafe uno taking break lobby,0.0258,Positive
5,great experience lovely staff clean room hotel close restaurants malls food hotel breakfast tasty staff nice guest friendly,0.9485,Positive
1,sinulog streets cebu mostly closed walking came one side hotel guard asked us purpose visit told checked guest 7pm havent checked yet instead going lobby checkin decided go exit buy food water first guards wont let us pass told us go back way entered guests hotel explained refuse listen choice go lobby checked hotel show guard hotel keycard let us wanted eat first checking rude security told us allowed pass next morning hotel staff kept knocking door opened simply said room check annoying charged drinking water inside fridge told water outside fridge free water actually never room old place seen better days hotels cebu thumbs,0.0258,Positive
4,looks old outside still 5 star hotel terms accomodation interiors seriously needs paint job exterior also waterfalls lawn need fixing water pool water cold holiday season room quite classic good sound proofing personal security box bath tub plus however tv still using old cable smart tv although wifi fast,0.8511,Positive
4,everything ok except one incident wherein one guests booked hotel suffered accident broken sink unfortunate event basic amenities room broken taken hospital stitches,-0.9231,Negative
2,long lines check outdated rooms facilities poor service mediocre overpriced food booked package new years inclusive dinner drinks find sugary bacardi cocktails asked beer wouldnt even allow bill room untill asked speak manager almost hour wait check received better service half price,-0.2182,Negative
4,love keep coming back better place escape home familylove sauna gym spafront desk friendly though attentive guest always chatting fellow front deskshould able suggest guest alternative options regarding services offeredread,0.9001,Positive
4,pool side concrete needs fixing unattractive needs painting really enjoyed stays years food healthy generous portions great service rooms clean zero smells mold bacteria thank,0.9432,Positive
4,great experienced partner stayed 5 days hotel busy schedules tour three days missed breakfast paid bf doesnt want ask refund idea breakfast last two days awesome buffet breakfast good got mostly filipino cuisine looking lechon theres nothing breakfast good place escape whole years work load unwind pool massage centre try enjoy casino fun spending much money improve bathroom coz bowls flush improved attendants must pay attention laughing time chatting since alot people coming check left belt receptionist desk called somebody hotel room check everything clear room ddnt get anything remembered belt airport unlike hotels small things matter let guests checkout completely grab uber assistance want taxi totality good hotel,0.9861,Positive
5,great time bond spouse considering super busy schedules whole year round waterfront hotel cebu city ideal hideaway busy people energize regain ones sanity sipping coffee spouse woke early morning savoring delicious meals without hurry pampered relaxing massage good nigh restwow spouse overnight stay gift god,0.9735,Positive
4,overall good room attendant cleaned well well needs given recognition dedication hard workreception needs improvement allowed people get line get closer checking customers without anything telling u customers ok dont thought professional gym facilities need improvement attendants attentive customer needs chatty point felt ignored timescafe uno good disappointed mangoes christmas noche buena n lechon pathetic overall stay good appreciate personnel professional anticipative customer needs,0.9062,Positive
5,stay one night definately come back wonderful service throughout property breakfast menu deliciousthe wifi perfect time casino nice visit hotel presents choice restaurant disappointed,0.7964,Positive
5,price cheap everything greatthe staff friendly hotel neati korean next time go trip cebu philippines make reservation hotel hereread,0.4939,Positive
4,hotel nice clean though might need facelift soon staff friendly buffet breakfast selection ok love gym open 24 7 mall close proximity hotel,0.9337,Positive
5,tonight went resturant christmas eve accepted even though didnt reservation staff trained really polite menu good prices reasonable class quality didnt stay hotel didnt go casino therefore aware parts,0.6444,Positive
5,nice good service restaurant called uno nice breakfast buffet enjoyed staying one thing noticed pool area small didnt met expectations overall good experience,0.9287,Positive
5,everything hotel excudes class front rooms facilities lobby multiple restaurants bars suberb service forgetting course casino short 20 minute walk abressa mall thoroughly recommend,0.4391,Positive
4,second time complaint checking takes long line also seemingly gay attendant disrespectful korean guy checking beside kept laughing trying best help guy,0.836,Positive
4,staff superb rooms bit old needs upgrade bidet bathroom plenty things inside hotel plenty restos choose well room service quick attendant named arnold served us jolly nice,0.9062,Positive
5,brief stay waterfront cebu city hotel casino relaxing one made help accommodating respectful staff type room requested granted great view city night,0.9325,Positive
4,improvement room fixtures especially comfort rooms like room attendants accommodatingi also like sales personnel assisted bookingoverall satisfied stay hotelread,0.9204,Positive
5,nice place stay next time travel cebu stay staff friendly pleasant also helpful needed thank making stay comfortable,0.9509,Positive
4,stayed withh friends party held pacific grandballroom room okay swam pool thr next morning decor amazing didnt expect staff tell im allowed use dslr camera tsk elevator made us dizzy tsk others okay,0.8885,Positive
5,every year 4years already celebrated company christmas party waterfront cebu city hotel casino never failed us staff friendly accommodating year availed discounted room rate family especially baby really enjoyed whole staythank much waterfront cebu city hotel casino surely avail next year suggestion hope add spray near toilet bowl thanksread,0.9689,Positive
3,booked overnight stay since company function evening room accommodation ok except bathroom drainage problem water tub simply wont drain size twin beds small compared big hotels find pillow bed bit hard sleep breakfast buffet ok spacious lobby fabulous christmas decors reception queue takes time checkout,0.5859,Positive
3,need immediately check water system 1 year old daughter finished shower yet already noticed itchiness skin apparent allergic reaction reddish spots believe due quality water treatment system working efficiently get shower also theres hot water coming disappointing,-0.4019,Negative
5,wife irene really enjoyed 1day stay waterfront cebu lahug really savored moment luxurious room excellent lobby great gym equipment boxing ring course sumptuous meals uno restaurant plus soak pool well looking forward coming soon relive wonderful experience,0.9538,Positive
5,every time visit cebu waterfront always choice accommodation rooms superb great customer service sumptuous buffet breakfast ballrooms terrific valet drivers always courteous never failed stay always recommend friends family thank giving experience always,0.9794,Positive
4,experience property good good food service good price sumptuous breakfast buffet staff friendly helpful also eat good price even dont room reservation overall experience good,0.9612,Positive
4,place enjoy vacations amenities visitors asked courteous staff locations outstanding service casino added attractions would certainly recommend place everyone without hesitation,0.9585,Positive
5,beautiful hotel gracious lady though built 1998 style appearance 1930s marble floors chandeliers staff friendly courteous great selection restaurants favourite uno allyoucaneat buffet less aud20 deluxe room included small table chairs cost aud100 special deal agoda would especially mention comfort beds woke refreshed good nights sleep would mention however place suffered lack attention years bathrooms need attention upgrading suffer lack exhaust fans expect mirrors fog running hot water close lift might find room little noisy exterior could spruce paint brush upside air conditioning exceptional turn lowest setting avoid freezing fortunately hotel recently returned local ownership expect major undertakings return stunning hotel former glory thus still given 5 stars despite works undertaken still recommend hotel really loved week waterfront really felt like home home helped true filipino hospitality friendliness staff cleaners reception desk,0.983,Positive
4,easy check procedure awesome location steps asiatown jeepney ride ayala dining options within area open 24hrs clean towel sheets staff welcoming let us check early older room need remodeling soon,0.9118,Positive
4,unfortunately big room accommodate familybut overall still good stay bfast reservation given discount however kids covered discount regularly priced directly restaurant read,0.128,Positive
5,waterfront opinion best cebu staff fantastic rooms super clean quiet swimming pool garden grounds make comfortable stay joy always book staying cebu,0.9702,Positive
4,nice big spacious rooms good view city huge enter acne hall area plenty shops around prices high much evening dissapointed could help distribution small christmas presents bought street kids care hotel ok like big hotels swimming pool good,0.9612,Positive
5,lead hotel grand ample security entering hotel takes elegant arcade shop various areas drink relax choice several restaurants looked nice stayed executive suite large area relax socialise friends toilet washroom bedroom area queen size bed comfortable bathroom separate shower bath clean fresh ironing board iron site well safe computer included free wifi overall accommodation clean fresh well decorated staff immaculately dressed always help nearby park provided various fast food outlets 7 eleven,0.9915,Positive
5,good short stay waterfront hotel love spacious rooms occupied accommodating staff although price could really expensive night generally overall stay wonderful,0.8957,Positive
1,took hour check always long lines registration requested massage never came could bring outside charge extra cant even provide service internally gives right charges masseuse external went casino old electronics tables history chip stackers broken slowest roulette ever,-0.6369,Negative
4,arrived 2 hours checkin able get room earlier expected liked lobby christmas decorations room nonsmoking floor hotel showing age otherwise room clean sheets crisp white catch show jokoy convenient went downstairs watch itwe lunch dinner uno restaurant enjoyed meals venture anymore,0.836,Positive
4,everything great except bathrooms time guys made upgrades restrooms seems like design bathroom still back 90s hope time guys upgrade bathrooms thats,0.8591,Positive
5,stayed several times great luck rooms clean modern everything convenient hotel food excellent customer service always great would definitely stay,0.9652,Positive
4,waterfront experience convenience comfort stayed hotel past around 45 years ago would say service facilities improved noticeably however convenience outlets better placed adjacent beds accommodate charging multiple devices,0.8176,Positive
2,spent 2 hours trying get someone room kill mosquitoes flies 10pm go front desk get anything done 12am took 30 minutes totally incompetent bad service,-0.9165,Negative
3,fourth stay still accommodate rooms requested even made advance bookingthe front desk manager helpful enough even thoughi felt better provide services,0.6908,Positive
5,course good time stay clean nice hotel also good service forgot digital camera contacted housekeeping support kind appropriate see quality service point well,0.9552,Positive
4,everything good ordered waterfront clubhouse waterfront lasagna room service clubhouse pricey portioning 350+ two slice breadcan make three two star hotel serve better lasagna meat less sauce taste beef awful many hotels wouldnt recommend two dishes common dont care much pay fair enough portioning make sure taste good another thing waited 30 minutes airport airport transfer im pissed,0.1675,Positive
5,service clean nice room free upgrade room avalible wonderful hotel thing far airport theres also hotel named waterfront makes costomer confuse go,0.891,Positive
5,stayed 4 nights hotel bad remarks time stayed switch christmas lights enjoyed free festive entertainment lobby front desk helpful understanding request special thank goes angela variety restaurants ideal food served fresh tasty breakfast buffet variety exceptional would meet dietary requirements staff warm kind welcoming location ideal facilities standard gym best whilst holidays years,0.9899,Positive
4,may time renovate bathroom please consider installing bidet twin deluxe room waiting time taxis may also considered taking long taxi arrive especially morning generally place superb,0.7506,Positive
5,submitting perfect review thing felt discriminated reception checking anniversary requested king size bed quick send us 2 single beds fused took called inquire didnt king bed like email said showed different receptions end disappointed,-0.1306,Negative
5,friends booked waterfront experience good service even booked miss universe viewing party place clean location strategic good internet connection,0.9136,Positive
5,amazing stay great service clean comfy rooms food amazing delicious staff always friendly ready serve would really want stay hopefully longer,0.9806,Positive
4,room cleanthe casino also best littele way convenience store long washlet toilet best japaneies people thank youpanchi itodenkiescojp,0.8979,Positive
2,waterfront sticker bottled water confusing mistakenly drank bottled water inside ref waterfront sticker complimentary bottled water outside pay p 120 nature spring water,-0.1531,Negative
2,room comfort room exhaust shower working well water spreading walls floor linen fresh think change itching night,0.5719,Positive
4,good service many optionamazing breakfast good food hotel restaurant ive triedstaff friendly professionalhall big everything traveler needroom big confortable bathroom lil bit smalltank,0.8402,Positive
2,checked room found toilet full used tissues tv turned bottled water pour glass seems someone left room called front desk using landline room one tried help therefore went front desk express complain receptionist report duty manager upgraded another room terrible experience never met hotel,-0.4404,Negative
2,bedet shower area incorporated bath tub highthe hotel needs renovation upgrade system kinda old furniture old also tv cabinet old well expensive expect hotel 5 star 2 star,0.2732,Positive
2,suite need big update interior decoration price high compared hotel offer better serviceslow mantaining stain carpets old socket doesnt allow use new devices hard turn lamps beds etc etc,0.2105,Positive
2,stayed ambassador room suppose top range dated terrible work industry stayed many casinos worst potential unlimited casino cebu,-0.7506,Negative
2,potential hotel nice structure definitely needs serious refurbishment rooms tired disastrous bathroom 1star old broken shower internet slow annoying even try definitely recommended business travellers staff really nice helpful however compensate structural issues hotel something would even get closer currently recommended,0.4173,Positive
3,feeling well asked nurse check blood pressure inroom informed service costs php 300 free previous stay big turn esp guest sick,0.1027,Positive
5,icon stay hotel filled great experiences terrific attendance hotel staff courteous helpful guests one time one table completely filled guests clients wait table filled upon query hotel staff table served immediately,0.9231,Positive
4,hotel conference rooms suitable big plenary sessions small simultaneous sessions check experience good variety inhouse restaurants stores bedrooms big need furnishing painiting lighting toilet needs fixing,0.4404,Positive
5,hotel classic old style type time refurbishment think already know excellent value money excellent staff save power get staff put ac 21 10 way cold,0.9186,Positive
4,stayed waterfront hotel cebu city wifey nov1013 2017 room big comfortable room service food terrible expensive would advise rest superb tho till next time,0.6486,Positive
1,since breakfast inclusive control way fine never assist seat diyafter find waitress serve hot drink like green tea english tea hubby answered dispenser regular tea english tea extra charge green tearidiculously rip offnot taking guest hotel ashame worksi advise people take movenpick get superb excellent service extra mile,0.9022,Positive
5,excellent place stay recommend food great accommodation excellent bring family stay would great experience wife son power,0.959,Positive
2,front desk service standard also rooms lot utilities mend properly also fridge always making noise every minutes last visit upgrade next day even made request totally ignore making effort follow,-0.4201,Negative
5,booked ahead last october 2017 partners anniversary accommodated properly service great would definitely go back waterfront cebu city hotel casino another stay,0.7783,Positive
4,good toilet main part needs plastic flapper replace keeps sticking running constantly also bathroom door main door close unless pulled outside stay always good service ambassador area always excellent already planning come sinulog reservations already made,0.8591,Positive
5,recent vacation stayed waterfront city center staff helpful hotel clean variety restaurants room service menu variety want relax room still variety ensure everyone happy,0.9325,Positive
5,huge place stay room big shower good love nice bathtub bed comfortable view great security hotel good friendly staff yummy food money pay hotel worth,0.9849,Positive
4,stayed 16th floor room 3 days october 2017 noise next roomi think wall divided rooms thick silence stayinside bathroom could noise 2 timesanyway good bed mattress good staff read,0.7003,Positive
5,hotel classy definitely beats new hotels town terms service consistency love take care room reservation considered every detail thats requested prior,0.9186,Positive
4,staff interacted extremely professional courteous polite sometimes service lobby bar slower desired food drinks worth waitmy one wish rooms blackout curtains make room darker,0.8548,Positive
4,initially thought hotel simple one first impression last lobby impressive staff cordial prompt could see smiles greet questions entertained immediately room service exceeded expectations downside wish hotel could something soundproofing adjacent rooms couple booked room next one staying could hear every single detail romp since business trip wanted time sleep relaxation pace transactions noise room prevented hope management notices makes adjustments nevertheless overall experience good,0.9698,Positive
3,company uses waterfront almost exclusively save often great experience except last time found lobby unimpressive smells like sewer room attended well employees room immaculate attention even little mango treats pillows,0.8527,Positive
4,everythings great except rooms bit old ambiance remarkable would appreciate could change furniture though spacious rooms appreciate,0.9201,Positive
4,good nice last time go 17 different place place mall different nice place eat history place hope next time go show around ty,0.9186,Positive
5,reservation convenient fast answering queriesit wonderful memorable stay hotel use swimming pool gym spa facilities excellentthis hotel recommendable would like stay vacation cebu city lots koreans foreigners checkingin friends next cebu escapade tour stay first priority choose memorable accommodation thanks waterfront hotel,0.9042,Positive
5,last minute decision enjoyed stay waterfront food great accommodation great service really good fiance liked place first time philippines happy stay,0.97,Positive
4,price room reasonable facility service commendable however room quite cold even though airconditioning switched maybe coming tropical country malaysia find little cold,0.0,Neutral
5,great location hotel would go back anytime cebu definitely feel like star breakfast amazing facilities really good short walk ayala mall good coffee,0.9611,Positive
4,noisy around 2am 5am think loud voices girls guys near room laughing dont know came maybe casino floor staff reception area said room upgraded twin sharing king size bed yup room nice noises quite disturbing tired call experienced two nights also heard staffs talking outside walkway around 5 morning also kind disturbing,0.035,Positive
5,travelling really tend visit places limited time stayed 5 days cebu last 2 nights spent hotel away traffic enjoyed food uno restaurant amenities specially room felt relaxed recharged return manila,0.6808,Positive
4,stay service excellent hotel staff accommodating convenient us convention attended situated hotel food ok hope come back stay,0.8316,Positive
3,comes food tried plated buffet different dates concluded people prefer plated meals limited choices choices menu b food didnt tastes luscious facilities also quite left behind plus imagine hassle caused broken shower bathroom least maintenance activities often applicable,-0.6124,Negative
2,bad time management usually ask guest wait 12 hours checkin time course theyll ask leave exact time checkout never even make apology delay reason cleaning crew couldnt catch demand hotel management anticipated high volume guest,-0.6983,Negative
3,shower drainage working bathroom fixtures need changed think rooms need renovation staff helpful service good overall hotel good rooms thank,0.8779,Positive
5,excellent service particularly front desk commendable staff support personnel although restaurant breakfast bit crowded si understandable due large number guests,0.7717,Positive
4,room always clean beds made everyday kind hot night maybe airconditioning system quite old carpets hallway ate smelly channels cable tv available,0.7269,Positive
5,hotel nice perfect staffs friendlythe room excellent nice decoration foods delicioushope soon stay still samethank,0.9186,Positive
5,wife enjoyed stay good facilities excellent service dinner tim gowan lunch mizu good food reasonable prices able try italian restaurant though buffet breakfast average staff friendly service excellent fast checkin checkout looking forward staying hotel recommend friends business associates swimming pool area needs renovation,0.9758,Positive
5,waterfront hotel stay cebu mactan davao manila 7 times mactan times give upgraded room cost loyal customer girls front desk nice servers restrurant go beyond good servers good food,0.8934,Positive
3,old school type hotel casino shops good large lobby restaurants bar side old hotel rooms old decors old feel scent service improved well,0.802,Positive
4,hotel huge area separated rest city giving space security distance traffic dirt facilities excellent best hotel gym ever seen casino several restaurantsthis clearly hotel would go next time come cebu even though pricy hotels also nice,0.9524,Positive
2,furniture seem old use bright colour furniture brighten roomlighting main switch switch light one one designated switchthe bathroom lighting poor dime especially one bath tub lightsair con noisyread,0.4019,Positive
4,good hotel nice location come back breakfast uno good restaurants better many dishes really good oily cooked pasta acceptable nice pool area,0.9552,Positive
5,ready pack next year found item tucked away bottom case would rate hotel 5 5 everything else perfect look forward using hotel next year plan visit friends,0.8519,Positive
4,reason chose hotel 24h gym attendant makes time workout even tight schedule business trips also gym equipment good condition properly maintained,0.4404,Positive
5,thanks wonderful service wedding prep running smoothly accomodating grant extended familys request rooms floor prompt asking need rooms cleaned,0.8442,Positive
4,hotel great especially located however room already outdated need transfer another room toilet problem ask housekeeping use another vacant room since partner already need use toilet doesnt allow us waited 20mins transfer stomch really sick didnt receive courtsey oroblem ask late check prior arrival received email granted additional charge reception still charged us lco,-0.3937,Negative
4,hotel offers wide range facilities conveniently located appreciated free shuttle services ayala sm malls guest room clean looking tired almost time refurbishment,0.7506,Positive
1,left side reception bellboy asked mobile load card sold teach measking say e load gat angryi said loud voice teach 2flowest hotel quality education staff,0.0,Neutral
4,cebu 4 times year business always stay waterfront conveniently located welcome lovely staff especially lounge waitresses greeters concierge laundry housekeeping never given reason look elsewhere thanks,0.8658,Positive
5,first time enter waterfront hotel place conducted training basa pilipinas first class hotel nice room delicious food cafeteria nice stay perfect place diversion due casino within nice place family bonding strategic location good venue seminars,0.9565,Positive
5,room service excellent room service breakfast taste better breakfast buffet hotel staffs friendly courteous place convenient want eat go mall overall place come whenever cebu,0.9246,Positive
4,hotel totally goodbut room cold air conditioner always worktrouble restaurants food great casino funfront staff concierge really kindnessread,0.6249,Positive
4,everything went well except time asked requested chair use make session wedding staff wasnt able help us saying chair let us use,-0.0408,Negative
5,great great experience stay hotelkeep excellent job maintain reputation clients entire country company really great help local clients well international clients always patronize superb hospitality,0.978,Positive
3,hotel staff great much better years back issue hotel guests koreans either side loud drunk rowdy early hours morning complained twice reception 12am crowd brought lot working girls hotel impressed familygreat hotel great staff sure back given guests frequent hotel cheapen overall image,0.9081,Positive
4,overall hotel good specially room service housekeeping front servicebut bell concierge average still recommend hotel officemate friends please improve services baggage concierge specually boys,0.9136,Positive
4,booked small room unfortunately gf oked two single beds unfortunately tried sleep single made uncomfortable bad sleep stayed big bed comfortable hotel always clean service great tip gf wants sleep single beds going provide good rest,0.4767,Positive
5,nice stay hotel breakfast great wifi connection always available allows communicate anytime hotel sorrounded kind personnel especially front desk,0.8834,Positive
1,used one favorite hotels cebu pathetic looks like someone lot cost cutting lowering quality standards request multiple times get bedroom slippers bathrobe standard room toiletries low quality quality breakfast deplorable never stay,-0.4215,Negative
5,nice hotelnot like parkmall stylethey care guest vip alot moneyhad nice trip clean peace near big street everything donegood place stay,0.9628,Positive
5,excellent place stay would like see little frequent shuttle service happy service staff front desk especially excellent restaurants good selection service would highly recommend,0.9615,Positive
4,stay waterfront everytime im cebu closest hotel park wanted walk work overall guys well though afis washroom better maintained cleanliness flush leaking water safety deposit box already low batt input code several times work also car airport hotel transfer fumes coming outside vehicles told driver check vents closed smell fumes outside still crept inside love gym food service,0.8658,Positive
4,enjoyed stay waterfront cebu hotel great place offers clean rooms great ambiance manned friendly staff definitely would want stay next trip cebu city,0.9657,Positive
3,big stain pillow stared back pluffing pillow wonder staff see stain chose ignore ittowels expected hotel like almost tattered sorry say try hotels cebu maybe better towels staff,0.4364,Positive
4,enjoyed short stay hotel staff helpful location great though room bit outdated served purpose liked several restaurants inside premise food good service topnotch,0.9423,Positive
2,hotels reception lobby quite good kind smell across lobby unpleasantsomeone surely smoking room due smoke smell despite smoking rooms,0.8742,Positive
5,great hotel outstanding amenities staff accommodating needs although restaurant bit pricey id still recommend hotel dont mind staying,0.891,Positive
3,water front hotel close ayala center also good room price inexpensive employees front friendly park front hotel looked dirty room soso dont know dont use services,0.4939,Positive
5,welcoming cheerful stuff great value money deluxe room city view fruit platter recommended room service good breakfast buffet 500 pesos per person large varietybriefly recommended,0.9545,Positive
2,casino poor tables poker even post announcement poker went nothing restaurants overpriced way set minibar trick waters small water outside 15 pesos charged us 135 pesos told manager pretty cold rude nice pool lobby gardens etc hospitable,-0.25,Negative
5,accessible convenient rooms nice staff friendly would highly recommend hotel breakfast buffet sumptous presence duty free added class surely,0.9324,Positive
5,excellent hotel relaxing stay showing age love character staff wonderful ambasador suite view beautiful room clean comfy bed breakfast bonus lots choices yum ended eating muchwell definitely back,0.981,Positive
3,hotel never changed several years always poor wifi rooms plumbing bathroom old weak shower rest rooms ok breakfast buffet good dinner italian restaurant la gondola one 4 restaurants hotel food ok illegal practices ordered bottle wine us 28 menu waiter told price us 31 point price menu 28 must respect without success ask speak supervisor also confirmed price indicated menu correct surprise tell illegal respect price indicated didnt change mind complained immediately reception hotel sends manager apologized nothing correct situation resigned drinking water since mad wonder many prices menu respected many customers got screwed shame hotel tolerate illegal practice la gondola avoid unless want get ripped,-0.8481,Negative
5,chose bring family let stay waterfront previous experiences superb fortuna cafe casino room everything fantastic offer good customer service awesome accommodation everytime family visits cebu waterfront always top list theyre happy happy see happy,0.981,Positive
5,family came cebu way bohol celebrate dads birthday kids love place pool parents enjoyed gym good facilities huge room family 6,0.9468,Positive
5,middle 8 week stay work location hotel short taxi shopping restaurants rooms clean working park 10 minute walk staff makes hotel meet difference good great came without family welcomed housekeeping goes way service room night sleep day room service especially vic arnold truly take care guests thank taking towner treating like family,0.9585,Positive
3,stayed 2 weeks business suite large bedroom living room hotel central park handy pool area good pizzas great patch cebu marriott acceptable hotel stay inread,0.8519,Positive
3,beds small rooms clean well bathrooms personnel nice security good since even guest go using elevators hotels security access floor assigned,0.9231,Positive
5,waterfront heart city excellent location casino property several restaurants try tin gow checked authentic chinese dishes duty free shop favorite gym pool rooms kinda needing renovation still well kept,0.9022,Positive
5,service exelent team employees courtious polite clean exelent food restaurants improve room sevice food exelent needs selection portion little improvement good,0.8729,Positive
3,near park ayala center poor great 6th floor outside window many ventilation fan make many noisy couldnt sleep well good,-0.1581,Negative
3,waterfront hotel high quality place actually dont need lots services misschoose hotel hotel good correct thanks services ah therere 1 dissapoint thing lounge service slow isnt good,0.8271,Positive
5,access entrance inviting lobby huge elegant room clean breakfast quality variety well organized cant get bored attendants door open doors perfect timing,0.9443,Positive
3,spent 2 nights hotel inhouse convention needless say convenient upgraded junior suite didnt mind suite farthest room floor problem encountered air con vent wasnt operable bedroom part leave door open let air room living room air con vent asked housekeeping check engineering check theres something amiss never got back bad great,0.6187,Positive
5,stayed 2 sisters 2 nights happy stay clean quiet staff nice helpful ill come back stay hotel nothing complain,0.8836,Positive
5,boyfriend last june cebu food expo really amazed hotel spacious superior lobby rooms quite big enough us run play haha 5 5 recommended lots money hand haha,0.9612,Positive
4,afternoon coffee break lobby lounge one noticed catch attention however service friendly genuine thumbs cheesecake taste istanbul amazing,0.7964,Positive
5,place superbgreat place worth price clean staff friendly accommodations amenities hotel quite excellent never fails appease relatives friends,0.94,Positive
5,known nice ambiance extravagant interior cool amenities set ahead everyone world class customer service staffs trained always smile helpful accommodating really great time,0.9299,Positive
5,good location scheduled shuttle service shopping mallsmany topnotch eating options within hotelclose proximity numerous outside restaurantsterrific swimming pool adults childrenread,0.4404,Positive
4,first visit philippines 4 year old son could spend comfortablyhowever owing casino worried night livelyconvenience high,-0.296,Negative
2,front desk staff poor attitude hotel smell unpleasant charge snacks waiter said eat negotiations although confiscated bad impression feel hotel come,-0.8316,Negative
4,one grooms man friend wedding held reception including ceremony hotel ace ceremony held nice background really like real falls love designed place buffet artic 1 place nice food delicious,0.9612,Positive
4,food wise delicious swimming pool needs clean maintain well room attendant room service good place accessible definitely recommend hotel friends relatives,0.9674,Positive
4,stayed several times seeing improvement customer service keep room big clean bathroom looks old food uno restaurant good another improvement hotel comes pool gym great aircon rooms arent cold especially afternoon ok evening major issue taxi certain hours wait timeoverall worth staying,0.9647,Positive
4,good experience service everything good hotel clean everything clean organized staffs friendly accommodating good hotel stay cebu,0.946,Positive
5,hotel super great includes meals specially breakfast duty free philippines casino add hotel made fun exciting every year 10 years already say excellent ever,0.9702,Positive
4,standard hotel room stayed safety deposit unlike hotels location quite far cebu shoping center good stay hotel attending convention haotel venue,0.6908,Positive
5,located center cebu city clean good breakfast selections courteous staff getting taxi hotel easy minimal waiting time flat iron ironing board room would helpful though,0.9274,Positive
4,good place comfortablenice view roomhotels staff kindly goodbut taxi driver good theredidnt use meterwhy bad taxi driver therel hope hotels staff check morethanks everything,0.8126,Positive
5,excellent hotel staff congratulated great food clean rooms security great restaurants excellent thanks much general manager mr anders halldn excellent hospitality looked us cebu,0.9805,Positive
4,stayed waterfront 2 weekends straight first sisters wedding stayed junior suite loved following weekend stayed watch queen pageant room deluxe suite unfortunately experience less perfect airconditioning broken room hot tried maintenance people fix improvement,0.7888,Positive
4,bad overall bathroom shower could renovated room decor could updated wellfor families young children facilities limited pool area would great play area kids theres plenty singles couples facilities ie lots fitness lounge area function rooms,0.4939,Positive
5,people front desk friendly approachable even give free room upgrade really amazing big luxurious room thank management waterfront cebu city highly recommended,0.9347,Positive
4,stayed four nights good location good food reasonable prices pleasant friendly staff nice restaurants within complex shops think hotel could upgrade certain parts detract enjoyable stay would stay definitely,0.9674,Positive
5,extreme pleasure stay waterfront cebu city hotel ambassador suites perfect name says excellent ambiance helpful staff sure recommend friends visit,0.9674,Positive
4,upgraded junior suite ambassador room nice huge clean youre type needs flat screen tv youll disappointed suite one overall comfortable stay service point airport pick check wished security room floors anyone could literally take lift without restriction,0.8811,Positive
3,problem shower drainage system glad plumber handled problem smoothly even though bad experience still grateful enough crew handled problem,-0.6808,Negative
4,stayed family 5th july till 8th july took 2 rooms rooms clean toilets old breakfast buffet excellent plenty choices staff front desk courteous helpful free shuttle going malls well visit hotel future,0.9509,Positive
4,nice stay trouble whatsoever check check staff friendlyrooms basic amenities nice clean maintained though may need spruced quite dated good location business park area offer free buffet breakfast good enough selection,0.9355,Positive
3,automatic check system especially trying catch flight check lady friendly expected quite rude fact room average bathroom quite small tight spaced,-0.024,Negative
4,stayed waterfront several times always found good value money room good clean buffet breakfast also good continue use hotel visiting cebu,0.9153,Positive
4,great hotel great staffs nice pool like fact theres duty free vectoria secret store inside hotel unfortunately didnt time go inside casino hotel highly recommended everyone,0.9476,Positive
3,hotel strategically located near park held conference service good facilities starting show wear tear buffet breakfast uno paled comparison hotels given price breads horrible least 3 days old hot dishes par well hotels less expensive hotel dedicated server refill coffee water,0.5,Positive
3,kailangan ba talagang every pag akyat ng room mo may mag haharang sau elevator na need registered dawnakaka insult ano akala lahat na lng ba ng babae dyan na pumapasok sa hotel na yan mga babayarin babae hay nko every time nalang,-0.5106,Negative
5,great stay usual waterfront hotel goto hotel cebu location good excellent breakfast spread check check hassle free staff always ready help carry lot boxes trip accommodating requests granted except higherfloorroom normally get higher floor room trip unfortunately still great stay,0.9716,Positive
4,lobby really nice rooms quiet spacious clean breakfast options good nice spacious breakfast area staff accommodating lastly hotel quite near cebu business center strategic hotel stay youre business trip cebu,0.8976,Positive
4,hotel absolutely brilliant staff friendly helpful hotel desirable location hotel facilities good give 4 stars found mini bar room service expensive,0.9388,Positive
5,hotel one best area security excellent felt safe home would definite recommend hotel anyone area hotel staff excellent handle everything perfect need motel hotels like area,0.9792,Positive
