Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
martin m,Feb 2018,4.0 of 5 bubbles,😊,Parklane is a great hotel thats why its my first choice when i go to the Philippines staff our very polite and accommodating. Good location not far from the mall and the buffet breakfast is spot on can't go wrong here.,December 2017,NA
TravellingBearCebu,Jan 2018,5.0 of 5 bubbles,Great location in Cebu,This is a good Hotel if you like all the bells and whistles. Price is good for a mid-range mes.Hotel. Location is excellent. Staff and facilities good. Good for business and tourism. Have used it many times,September 2017,NA
JYao55,Jan 2018,4.0 of 5 bubbles,Excellent location,"I usually try to stay in this area as it's near a mall and the places I have to go to for my meetings. First time for me to try this hotel. Lobby is wide and has a nice area for afternoon merienda/tea. Breakfast buffet is adequate and the wait staff is super helpful I must say.The rooms are spacious though I would have preferred the colors to be of a lighter hue but no complaints. Toiletries were adequate . Air con gets cold in the mornings and wifi disappears every now and then.But good location, good value and good staff. All in all, a nice hotel.",January 2018,NA
vyktorspade,Jan 2018,5.0 of 5 bubbles,Across the mall and breakfast was excellent,"I was here last Sept 2017. It was my first time to stay in a hotel inside the city center. I usually stay in Mandaue. I like the history of this hotel, It was a business trip, so I didn't have time to go around, but the decors, wall murals and paintings of the hotel, gave me the tourist feel. The variety of the breakfast buffet is commendable as they try to serve both international taste and sample the local cuisine.",September 2017,NA
LadyAmour,Jan 2018,4.0 of 5 bubbles,"Perfect Room, Helpful Staff","Although I came across some negative reviews about this hotel, I still felt that I would like it, similar to what I experienced with other hotels with negative reviews. And I was right! The room was perfect. It was clean and elegant. And there were many mirrors, which I liked very much!  The room was on the 5th floor and we were not bothered by the street noise. The beds were comfortable. The bathroom was perfect!  The staff were friendly and accommodating.  They were very quick in responding to our requests. The hotel guard was just as helpful. Check-in and check-out were quick and hassle-free.  I would love going back to this hotel!",December 2017,NA
sumitvjti,Apr 2017,4.0 of 5 bubbles,Good hotel to stay,Hotel is in central location with good ambience. Staff is friendly and food is good.Inside there is Manuel's restaurant which have Shrimp mango salad which is extremely yummy. Must try for shrimp lovers. It's in small quantity though.Only disadvantage is it's covered with buildings so no greenery view.,April 2017,NA
Badoy Mira,Apr 2017,5.0 of 5 bubbles,My second home,"I come here almost everyday. I enroll on their gym/pool membership. Friendly staff, very accomodating. The owners of the hotel are very friendly. Their facilities are well maintained. I especially like their merienda buffet, its worth the price.",April 2017,NA
Juan Carlos d,Apr 2017,3.0 of 5 bubbles,Business Hotel with pluses and cons,"The hotel covers most needs from a business situation - convention rooms, breakfast buffet, proximity to mall and commercial area, options for pool and gym - but misses on certain comforts for a relaxed stay - slow and few elevators, lack of soundproofing in rooms (you can hear water fixtures and noice from adjacent rooms), and lack of food variety (although most food was well cooked). The staff is accommoating and friendly but sometimes overwhelmed by the large number of guests. The hotel has much room for improvement and potential for being better.",April 2017,NA
coachlarryharmon,Apr 2017,5.0 of 5 bubbles,Great stay when my house had 12 hour brownout scheduled,"Stayed for 1 night only since the house I live in, in Mactan, had 12 hour schedule electricity outage(brownout). We got there at 930 AM, since our brownout started at 630 AM. They allowed us to checkin early.  AWESOME!My 3 and 5 year old used their pool 30 minutes after we checked in and enjoyed every minute. In the morning they took a bath in a very well maintained bathtub, Spent 1 hour in, didn't want to get out. The beds and pillows were top notch. We all slept great! Entire staff were awesome! It was like we had a great holiday and not just staying somewhere due to a brownout.",April 2017,NA
jmo,Apr 2017,4.0 of 5 bubbles,Recommendable hotel near Ayala,"A very nice hotel with walking distance to Ayala mall. Rooms are clean. Service great. I liked the pool area (pool big enough to swim in ) but if I dont remember wrong, the pool area is partly in the shadow after lunch. This is a hotel I want to return to",July 2016,NA
Foysal M,Apr 2017,5.0 of 5 bubbles,Great stay,I really liked this hotel. I stayed here and Golden prince hotel as i came to cebu on 2 occassions. I prefer this hotel because its more spacious and has a pool. There is also a sauna in the gym/pool area which was great (you could also have a sauna by stepping outside). The location is great for Ayala mall and you will need to cross 2 busy roads. The taxi's are metered and cheap compared to UK. You could also get a habalhabal bike to take you to skim past the horrendous traffic. The traffic is really bad and took us about 50minutes to get to airport. CHEAP FORM OF TRANSPORT - i found that theres many Jeepneys with numbers on them which go a certain route the drivers are very helpful and will tell you where they go it is also written in graffitti on a jeepney. You may get squashed with lots of people but i found it a good experience the cost is 7peso-10peso one way. You can work out how cheap that is..Read more,March 2017,NA
Norwin Detalla,Mar 2017,5.0 of 5 bubbles,Excellent service.,"Aside from having an excellent service, I love the hotel's location, it's just 200 meters away from Cebu Business Park and Ayala Mall.Though my hotel room is not that big,I still love the mountain view it offers.",February 2017,NA
Apple.Xian2012,Mar 2017,5.0 of 5 bubbles,5star facilities,I visited Parklane quite few times for business meetings and for the gym facility. The lobby is very nice. The gym is equipped with all high-tech fitness equipments. The fitness attendants and instructor are very warm and friendly.,October 2016,NA
sumitvjti,Apr 2017,4.0 of 5 bubbles,Good hotel to stay,Hotel is in central location with good ambience. Staff is friendly and food is good.Inside there is Manuel's restaurant which have Shrimp mango salad which is extremely yummy. Must try for shrimp lovers. It's in small quantity though.Only disadvantage is it's covered with buildings so no greenery view.,April 2017,NA
Badoy Mira,Apr 2017,5.0 of 5 bubbles,My second home,"I come here almost everyday. I enroll on their gym/pool membership. Friendly staff, very accomodating. The owners of the hotel are very friendly. Their facilities are well maintained. I especially like their merienda buffet, its worth the price.",April 2017,NA
Juan Carlos d,Apr 2017,3.0 of 5 bubbles,Business Hotel with pluses and cons,"The hotel covers most needs from a business situation - convention rooms, breakfast buffet, proximity to mall and commercial area, options for pool and gym - but misses on certain comforts for a relaxed stay - slow and few elevators, lack of soundproofing in rooms (you can hear water fixtures and noice from adjacent rooms), and lack of food variety (although most food was well cooked). The staff is accommoating and friendly but sometimes overwhelmed by the large number of guests. The hotel has much room for improvement and potential for being better.",April 2017,NA
coachlarryharmon,Apr 2017,5.0 of 5 bubbles,Great stay when my house had 12 hour brownout scheduled,"Stayed for 1 night only since the house I live in, in Mactan, had 12 hour schedule electricity outage(brownout). We got there at 930 AM, since our brownout started at 630 AM. They allowed us to checkin early.  AWESOME!My 3 and 5 year old used their pool 30 minutes after we checked in and enjoyed every minute. In the morning they took a bath in a very well maintained bathtub, Spent 1 hour in, didn't want to get out. The beds and pillows were top notch. We all slept great! Entire staff were awesome! It was like we had a great holiday and not just staying somewhere due to a brownout.",April 2017,NA
jmo,Apr 2017,4.0 of 5 bubbles,Recommendable hotel near Ayala,"A very nice hotel with walking distance to Ayala mall. Rooms are clean. Service great. I liked the pool area (pool big enough to swim in ) but if I dont remember wrong, the pool area is partly in the shadow after lunch. This is a hotel I want to return to",July 2016,NA
Foysal M,Apr 2017,5.0 of 5 bubbles,Great stay,I really liked this hotel. I stayed here and Golden prince hotel as i came to cebu on 2 occassions. I prefer this hotel because its more spacious and has a pool. There is also a sauna in the gym/pool area which was great (you could also have a sauna by stepping outside). The location is great for Ayala mall and you will need to cross 2 busy roads. The taxi's are metered and cheap compared to UK. You could also get a habalhabal bike to take you to skim past the horrendous traffic. The traffic is really bad and took us about 50minutes to get to airport. CHEAP FORM OF TRANSPORT - i found that theres many Jeepneys with numbers on them which go a certain route the drivers are very helpful and will tell you where they go it is also written in graffitti on a jeepney. You may get squashed with lots of people but i found it a good experience the cost is 7peso-10peso one way. You can work out how cheap that is..Read more,March 2017,NA
Norwin Detalla,Mar 2017,5.0 of 5 bubbles,Excellent service.,"Aside from having an excellent service, I love the hotel's location, it's just 200 meters away from Cebu Business Park and Ayala Mall.Though my hotel room is not that big,I still love the mountain view it offers.",February 2017,NA
Apple.Xian2012,Mar 2017,5.0 of 5 bubbles,5star facilities,I visited Parklane quite few times for business meetings and for the gym facility. The lobby is very nice. The gym is equipped with all high-tech fitness equipments. The fitness attendants and instructor are very warm and friendly.,October 2016,NA
JESSICAhBCN,Feb 2017,4.0 of 5 bubbles,"GOOD, BUT LITTLE THING TO IMPROVE","We have been here recentely twice and the first time the room was big, with enough space in a high floor, the second time we have payed the same room type but they gave us a smaller room, without much space. But anyway it wasnot very important for us. The room are not bad, maybe the furniture is a bit old and the toilette is very old too, but the hot watter worked very well :). We had a bad experience with the RESERVATIONS department because both time we have been there they coulnd't find our booking, so we had to wait for a while before to get our room... of course we were tired and we just wanted to do the check in... about the cleaning services they did not gave us more shampoo and coffee for example, those are little details that a **** Hotel shouldn't miss... thats it. But good for a short stay... PDTA: The staff from the security were very nice people and helpful!",February 2017,NA
Kimdelro,Feb 2017,3.0 of 5 bubbles,Modest but location is good,"Its a bit pricey for the room type but it is clean, spacious and comfortable. I like the pillows in the room, they have those orthopedic shaped pillows. Toiletries were entry level. Location was very good tho there are a lot of restaurants near the vicinity, massage place at the front was good too after a long day. Check in was a breeze despite hotel being busy, concierge and lobby service was very accommodating. What i liked most about this hotel was the breakfast. Selection was wide and they served both international and their local delicacies. I would recommend a stay in this hotel.",January 2017,NA
HJ DB,Feb 2017,4.0 of 5 bubbles,if i dont have choice,"Because quest hotel is fully booked, parklane will be my next choice. What made it second choice because of their service. Its not consistent and standardized. Just like the rooms are not yet ready at 3pm for check-in. Around midnight we had hard time to reach staff over the phone.",February 2017,NA
Aculeus,Jan 2017,3.0 of 5 bubbles,Good location and good food,This is a nice hotel within walking distance from Ayala Center Cebu. The bathrooms are a bit dated but the rooms are cozy. Wifi can get a bit spotty in the rooms. The food is good and the staff is very attentive and helpful.,January 2017,NA
ChiOcampo,Jan 2017,4.0 of 5 bubbles,Nice and Quiet,"Our company usually books rooms from this hotel whenever we visit Cebu. It may not be a 5-star hotel but I am pleased with how the rooms are being kept clean and maintained. Breakfast buffet is also nice, even if there are only a few choices. Stay away from the smoking rooms, because the smell of cigs are awful. Nice gym facilities and pool area.",November 2016,NA
Irene P,Jan 2017,4.0 of 5 bubbles,Above average,"I've been in this hotel back in 2013. Now the rooms are better, cleaner and upgraded, but the breakfast became worse. I liked the gym, but it is relatively small. The pool is tiny, but good enough for children. There are many tourists, mostly, the Philippino. The restaurants are bit pricy.Read more",January 2017,NA
Maresa M,Jan 2017,5.0 of 5 bubbles,Nice,I believe some websites say 3/5 and 4/5. I will stick with 4/5. The hotel staff are friendly and they assure you understand what you are paying for and they always accommodate your needs. One of the main malls is located just across the street so it is convenient to stay here. Just becareful crossing the street!!,May 2016,NA
mark g,Jan 2017,4.0 of 5 bubbles,Nice Hotel,"Hotel is close to Ayala shopping mall, supermarket and center, breakfast is very tasty and many choises, room was clean and comfortable, staff very helpful and friendly, also nice food in the resturant",December 2016,NA
JESSICAhBCN,Feb 2017,4.0 of 5 bubbles,"GOOD, BUT LITTLE THING TO IMPROVE","We have been here recentely twice and the first time the room was big, with enough space in a high floor, the second time we have payed the same room type but they gave us a smaller room, without much space. But anyway it wasnot very important for us. The room are not bad, maybe the furniture is a bit old and the toilette is very old too, but the hot watter worked very well :). We had a bad experience with the RESERVATIONS department because both time we have been there they coulnd't find our booking, so we had to wait for a while before to get our room... of course we were tired and we just wanted to do the check in... about the cleaning services they did not gave us more shampoo and coffee for example, those are little details that a **** Hotel shouldn't miss... thats it. But good for a short stay... PDTA: The staff from the security were very nice people and helpful!",February 2017,NA
Kimdelro,Feb 2017,3.0 of 5 bubbles,Modest but location is good,"Its a bit pricey for the room type but it is clean, spacious and comfortable. I like the pillows in the room, they have those orthopedic shaped pillows. Toiletries were entry level. Location was very good tho there are a lot of restaurants near the vicinity, massage place at the front was good too after a long day. Check in was a breeze despite hotel being busy, concierge and lobby service was very accommodating. What i liked most about this hotel was the breakfast. Selection was wide and they served both international and their local delicacies. I would recommend a stay in this hotel.",January 2017,NA
HJ DB,Feb 2017,4.0 of 5 bubbles,if i dont have choice,"Because quest hotel is fully booked, parklane will be my next choice. What made it second choice because of their service. Its not consistent and standardized. Just like the rooms are not yet ready at 3pm for check-in. Around midnight we had hard time to reach staff over the phone.",February 2017,NA
Aculeus,Jan 2017,3.0 of 5 bubbles,Good location and good food,This is a nice hotel within walking distance from Ayala Center Cebu. The bathrooms are a bit dated but the rooms are cozy. Wifi can get a bit spotty in the rooms. The food is good and the staff is very attentive and helpful.,January 2017,NA
ChiOcampo,Jan 2017,4.0 of 5 bubbles,Nice and Quiet,"Our company usually books rooms from this hotel whenever we visit Cebu. It may not be a 5-star hotel but I am pleased with how the rooms are being kept clean and maintained. Breakfast buffet is also nice, even if there are only a few choices. Stay away from the smoking rooms, because the smell of cigs are awful. Nice gym facilities and pool area.",November 2016,NA
Irene P,Jan 2017,4.0 of 5 bubbles,Above average,"I've been in this hotel back in 2013. Now the rooms are better, cleaner and upgraded, but the breakfast became worse. I liked the gym, but it is relatively small. The pool is tiny, but good enough for children. There are many tourists, mostly, the Philippino. The restaurants are bit pricy.Read more",January 2017,NA
Maresa M,Jan 2017,5.0 of 5 bubbles,Nice,I believe some websites say 3/5 and 4/5. I will stick with 4/5. The hotel staff are friendly and they assure you understand what you are paying for and they always accommodate your needs. One of the main malls is located just across the street so it is convenient to stay here. Just becareful crossing the street!!,May 2016,NA
mark g,Jan 2017,4.0 of 5 bubbles,Nice Hotel,"Hotel is close to Ayala shopping mall, supermarket and center, breakfast is very tasty and many choises, room was clean and comfortable, staff very helpful and friendly, also nice food in the resturant",December 2016,NA
JESSICAhBCN,Feb 2017,4.0 of 5 bubbles,"GOOD, BUT LITTLE THING TO IMPROVE","We have been here recentely twice and the first time the room was big, with enough space in a high floor, the second time we have payed the same room type but they gave us a smaller room, without much space. But anyway it wasnot very important for us. The room are not bad, maybe the furniture is a bit old and the toilette is very old too, but the hot watter worked very well :). We had a bad experience with the RESERVATIONS department because both time we have been there they coulnd't find our booking, so we had to wait for a while before to get our room... of course we were tired and we just wanted to do the check in... about the cleaning services they did not gave us more shampoo and coffee for example, those are little details that a **** Hotel shouldn't miss... thats it. But good for a short stay... PDTA: The staff from the security were very nice people and helpful!",February 2017,NA
Kimdelro,Feb 2017,3.0 of 5 bubbles,Modest but location is good,"Its a bit pricey for the room type but it is clean, spacious and comfortable. I like the pillows in the room, they have those orthopedic shaped pillows. Toiletries were entry level. Location was very good tho there are a lot of restaurants near the vicinity, massage place at the front was good too after a long day. Check in was a breeze despite hotel being busy, concierge and lobby service was very accommodating. What i liked most about this hotel was the breakfast. Selection was wide and they served both international and their local delicacies. I would recommend a stay in this hotel.",January 2017,NA
HJ DB,Feb 2017,4.0 of 5 bubbles,if i dont have choice,"Because quest hotel is fully booked, parklane will be my next choice. What made it second choice because of their service. Its not consistent and standardized. Just like the rooms are not yet ready at 3pm for check-in. Around midnight we had hard time to reach staff over the phone.",February 2017,NA
Aculeus,Jan 2017,3.0 of 5 bubbles,Good location and good food,This is a nice hotel within walking distance from Ayala Center Cebu. The bathrooms are a bit dated but the rooms are cozy. Wifi can get a bit spotty in the rooms. The food is good and the staff is very attentive and helpful.,January 2017,NA
ChiOcampo,Jan 2017,4.0 of 5 bubbles,Nice and Quiet,"Our company usually books rooms from this hotel whenever we visit Cebu. It may not be a 5-star hotel but I am pleased with how the rooms are being kept clean and maintained. Breakfast buffet is also nice, even if there are only a few choices. Stay away from the smoking rooms, because the smell of cigs are awful. Nice gym facilities and pool area.",November 2016,NA
Irene P,Jan 2017,4.0 of 5 bubbles,Above average,"I've been in this hotel back in 2013. Now the rooms are better, cleaner and upgraded, but the breakfast became worse. I liked the gym, but it is relatively small. The pool is tiny, but good enough for children. There are many tourists, mostly, the Philippino. The restaurants are bit pricy.Read more",January 2017,NA
Maresa M,Jan 2017,5.0 of 5 bubbles,Nice,I believe some websites say 3/5 and 4/5. I will stick with 4/5. The hotel staff are friendly and they assure you understand what you are paying for and they always accommodate your needs. One of the main malls is located just across the street so it is convenient to stay here. Just becareful crossing the street!!,May 2016,NA
mark g,Jan 2017,4.0 of 5 bubbles,Nice Hotel,"Hotel is close to Ayala shopping mall, supermarket and center, breakfast is very tasty and many choises, room was clean and comfortable, staff very helpful and friendly, also nice food in the resturant",December 2016,NA
JESSICAhBCN,Feb 2017,4.0 of 5 bubbles,"GOOD, BUT LITTLE THING TO IMPROVE","We have been here recentely twice and the first time the room was big, with enough space in a high floor, the second time we have payed the same room type but they gave us a smaller room, without much space. But anyway it wasnot very important for us. The room are not bad, maybe the furniture is a bit old and the toilette is very old too, but the hot watter worked very well :). We had a bad experience with the RESERVATIONS department because both time we have been there they coulnd't find our booking, so we had to wait for a while before to get our room... of course we were tired and we just wanted to do the check in... about the cleaning services they did not gave us more shampoo and coffee for example, those are little details that a **** Hotel shouldn't miss... thats it. But good for a short stay... PDTA: The staff from the security were very nice people and helpful!",February 2017,NA
Kimdelro,Feb 2017,3.0 of 5 bubbles,Modest but location is good,"Its a bit pricey for the room type but it is clean, spacious and comfortable. I like the pillows in the room, they have those orthopedic shaped pillows. Toiletries were entry level. Location was very good tho there are a lot of restaurants near the vicinity, massage place at the front was good too after a long day. Check in was a breeze despite hotel being busy, concierge and lobby service was very accommodating. What i liked most about this hotel was the breakfast. Selection was wide and they served both international and their local delicacies. I would recommend a stay in this hotel.",January 2017,NA
HJ DB,Feb 2017,4.0 of 5 bubbles,if i dont have choice,"Because quest hotel is fully booked, parklane will be my next choice. What made it second choice because of their service. Its not consistent and standardized. Just like the rooms are not yet ready at 3pm for check-in. Around midnight we had hard time to reach staff over the phone.",February 2017,NA
Aculeus,Jan 2017,3.0 of 5 bubbles,Good location and good food,This is a nice hotel within walking distance from Ayala Center Cebu. The bathrooms are a bit dated but the rooms are cozy. Wifi can get a bit spotty in the rooms. The food is good and the staff is very attentive and helpful.,January 2017,NA
ChiOcampo,Jan 2017,4.0 of 5 bubbles,Nice and Quiet,"Our company usually books rooms from this hotel whenever we visit Cebu. It may not be a 5-star hotel but I am pleased with how the rooms are being kept clean and maintained. Breakfast buffet is also nice, even if there are only a few choices. Stay away from the smoking rooms, because the smell of cigs are awful. Nice gym facilities and pool area.",November 2016,NA
Irene P,Jan 2017,4.0 of 5 bubbles,Above average,"I've been in this hotel back in 2013. Now the rooms are better, cleaner and upgraded, but the breakfast became worse. I liked the gym, but it is relatively small. The pool is tiny, but good enough for children. There are many tourists, mostly, the Philippino. The restaurants are bit pricy.Read more",January 2017,NA
Maresa M,Jan 2017,5.0 of 5 bubbles,Nice,I believe some websites say 3/5 and 4/5. I will stick with 4/5. The hotel staff are friendly and they assure you understand what you are paying for and they always accommodate your needs. One of the main malls is located just across the street so it is convenient to stay here. Just becareful crossing the street!!,May 2016,NA
mark g,Jan 2017,4.0 of 5 bubbles,Nice Hotel,"Hotel is close to Ayala shopping mall, supermarket and center, breakfast is very tasty and many choises, room was clean and comfortable, staff very helpful and friendly, also nice food in the resturant",December 2016,NA
JESSICAhBCN,Feb 2017,4.0 of 5 bubbles,"GOOD, BUT LITTLE THING TO IMPROVE","We have been here recentely twice and the first time the room was big, with enough space in a high floor, the second time we have payed the same room type but they gave us a smaller room, without much space. But anyway it wasnot very important for us. The room are not bad, maybe the furniture is a bit old and the toilette is very old too, but the hot watter worked very well :). We had a bad experience with the RESERVATIONS department because both time we have been there they coulnd't find our booking, so we had to wait for a while before to get our room... of course we were tired and we just wanted to do the check in... about the cleaning services they did not gave us more shampoo and coffee for example, those are little details that a **** Hotel shouldn't miss... thats it. But good for a short stay... PDTA: The staff from the security were very nice people and helpful!",February 2017,NA
Kimdelro,Feb 2017,3.0 of 5 bubbles,Modest but location is good,"Its a bit pricey for the room type but it is clean, spacious and comfortable. I like the pillows in the room, they have those orthopedic shaped pillows. Toiletries were entry level. Location was very good tho there are a lot of restaurants near the vicinity, massage place at the front was good too after a long day. Check in was a breeze despite hotel being busy, concierge and lobby service was very accommodating. What i liked most about this hotel was the breakfast. Selection was wide and they served both international and their local delicacies. I would recommend a stay in this hotel.",January 2017,NA
HJ DB,Feb 2017,4.0 of 5 bubbles,if i dont have choice,"Because quest hotel is fully booked, parklane will be my next choice. What made it second choice because of their service. Its not consistent and standardized. Just like the rooms are not yet ready at 3pm for check-in. Around midnight we had hard time to reach staff over the phone.",February 2017,NA
Aculeus,Jan 2017,3.0 of 5 bubbles,Good location and good food,This is a nice hotel within walking distance from Ayala Center Cebu. The bathrooms are a bit dated but the rooms are cozy. Wifi can get a bit spotty in the rooms. The food is good and the staff is very attentive and helpful.,January 2017,NA
ChiOcampo,Jan 2017,4.0 of 5 bubbles,Nice and Quiet,"Our company usually books rooms from this hotel whenever we visit Cebu. It may not be a 5-star hotel but I am pleased with how the rooms are being kept clean and maintained. Breakfast buffet is also nice, even if there are only a few choices. Stay away from the smoking rooms, because the smell of cigs are awful. Nice gym facilities and pool area.",November 2016,NA
Irene P,Jan 2017,4.0 of 5 bubbles,Above average,"I've been in this hotel back in 2013. Now the rooms are better, cleaner and upgraded, but the breakfast became worse. I liked the gym, but it is relatively small. The pool is tiny, but good enough for children. There are many tourists, mostly, the Philippino. The restaurants are bit pricy.Read more",January 2017,NA
Maresa M,Jan 2017,5.0 of 5 bubbles,Nice,I believe some websites say 3/5 and 4/5. I will stick with 4/5. The hotel staff are friendly and they assure you understand what you are paying for and they always accommodate your needs. One of the main malls is located just across the street so it is convenient to stay here. Just becareful crossing the street!!,May 2016,NA
mark g,Jan 2017,4.0 of 5 bubbles,Nice Hotel,"Hotel is close to Ayala shopping mall, supermarket and center, breakfast is very tasty and many choises, room was clean and comfortable, staff very helpful and friendly, also nice food in the resturant",December 2016,NA
JESSICAhBCN,Feb 2017,4.0 of 5 bubbles,"GOOD, BUT LITTLE THING TO IMPROVE","We have been here recentely twice and the first time the room was big, with enough space in a high floor, the second time we have payed the same room type but they gave us a smaller room, without much space. But anyway it wasnot very important for us. The room are not bad, maybe the furniture is a bit old and the toilette is very old too, but the hot watter worked very well :). We had a bad experience with the RESERVATIONS department because both time we have been there they coulnd't find our booking, so we had to wait for a while before to get our room... of course we were tired and we just wanted to do the check in... about the cleaning services they did not gave us more shampoo and coffee for example, those are little details that a **** Hotel shouldn't miss... thats it. But good for a short stay... PDTA: The staff from the security were very nice people and helpful!",February 2017,NA
Kimdelro,Feb 2017,3.0 of 5 bubbles,Modest but location is good,"Its a bit pricey for the room type but it is clean, spacious and comfortable. I like the pillows in the room, they have those orthopedic shaped pillows. Toiletries were entry level. Location was very good tho there are a lot of restaurants near the vicinity, massage place at the front was good too after a long day. Check in was a breeze despite hotel being busy, concierge and lobby service was very accommodating. What i liked most about this hotel was the breakfast. Selection was wide and they served both international and their local delicacies. I would recommend a stay in this hotel.",January 2017,NA
HJ DB,Feb 2017,4.0 of 5 bubbles,if i dont have choice,"Because quest hotel is fully booked, parklane will be my next choice. What made it second choice because of their service. Its not consistent and standardized. Just like the rooms are not yet ready at 3pm for check-in. Around midnight we had hard time to reach staff over the phone.",February 2017,NA
Aculeus,Jan 2017,3.0 of 5 bubbles,Good location and good food,This is a nice hotel within walking distance from Ayala Center Cebu. The bathrooms are a bit dated but the rooms are cozy. Wifi can get a bit spotty in the rooms. The food is good and the staff is very attentive and helpful.,January 2017,NA
ChiOcampo,Jan 2017,4.0 of 5 bubbles,Nice and Quiet,"Our company usually books rooms from this hotel whenever we visit Cebu. It may not be a 5-star hotel but I am pleased with how the rooms are being kept clean and maintained. Breakfast buffet is also nice, even if there are only a few choices. Stay away from the smoking rooms, because the smell of cigs are awful. Nice gym facilities and pool area.",November 2016,NA
Irene P,Jan 2017,4.0 of 5 bubbles,Above average,"I've been in this hotel back in 2013. Now the rooms are better, cleaner and upgraded, but the breakfast became worse. I liked the gym, but it is relatively small. The pool is tiny, but good enough for children. There are many tourists, mostly, the Philippino. The restaurants are bit pricy.Read more",January 2017,NA
Maresa M,Jan 2017,5.0 of 5 bubbles,Nice,I believe some websites say 3/5 and 4/5. I will stick with 4/5. The hotel staff are friendly and they assure you understand what you are paying for and they always accommodate your needs. One of the main malls is located just across the street so it is convenient to stay here. Just becareful crossing the street!!,May 2016,NA
mark g,Jan 2017,4.0 of 5 bubbles,Nice Hotel,"Hotel is close to Ayala shopping mall, supermarket and center, breakfast is very tasty and many choises, room was clean and comfortable, staff very helpful and friendly, also nice food in the resturant",December 2016,NA
JESSICAhBCN,Feb 2017,4.0 of 5 bubbles,"GOOD, BUT LITTLE THING TO IMPROVE","We have been here recentely twice and the first time the room was big, with enough space in a high floor, the second time we have payed the same room type but they gave us a smaller room, without much space. But anyway it wasnot very important for us. The room are not bad, maybe the furniture is a bit old and the toilette is very old too, but the hot watter worked very well :). We had a bad experience with the RESERVATIONS department because both time we have been there they coulnd't find our booking, so we had to wait for a while before to get our room... of course we were tired and we just wanted to do the check in... about the cleaning services they did not gave us more shampoo and coffee for example, those are little details that a **** Hotel shouldn't miss... thats it. But good for a short stay... PDTA: The staff from the security were very nice people and helpful!",February 2017,NA
Kimdelro,Feb 2017,3.0 of 5 bubbles,Modest but location is good,"Its a bit pricey for the room type but it is clean, spacious and comfortable. I like the pillows in the room, they have those orthopedic shaped pillows. Toiletries were entry level. Location was very good tho there are a lot of restaurants near the vicinity, massage place at the front was good too after a long day. Check in was a breeze despite hotel being busy, concierge and lobby service was very accommodating. What i liked most about this hotel was the breakfast. Selection was wide and they served both international and their local delicacies. I would recommend a stay in this hotel.",January 2017,NA
HJ DB,Feb 2017,4.0 of 5 bubbles,if i dont have choice,"Because quest hotel is fully booked, parklane will be my next choice. What made it second choice because of their service. Its not consistent and standardized. Just like the rooms are not yet ready at 3pm for check-in. Around midnight we had hard time to reach staff over the phone.",February 2017,NA
Aculeus,Jan 2017,3.0 of 5 bubbles,Good location and good food,This is a nice hotel within walking distance from Ayala Center Cebu. The bathrooms are a bit dated but the rooms are cozy. Wifi can get a bit spotty in the rooms. The food is good and the staff is very attentive and helpful.,January 2017,NA
ChiOcampo,Jan 2017,4.0 of 5 bubbles,Nice and Quiet,"Our company usually books rooms from this hotel whenever we visit Cebu. It may not be a 5-star hotel but I am pleased with how the rooms are being kept clean and maintained. Breakfast buffet is also nice, even if there are only a few choices. Stay away from the smoking rooms, because the smell of cigs are awful. Nice gym facilities and pool area.",November 2016,NA
Irene P,Jan 2017,4.0 of 5 bubbles,Above average,"I've been in this hotel back in 2013. Now the rooms are better, cleaner and upgraded, but the breakfast became worse. I liked the gym, but it is relatively small. The pool is tiny, but good enough for children. There are many tourists, mostly, the Philippino. The restaurants are bit pricy.Read more",January 2017,NA
Maresa M,Jan 2017,5.0 of 5 bubbles,Nice,I believe some websites say 3/5 and 4/5. I will stick with 4/5. The hotel staff are friendly and they assure you understand what you are paying for and they always accommodate your needs. One of the main malls is located just across the street so it is convenient to stay here. Just becareful crossing the street!!,May 2016,NA
mark g,Jan 2017,4.0 of 5 bubbles,Nice Hotel,"Hotel is close to Ayala shopping mall, supermarket and center, breakfast is very tasty and many choises, room was clean and comfortable, staff very helpful and friendly, also nice food in the resturant",December 2016,NA
opaogooner,Aug 2016,3.0 of 5 bubbles,Some silly things let it down,"The first thing I'd like to say is this hotel is good value if you book in advance or if there is an offer on . One of my gripes is around the pool area. My 5 year old daughter loves to swim and play around water and the pool at parklane is perfectly adequate and most of the time children use the round whirlpool beside the pool , so it was to my amazement that one of the smoking areas at pool level is right next to this area (why ?) because of this I would not let my daughter use the whirlpool . ( parklane you need to review this policy as it is so out of date in this day and age ) the rooms are ok but tired . Staff are great food is good air con in rooms is poor with a capital P. .  But it's an ok place to stay.",August 2016,NA
