Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
KevinLou,Oct 2020,5.0 of 5 bubbles,Wonderful stay,"We had a wonderful 2 nights stay at quest hotel, everyone were accommodating and they made sure that we are all safe. We had a toilet problem and they handled it quickly, housekeeping took a while but was understandable since they have skeletal force only... Overall stay was awesome!",October 2020,NA
Juerg_N,Sep 2020,3.0 of 5 bubbles,Average,"We were in Quest for Quarantine. You have to be looked in the room, but first you have to expose yourself to he front desk for all formalities to write down which we already provided online before. Aircon in room and Refrigerator were not working, so after about 2 hours same people came and tried to fix it. Ended up in packing everything again and changing the room.  So much about Quarantine .........",September 2020,NA
Rendel R,May 2020,5.0 of 5 bubbles,"A BIG ""THANKS """,The staff and management of the hotel are very approachable and helpful specially during this pandemic. And the facilities and rooms are very clean and amenities were all in good condition. Inside the room you van wash your clothes since they have a retractable hanging clothes inside the toilet.. Please visit Quest hotel .. I highly recommend to book in Quest hotel.. if times back to normal I will surely come and bring my friends and family to experience the full amenities. And also specially mention to sir marty.. Thanks again sir.. God bless and keep safe all ..,May 2020,NA
Krisa,Dec 2020,5.0 of 5 bubbles,Staycation,"I had a time to relax during this pandemic. Accessible to malls and nearby restaurant which I liked and the room is superb. Friendly staff, I'll consider on my next staycation and will recommend to my friends.",December 2020,NA
Jean,Dec 2020,5.0 of 5 bubbles,Great hospitality,The kids enjoy the pool and the staff are friendly especially to my youngest with special needs. The room is spacious especially the bed. Even the toiletres are good. They answer/assist you really fast if you have concern/s.,December 2020,NA
Nica S,Nov 2020,1.0 of 5 bubbles,Disappointed,"We have been a regular guests of quest hotel since 2013. In 2013 we even stayed 6mons in the hotel for a long holiday. Everytime we go back home from overseas we always choose quest hotel. Previously the staffs were very friendly, respectful and honest. The managers were accomodating, responsive with issues and kind. NO COMPLAINTS AT ALL!!! We were happy and we even recommend it to a lot of our friends.  UNFORTUNATELY 2020 we stayed for total of 2 weeks and WE WILL NEVER COMING BACK AGAIN. Security guards are very rude and disrespectful. The manager is rude and doesnt know how to address guests issues properly that i dont even know how he became manager. Ignorant. Arrogant and thinks highly of himself and discrimates. Quest is totally different now. They have failed our expectation. Management has poor service and very unprofessional! We will never recommend it again unless theh will do something to correct their arrogance!!!",January 2020,NA
Valentino,Nov 2020,5.0 of 5 bubbles,Amazing stay!!,"Our stay at Quest was amazing. right from the day before when i went there to have some special decorations be set up in our room, which they willingly accepted, down to our check which was the fastest checkout i've ever experienced. We had some trouble with our AC in our first room which they resolved right away by transferring us to another room. All our queries were answered right away. They even called us to check if we were gonna have our breakfast at the restaurant for a breakfast buffet (only every weekends) or if we would rather have our breakfast in our room via room service. It was indeed a great stay made possible by amazing staff who treated us like we were royalty. There's really nothing bad i can say about our stay and i only wish i got the names of their reception staff to give them a shout out. As well as their reservations officer, Gwendolyn, was very prompt in replying to my emails. THANK YOU! Tips next time I stay, I remember ur faces :)",November 2020,NA
Tia Hemphill,Oct 2020,2.0 of 5 bubbles,Two night stay while waiting for Covid test,"Air conditioner was leaking and barley worked!! It was soo hot. There we’re signs every where saying that they sanitized the place but there was a dead cockroach in the shower and another one by the bed. They also did not have proper bed sheets. They just laid a sheet down on top of the bed and put pillows on top of it. When they charged me for the room they also forgot to add the tax, so when I was checking out they had to charge my card again just for tax. My card is from America so it charged me an extra service fee of 250 pesos. I tried to pick the best hotel to stay at but sadly this was not it. Do not recommend. The staff was very friendly and that was the only up side.",October 2020,NA
KevinLou,Oct 2020,5.0 of 5 bubbles,Wonderful stay,"We had a wonderful 2 nights stay at quest hotel, everyone were accommodating and they made sure that we are all safe. We had a toilet problem and they handled it quickly, housekeeping took a while but was understandable since they have skeletal force only... Overall stay was awesome!",October 2020,NA
Juerg_N,Sep 2020,3.0 of 5 bubbles,Average,"We were in Quest for Quarantine. You have to be looked in the room, but first you have to expose yourself to he front desk for all formalities to write down which we already provided online before. Aircon in room and Refrigerator were not working, so after about 2 hours same people came and tried to fix it. Ended up in packing everything again and changing the room.  So much about Quarantine .........",September 2020,NA
Rendel R,May 2020,5.0 of 5 bubbles,"A BIG ""THANKS """,The staff and management of the hotel are very approachable and helpful specially during this pandemic. And the facilities and rooms are very clean and amenities were all in good condition. Inside the room you van wash your clothes since they have a retractable hanging clothes inside the toilet.. Please visit Quest hotel .. I highly recommend to book in Quest hotel.. if times back to normal I will surely come and bring my friends and family to experience the full amenities. And also specially mention to sir marty.. Thanks again sir.. God bless and keep safe all ..,May 2020,NA
Krisa,Dec 2020,5.0 of 5 bubbles,Staycation,"I had a time to relax during this pandemic. Accessible to malls and nearby restaurant which I liked and the room is superb. Friendly staff, I'll consider on my next staycation and will recommend to my friends.",December 2020,NA
Jean,Dec 2020,5.0 of 5 bubbles,Great hospitality,The kids enjoy the pool and the staff are friendly especially to my youngest with special needs. The room is spacious especially the bed. Even the toiletres are good. They answer/assist you really fast if you have concern/s.,December 2020,NA
Nica S,Nov 2020,1.0 of 5 bubbles,Disappointed,"We have been a regular guests of quest hotel since 2013. In 2013 we even stayed 6mons in the hotel for a long holiday. Everytime we go back home from overseas we always choose quest hotel. Previously the staffs were very friendly, respectful and honest. The managers were accomodating, responsive with issues and kind. NO COMPLAINTS AT ALL!!! We were happy and we even recommend it to a lot of our friends.  UNFORTUNATELY 2020 we stayed for total of 2 weeks and WE WILL NEVER COMING BACK AGAIN. Security guards are very rude and disrespectful. The manager is rude and doesnt know how to address guests issues properly that i dont even know how he became manager. Ignorant. Arrogant and thinks highly of himself and discrimates. Quest is totally different now. They have failed our expectation. Management has poor service and very unprofessional! We will never recommend it again unless theh will do something to correct their arrogance!!!",January 2020,NA
Valentino,Nov 2020,5.0 of 5 bubbles,Amazing stay!!,"Our stay at Quest was amazing. right from the day before when i went there to have some special decorations be set up in our room, which they willingly accepted, down to our check which was the fastest checkout i've ever experienced. We had some trouble with our AC in our first room which they resolved right away by transferring us to another room. All our queries were answered right away. They even called us to check if we were gonna have our breakfast at the restaurant for a breakfast buffet (only every weekends) or if we would rather have our breakfast in our room via room service. It was indeed a great stay made possible by amazing staff who treated us like we were royalty. There's really nothing bad i can say about our stay and i only wish i got the names of their reception staff to give them a shout out. As well as their reservations officer, Gwendolyn, was very prompt in replying to my emails. THANK YOU! Tips next time I stay, I remember ur faces :)",November 2020,NA
Tia Hemphill,Oct 2020,2.0 of 5 bubbles,Two night stay while waiting for Covid test,"Air conditioner was leaking and barley worked!! It was soo hot. There we’re signs every where saying that they sanitized the place but there was a dead cockroach in the shower and another one by the bed. They also did not have proper bed sheets. They just laid a sheet down on top of the bed and put pillows on top of it. When they charged me for the room they also forgot to add the tax, so when I was checking out they had to charge my card again just for tax. My card is from America so it charged me an extra service fee of 250 pesos. I tried to pick the best hotel to stay at but sadly this was not it. Do not recommend. The staff was very friendly and that was the only up side.",October 2020,NA
KevinLou,Oct 2020,5.0 of 5 bubbles,Wonderful stay,"We had a wonderful 2 nights stay at quest hotel, everyone were accommodating and they made sure that we are all safe. We had a toilet problem and they handled it quickly, housekeeping took a while but was understandable since they have skeletal force only... Overall stay was awesome!",October 2020,NA
Juerg_N,Sep 2020,3.0 of 5 bubbles,Average,"We were in Quest for Quarantine. You have to be looked in the room, but first you have to expose yourself to he front desk for all formalities to write down which we already provided online before. Aircon in room and Refrigerator were not working, so after about 2 hours same people came and tried to fix it. Ended up in packing everything again and changing the room.  So much about Quarantine .........",September 2020,NA
Rendel R,May 2020,5.0 of 5 bubbles,"A BIG ""THANKS """,The staff and management of the hotel are very approachable and helpful specially during this pandemic. And the facilities and rooms are very clean and amenities were all in good condition. Inside the room you van wash your clothes since they have a retractable hanging clothes inside the toilet.. Please visit Quest hotel .. I highly recommend to book in Quest hotel.. if times back to normal I will surely come and bring my friends and family to experience the full amenities. And also specially mention to sir marty.. Thanks again sir.. God bless and keep safe all ..,May 2020,NA
Krisa,Dec 2020,5.0 of 5 bubbles,Staycation,"I had a time to relax during this pandemic. Accessible to malls and nearby restaurant which I liked and the room is superb. Friendly staff, I'll consider on my next staycation and will recommend to my friends.",December 2020,NA
Jean,Dec 2020,5.0 of 5 bubbles,Great hospitality,The kids enjoy the pool and the staff are friendly especially to my youngest with special needs. The room is spacious especially the bed. Even the toiletres are good. They answer/assist you really fast if you have concern/s.,December 2020,NA
Nica S,Nov 2020,1.0 of 5 bubbles,Disappointed,"We have been a regular guests of quest hotel since 2013. In 2013 we even stayed 6mons in the hotel for a long holiday. Everytime we go back home from overseas we always choose quest hotel. Previously the staffs were very friendly, respectful and honest. The managers were accomodating, responsive with issues and kind. NO COMPLAINTS AT ALL!!! We were happy and we even recommend it to a lot of our friends.  UNFORTUNATELY 2020 we stayed for total of 2 weeks and WE WILL NEVER COMING BACK AGAIN. Security guards are very rude and disrespectful. The manager is rude and doesnt know how to address guests issues properly that i dont even know how he became manager. Ignorant. Arrogant and thinks highly of himself and discrimates. Quest is totally different now. They have failed our expectation. Management has poor service and very unprofessional! We will never recommend it again unless theh will do something to correct their arrogance!!!",January 2020,NA
Valentino,Nov 2020,5.0 of 5 bubbles,Amazing stay!!,"Our stay at Quest was amazing. right from the day before when i went there to have some special decorations be set up in our room, which they willingly accepted, down to our check which was the fastest checkout i've ever experienced. We had some trouble with our AC in our first room which they resolved right away by transferring us to another room. All our queries were answered right away. They even called us to check if we were gonna have our breakfast at the restaurant for a breakfast buffet (only every weekends) or if we would rather have our breakfast in our room via room service. It was indeed a great stay made possible by amazing staff who treated us like we were royalty. There's really nothing bad i can say about our stay and i only wish i got the names of their reception staff to give them a shout out. As well as their reservations officer, Gwendolyn, was very prompt in replying to my emails. THANK YOU! Tips next time I stay, I remember ur faces :)",November 2020,NA
Tia Hemphill,Oct 2020,2.0 of 5 bubbles,Two night stay while waiting for Covid test,"Air conditioner was leaking and barley worked!! It was soo hot. There we’re signs every where saying that they sanitized the place but there was a dead cockroach in the shower and another one by the bed. They also did not have proper bed sheets. They just laid a sheet down on top of the bed and put pillows on top of it. When they charged me for the room they also forgot to add the tax, so when I was checking out they had to charge my card again just for tax. My card is from America so it charged me an extra service fee of 250 pesos. I tried to pick the best hotel to stay at but sadly this was not it. Do not recommend. The staff was very friendly and that was the only up side.",October 2020,NA
KevinLou,Oct 2020,5.0 of 5 bubbles,Wonderful stay,"We had a wonderful 2 nights stay at quest hotel, everyone were accommodating and they made sure that we are all safe. We had a toilet problem and they handled it quickly, housekeeping took a while but was understandable since they have skeletal force only... Overall stay was awesome!",October 2020,NA
Juerg_N,Sep 2020,3.0 of 5 bubbles,Average,"We were in Quest for Quarantine. You have to be looked in the room, but first you have to expose yourself to he front desk for all formalities to write down which we already provided online before. Aircon in room and Refrigerator were not working, so after about 2 hours same people came and tried to fix it. Ended up in packing everything again and changing the room.  So much about Quarantine .........",September 2020,NA
Rendel R,May 2020,5.0 of 5 bubbles,"A BIG ""THANKS """,The staff and management of the hotel are very approachable and helpful specially during this pandemic. And the facilities and rooms are very clean and amenities were all in good condition. Inside the room you van wash your clothes since they have a retractable hanging clothes inside the toilet.. Please visit Quest hotel .. I highly recommend to book in Quest hotel.. if times back to normal I will surely come and bring my friends and family to experience the full amenities. And also specially mention to sir marty.. Thanks again sir.. God bless and keep safe all ..,May 2020,NA
Krisa,Dec 2020,5.0 of 5 bubbles,Staycation,"I had a time to relax during this pandemic. Accessible to malls and nearby restaurant which I liked and the room is superb. Friendly staff, I'll consider on my next staycation and will recommend to my friends.",December 2020,NA
Jean,Dec 2020,5.0 of 5 bubbles,Great hospitality,The kids enjoy the pool and the staff are friendly especially to my youngest with special needs. The room is spacious especially the bed. Even the toiletres are good. They answer/assist you really fast if you have concern/s.,December 2020,NA
Nica S,Nov 2020,1.0 of 5 bubbles,Disappointed,"We have been a regular guests of quest hotel since 2013. In 2013 we even stayed 6mons in the hotel for a long holiday. Everytime we go back home from overseas we always choose quest hotel. Previously the staffs were very friendly, respectful and honest. The managers were accomodating, responsive with issues and kind. NO COMPLAINTS AT ALL!!! We were happy and we even recommend it to a lot of our friends.  UNFORTUNATELY 2020 we stayed for total of 2 weeks and WE WILL NEVER COMING BACK AGAIN. Security guards are very rude and disrespectful. The manager is rude and doesnt know how to address guests issues properly that i dont even know how he became manager. Ignorant. Arrogant and thinks highly of himself and discrimates. Quest is totally different now. They have failed our expectation. Management has poor service and very unprofessional! We will never recommend it again unless theh will do something to correct their arrogance!!!",January 2020,NA
Valentino,Nov 2020,5.0 of 5 bubbles,Amazing stay!!,"Our stay at Quest was amazing. right from the day before when i went there to have some special decorations be set up in our room, which they willingly accepted, down to our check which was the fastest checkout i've ever experienced. We had some trouble with our AC in our first room which they resolved right away by transferring us to another room. All our queries were answered right away. They even called us to check if we were gonna have our breakfast at the restaurant for a breakfast buffet (only every weekends) or if we would rather have our breakfast in our room via room service. It was indeed a great stay made possible by amazing staff who treated us like we were royalty. There's really nothing bad i can say about our stay and i only wish i got the names of their reception staff to give them a shout out. As well as their reservations officer, Gwendolyn, was very prompt in replying to my emails. THANK YOU! Tips next time I stay, I remember ur faces :)",November 2020,NA
Tia Hemphill,Oct 2020,2.0 of 5 bubbles,Two night stay while waiting for Covid test,"Air conditioner was leaking and barley worked!! It was soo hot. There we’re signs every where saying that they sanitized the place but there was a dead cockroach in the shower and another one by the bed. They also did not have proper bed sheets. They just laid a sheet down on top of the bed and put pillows on top of it. When they charged me for the room they also forgot to add the tax, so when I was checking out they had to charge my card again just for tax. My card is from America so it charged me an extra service fee of 250 pesos. I tried to pick the best hotel to stay at but sadly this was not it. Do not recommend. The staff was very friendly and that was the only up side.",October 2020,NA
KevinLou,Oct 2020,5.0 of 5 bubbles,Wonderful stay,"We had a wonderful 2 nights stay at quest hotel, everyone were accommodating and they made sure that we are all safe. We had a toilet problem and they handled it quickly, housekeeping took a while but was understandable since they have skeletal force only... Overall stay was awesome!",October 2020,NA
Juerg_N,Sep 2020,3.0 of 5 bubbles,Average,"We were in Quest for Quarantine. You have to be looked in the room, but first you have to expose yourself to he front desk for all formalities to write down which we already provided online before. Aircon in room and Refrigerator were not working, so after about 2 hours same people came and tried to fix it. Ended up in packing everything again and changing the room.  So much about Quarantine .........",September 2020,NA
Rendel R,May 2020,5.0 of 5 bubbles,"A BIG ""THANKS """,The staff and management of the hotel are very approachable and helpful specially during this pandemic. And the facilities and rooms are very clean and amenities were all in good condition. Inside the room you van wash your clothes since they have a retractable hanging clothes inside the toilet.. Please visit Quest hotel .. I highly recommend to book in Quest hotel.. if times back to normal I will surely come and bring my friends and family to experience the full amenities. And also specially mention to sir marty.. Thanks again sir.. God bless and keep safe all ..,May 2020,NA
Krisa,Dec 2020,5.0 of 5 bubbles,Staycation,"I had a time to relax during this pandemic. Accessible to malls and nearby restaurant which I liked and the room is superb. Friendly staff, I'll consider on my next staycation and will recommend to my friends.",December 2020,NA
Jean,Dec 2020,5.0 of 5 bubbles,Great hospitality,The kids enjoy the pool and the staff are friendly especially to my youngest with special needs. The room is spacious especially the bed. Even the toiletres are good. They answer/assist you really fast if you have concern/s.,December 2020,NA
Nica S,Nov 2020,1.0 of 5 bubbles,Disappointed,"We have been a regular guests of quest hotel since 2013. In 2013 we even stayed 6mons in the hotel for a long holiday. Everytime we go back home from overseas we always choose quest hotel. Previously the staffs were very friendly, respectful and honest. The managers were accomodating, responsive with issues and kind. NO COMPLAINTS AT ALL!!! We were happy and we even recommend it to a lot of our friends.  UNFORTUNATELY 2020 we stayed for total of 2 weeks and WE WILL NEVER COMING BACK AGAIN. Security guards are very rude and disrespectful. The manager is rude and doesnt know how to address guests issues properly that i dont even know how he became manager. Ignorant. Arrogant and thinks highly of himself and discrimates. Quest is totally different now. They have failed our expectation. Management has poor service and very unprofessional! We will never recommend it again unless theh will do something to correct their arrogance!!!",January 2020,NA
Valentino,Nov 2020,5.0 of 5 bubbles,Amazing stay!!,"Our stay at Quest was amazing. right from the day before when i went there to have some special decorations be set up in our room, which they willingly accepted, down to our check which was the fastest checkout i've ever experienced. We had some trouble with our AC in our first room which they resolved right away by transferring us to another room. All our queries were answered right away. They even called us to check if we were gonna have our breakfast at the restaurant for a breakfast buffet (only every weekends) or if we would rather have our breakfast in our room via room service. It was indeed a great stay made possible by amazing staff who treated us like we were royalty. There's really nothing bad i can say about our stay and i only wish i got the names of their reception staff to give them a shout out. As well as their reservations officer, Gwendolyn, was very prompt in replying to my emails. THANK YOU! Tips next time I stay, I remember ur faces :)",November 2020,NA
Tia Hemphill,Oct 2020,2.0 of 5 bubbles,Two night stay while waiting for Covid test,"Air conditioner was leaking and barley worked!! It was soo hot. There we’re signs every where saying that they sanitized the place but there was a dead cockroach in the shower and another one by the bed. They also did not have proper bed sheets. They just laid a sheet down on top of the bed and put pillows on top of it. When they charged me for the room they also forgot to add the tax, so when I was checking out they had to charge my card again just for tax. My card is from America so it charged me an extra service fee of 250 pesos. I tried to pick the best hotel to stay at but sadly this was not it. Do not recommend. The staff was very friendly and that was the only up side.",October 2020,NA
KevinLou,Oct 2020,5.0 of 5 bubbles,Wonderful stay,"We had a wonderful 2 nights stay at quest hotel, everyone were accommodating and they made sure that we are all safe. We had a toilet problem and they handled it quickly, housekeeping took a while but was understandable since they have skeletal force only... Overall stay was awesome!",October 2020,NA
Juerg_N,Sep 2020,3.0 of 5 bubbles,Average,"We were in Quest for Quarantine. You have to be looked in the room, but first you have to expose yourself to he front desk for all formalities to write down which we already provided online before. Aircon in room and Refrigerator were not working, so after about 2 hours same people came and tried to fix it. Ended up in packing everything again and changing the room.  So much about Quarantine .........",September 2020,NA
Rendel R,May 2020,5.0 of 5 bubbles,"A BIG ""THANKS """,The staff and management of the hotel are very approachable and helpful specially during this pandemic. And the facilities and rooms are very clean and amenities were all in good condition. Inside the room you van wash your clothes since they have a retractable hanging clothes inside the toilet.. Please visit Quest hotel .. I highly recommend to book in Quest hotel.. if times back to normal I will surely come and bring my friends and family to experience the full amenities. And also specially mention to sir marty.. Thanks again sir.. God bless and keep safe all ..,May 2020,NA
Krisa,Dec 2020,5.0 of 5 bubbles,Staycation,"I had a time to relax during this pandemic. Accessible to malls and nearby restaurant which I liked and the room is superb. Friendly staff, I'll consider on my next staycation and will recommend to my friends.",December 2020,NA
Jean,Dec 2020,5.0 of 5 bubbles,Great hospitality,The kids enjoy the pool and the staff are friendly especially to my youngest with special needs. The room is spacious especially the bed. Even the toiletres are good. They answer/assist you really fast if you have concern/s.,December 2020,NA
Nica S,Nov 2020,1.0 of 5 bubbles,Disappointed,"We have been a regular guests of quest hotel since 2013. In 2013 we even stayed 6mons in the hotel for a long holiday. Everytime we go back home from overseas we always choose quest hotel. Previously the staffs were very friendly, respectful and honest. The managers were accomodating, responsive with issues and kind. NO COMPLAINTS AT ALL!!! We were happy and we even recommend it to a lot of our friends.  UNFORTUNATELY 2020 we stayed for total of 2 weeks and WE WILL NEVER COMING BACK AGAIN. Security guards are very rude and disrespectful. The manager is rude and doesnt know how to address guests issues properly that i dont even know how he became manager. Ignorant. Arrogant and thinks highly of himself and discrimates. Quest is totally different now. They have failed our expectation. Management has poor service and very unprofessional! We will never recommend it again unless theh will do something to correct their arrogance!!!",January 2020,NA
Valentino,Nov 2020,5.0 of 5 bubbles,Amazing stay!!,"Our stay at Quest was amazing. right from the day before when i went there to have some special decorations be set up in our room, which they willingly accepted, down to our check which was the fastest checkout i've ever experienced. We had some trouble with our AC in our first room which they resolved right away by transferring us to another room. All our queries were answered right away. They even called us to check if we were gonna have our breakfast at the restaurant for a breakfast buffet (only every weekends) or if we would rather have our breakfast in our room via room service. It was indeed a great stay made possible by amazing staff who treated us like we were royalty. There's really nothing bad i can say about our stay and i only wish i got the names of their reception staff to give them a shout out. As well as their reservations officer, Gwendolyn, was very prompt in replying to my emails. THANK YOU! Tips next time I stay, I remember ur faces :)",November 2020,NA
Tia Hemphill,Oct 2020,2.0 of 5 bubbles,Two night stay while waiting for Covid test,"Air conditioner was leaking and barley worked!! It was soo hot. There we’re signs every where saying that they sanitized the place but there was a dead cockroach in the shower and another one by the bed. They also did not have proper bed sheets. They just laid a sheet down on top of the bed and put pillows on top of it. When they charged me for the room they also forgot to add the tax, so when I was checking out they had to charge my card again just for tax. My card is from America so it charged me an extra service fee of 250 pesos. I tried to pick the best hotel to stay at but sadly this was not it. Do not recommend. The staff was very friendly and that was the only up side.",October 2020,NA
KevinLou,Oct 2020,5.0 of 5 bubbles,Wonderful stay,"We had a wonderful 2 nights stay at quest hotel, everyone were accommodating and they made sure that we are all safe. We had a toilet problem and they handled it quickly, housekeeping took a while but was understandable since they have skeletal force only... Overall stay was awesome!",October 2020,NA
Juerg_N,Sep 2020,3.0 of 5 bubbles,Average,"We were in Quest for Quarantine. You have to be looked in the room, but first you have to expose yourself to he front desk for all formalities to write down which we already provided online before. Aircon in room and Refrigerator were not working, so after about 2 hours same people came and tried to fix it. Ended up in packing everything again and changing the room.  So much about Quarantine .........",September 2020,NA
Rendel R,May 2020,5.0 of 5 bubbles,"A BIG ""THANKS """,The staff and management of the hotel are very approachable and helpful specially during this pandemic. And the facilities and rooms are very clean and amenities were all in good condition. Inside the room you van wash your clothes since they have a retractable hanging clothes inside the toilet.. Please visit Quest hotel .. I highly recommend to book in Quest hotel.. if times back to normal I will surely come and bring my friends and family to experience the full amenities. And also specially mention to sir marty.. Thanks again sir.. God bless and keep safe all ..,May 2020,NA
GrandTour18245947923,Dec 2019,5.0 of 5 bubbles,"Friendly staff, reasonable price and good location","It is always a pleasure to stay in this hotel whenever we visit Cebu City. The staff are polite and friendly, and hotel is clean and in a good location.Will definitely stay there again and would not hesitate to recommend.",December 2019,NA
Dwayne W,Dec 2019,5.0 of 5 bubbles,Amazing Service!,Such great service by John B and Gerald S made use feel so special. This place is very clean and comfortable with really great food and such a great atmosphere ! We loved it! Biko and coffee we excellent. Nice clean pool such a great place close to Ayala Mall !,December 2019,NA
Christopher H,Dec 2019,5.0 of 5 bubbles,Great hotel but better staff,"The rooms are great, the staff made the stay what is was. Always helpful and ready to assist. The security at the door were always helpful and provided advice. But the staff in the bistro, they are the best. I hope the management understand that and do everything needed to keep them as they are your best assets.",December 2019,NA
86279,Dec 2019,5.0 of 5 bubbles,Very good location and resonable price,"I visited on a family trip, it was safe, Ayala shopping mall nearby, and swimming pool, so it was good to stay with the children. I don't know because I haven't used the restaurant myself, but many people were eating it.",December 2019,NA
Rob V,Dec 2019,5.0 of 5 bubbles,Returning to good and comfortable hotel,"As a returning guest I am always very happy to stay at Quest Cebu. Great location, friendly and accomodating staff, clean rooms and good wifi. Good food and beverages, nice pool and gym. I will be there again!!",December 2019,NA
NYC V,Dec 2019,5.0 of 5 bubbles,Nice hotel and accommodating staff,"The hotel staff are easy to talk to thank you to Sir Dave, Jardz, Ronnie, Hadrian and Carlos for assisting and serving us sumptuous meals. Thank you also to Miss Armie, Janene and Sir JP for the first hand assistance of our participants in tavilitating their check in.Thumbs up",December 2019,NA
grad159,Dec 2019,5.0 of 5 bubbles,Perfect,"The whole hotel was neat and the atmosphere was good. It was nice to be kind to the staff, but there was a lack of toilet cleaning the bathroom. If I go to Cebu next time, I will stay at Quest Hotel again.",December 2019,NA
Francis Kevin T,Dec 2019,5.0 of 5 bubbles,Very good place and very polite crews,Good people managing the hotel and very good room experience. We stayed for a night as we have our company Thanksgiving on Nov 30th but the stay was pretty good and the breakfast buffet was great.. Love the baconsssss,November 2019,NA
Landon W,Dec 2019,2.0 of 5 bubbles,Choose a newer hotel,Arrival was good departure was good as any hotel is. The room was outdated old noisy. A newer hotel wouldBe much more satisfying and probly a lot less exspensive. Their room service food is not worth the price,November 2019,NA
Guide469215,Dec 2019,4.0 of 5 bubbles,Quest Hotel and Conference Center - Cebu,"1. all ok, but unfortunately i was not provided a courtesy upgrade to suite.. 2. receptions telephone in the morning about 10 a.m. always busy and takes several attempt to get thru3. Front office mgr Ms K, is exceptionally kind and helpful.4. as i have said many many times during my stay, i can’t log into my MacAir laptop, while all other hotels that i stayed in Cebu have no such problem. PLS see if you can talked to your service provider.Read more",December 2019,NA
pmhzzz,Dec 2019,5.0 of 5 bubbles,Good experience in Quest Hotel,"Clean hotel facilities and friendly staff are memorable. The breakfast was good and also the housekeeping service was good.Ayala Mall is located within a 10-minute walk,close to McDonald's(24hours) and Korean Restaurant",November 2019,NA
jh5803jh,Dec 2019,5.0 of 5 bubbles,very good,"i wanna go Quest HOTEL again soon. Very clean, cool, comfy and people are very kind.Thanks for you service. see you soon. Maybe I will go to the Quest hotel February 2020. I miss CEBU city and Quest hotel.",February 2019,NA
Imee G,Nov 2019,4.0 of 5 bubbles,Vacation,"So impressed with the service at the restaurant - Gerald ,  for his extra mile service, you are an asset! 👍 We hope to see you in our next visit!👍Excellent food 👌  Highly recommended 👌     Location is accessible👌",November 2019,NA
Ryan,Nov 2019,1.0 of 5 bubbles,There's far better places in Cebu to stay.,"Me and my wife wanted to try a different resort this time around and after searching, we found Quest Hotel. The photo's online make this hotel look amazing. That said, it's substantially Photoshoped. After flying nearly 20 hours and finally getting to the hotel, we checked in. The rep at the front counter misinformed us about a shuttle that will take you to the local malls. The do NOT have one. After getting into the room, we found that the bet was made up with dirty soiled sheets (photo's attached). Additionally, the floors were dirty (also in the photos) and there were stains on the counter (also in the photo's). Upon bringing this to their attention, we were greeted with a smile and apology and advised it would be taken care of. The sheets were changed but the floors were never cleaned and the stains remained. I spoke to Joy (night manager) and she advised that it would be taken care of and offered to comp us breakfast for 2 days of the 8+ we were there. Issues were never resolved. A couple of days before we left, they neglected to but tissues (of any sort) in the bathroom. I went down and spoke to Vince who was able to assist in getting the tissues. The second part of our stay, they put us in a far smaller room (despite our having paid for a deluxe room). Lastly, the air conditioning struggles to keep up with the heat and does not do a good job of cooling the rooms. Additionally, the AC unit is above the bed and leaked water all over the bed. We had to call and get them to come and replace the sheets. I and my wife will not be staying here again and would urge others to seek other accommodations.",October 2019,NA
elenorse,Nov 2019,4.0 of 5 bubbles,good stay but smell.,"3A and 2K. junior suits. good but bad smell. someting wet or mops smell. 근처에 아얄라 몰에서 쇼핑하고 이것저것 주문해 먹기도 편해 좋았지만, 방에 습한 냄새가 남. 적응하다보면 괜찮아지지만 방에 들어섰을 땐 어딘가 치우지 못한 젖은 걸레가 있는지 한참 찾았음. 아마 환기의 문제인 듯 함. 그 외엔 다 괜찮았음. 침구도 잠자리도 위치도 다 괜찮았음.",November 2019,NA
josh081987,Nov 2019,5.0 of 5 bubbles,Quest is the Best,Quest Hotel is always the place we choose when we are in Cebu. Staff are courteous and really attends to your needs. Food is always great! Security is above and beyond. Location is excellent! Front Desk staff are very helpful and quick. Concierge  staff are so helpful and accomodating. Security staff are always smiling even though its hot and humid outside. Housekeeping are very polite and respond to your needs quickly. Restaurant staff are always on top of what you need and always smiling. Excellent!!,November 2019,NA
FOODYGOODY99,Nov 2019,5.0 of 5 bubbles,Best omelet from the best chef ,"My sincere thanks to Ms. El El, the egg station chef whose smile and care made each mornings breakfast such a treat!  The Quest has many friendly staff.  Ms. El El showed a special kindness that was remarkable, and I wanted to make this known on TripAdvisor. Thank you Ma’am for being so sweet to myself and my family!!",November 2019,NA
Magdalene Lau,Nov 2019,4.0 of 5 bubbles,Comfortable and Safe Cozy embience,"It is a Wow factor when entering into the hotel. It gives you a sense of cozy and secured embience. The concierge staff are very friendly and patience. However, as for the housekeeping, due to language barrier, it takes sometime for the housekeeper to bring the items as we requested. We had 3 person in the room but they forgot about the 3rd person toiletries and etc.It is about 15mins to the Ayala Shopping Mall. It is quite a hazzel as outside the hotel, there is road construction plus the hotel is near the express way. The most easier is to cross the road under the bridge and go into the Bus Depot, to the ground level. You will reach the shopping mall directly.",November 2019,NA
