Rating,Review Text,SA,Sentiment,Normalized_Rating,Composite_Score,Quartile
5,shout people made husbands bday buffet convenient enjoyable mark lester shaira norman reylan diosdado aldrin kristine give peeps bonus definitely come back next year,0.8442,Positive,1.0,0.9220999999999999,Q2
5,check great nimue receptionist vwry welcoming excellent stay thank miss johanne guia april room great excellent hotel surely comeback amazing hotel try,0.9801,Positive,1.0,0.99005,Q4
4,convenient place stay mall walking distance airport 20 mins away gym enough get complete workout pool area nice kids adults enjoy staff pool area incredibly helpful asking drink food recommendations,0.8439,Positive,0.5,0.67195,Q1
5,stayed overnight worth hassle free reservation thru earl ang therese louise arrived 11am chance check early though request thankyou robert front desk early quick check lunch breakfast bai resto staff accommodating forgot name tall white guy marcos breakfast friendly paul lifeguard accommodating quick check katleen thank bai till next time,0.8979,Positive,1.0,0.94895,Q2
5,room nice got breakfast inclusion food good temperature room cold would love stay bed working vacation need sit desk work havent tried using amenities pool gym wasnt able go room im still working need go night book place visit cebu,0.872,Positive,1.0,0.9359999999999999,Q2
5,dan reception area accommodating friendly always smiling face much willing help appreciate kind treat guests definitely visit stay longer,0.9607,Positive,1.0,0.98035,Q3
5,prefect relaxation reception area den thank sa assistance jensbwbwkwksnsowjwbwbdixbxbdjshshwishdbxbdiwiwbwbwjwjebwjebdhdjdisjwbdhejwbehebfjdienwnsisnehebebwbwjebdbfkdjxbdjskwkwjsbsbnsk,0.7096,Positive,1.0,0.8548,Q1
5,early august spent 3 days bai hotel warmly welcomed staff family 2 adults 3 children pleased spacious room friendly attention great service provided swimming pool gym sumptious breakfast certainly recommend forget 5 minutes walking mall,0.9538,Positive,1.0,0.9769,Q3
1,birthday celebration never acknowledged important day requested complementary birthday never give simple complimentary im disappointed choose hotel reviews read choose hotel celebrate special day dont care guest care profit well thats business save day decided go sm mall buy party staff buy cake continue celebrate special day dont want waste important day ignore thing requested never ever recommend hotel,0.8502,Positive,-1.0,-0.07490000000000002,Q1
5,checked inn chaira smooth accommodating easy ilongga lookinb forward next stay food delicious amenities also nice especially pool,0.8555,Positive,1.0,0.9277500000000001,Q2
4,quality dishes excellent justifies price service crew accommodating cheerful special mentions sharikka nelmorif area bai hotel cebu try ume japanese cuisine,0.872,Positive,0.5,0.6859999999999999,Q1
5,absolutely enjoyed stay bai hotel staff phenomenal loved pool rooms nice thank much wonderful experience would definitely stay,0.9595,Positive,1.0,0.97975,Q3
5,good place celebration loved ones wonderful birthday celebration today place offers excellent food service didnt expect birthday dance number staff though awesome,0.9618,Positive,1.0,0.9809,Q3
5,love atmosphere food thanks reylan mark lester froilan servers helpful welcoming serve smile faces always remind guest wearing mask,0.936,Positive,1.0,0.968,Q3
5,server nerilyn shaira froiland attentive pleasant breakfast buffet days stations offer much luckily chance good ray food waiters active us seated kind requests downside seats situation far away buffetoverall would recommend resto,0.9524,Positive,1.0,0.9762,Q3
3,year made two stays 07 1607 18 07 3108 04 bai hotel already come four years ago really liked hotelit ideally located food delicious restaurants excellent staff extremely kind ready anything make happy time really disappointed condition rooms smell humidity black stains humidity everywhere clean stains dirt even visit cockroach television system also little faulty negative point accounting expenseswe made deposit 6000 pesos credit card roof top refused put bill room supposedly made deposit went reception confirmed deposit told investigate never heard back investigationin short high time renovate rooms good strict safety protective measures covid19 expense cleanliness rooms otherwise think last time come hotelread,0.9723,Positive,0.0,0.48615,Q1
5,thank bai hotel amazing stay good food bai cafe relaxing place staycation family special thanks 1 armie soliano sales nice room perfect family 2 james barriga warm welcome assistance 3 cafe bai dinning staffs gave lively surprise birthday song dance 4 pool charge kind assistance area family 5 housekeeping staffs urgently grant accomplished requests surely visit,0.9918,Positive,1.0,0.9959,Q4
3,poorly maintained hotel laminated walls peeling room smell weird dont hair drier standard check 3pm check time 11am people service buffet breakfast really great location nearer airport staying around business parks parkmall around 350m walk distance find jollibee bos coffee local caf savemore groceries pasalubong,0.5709,Positive,0.0,0.28545,Q1
5,diosdado gia froiland awesome finding tables us ever time came break fast food delicious back bai hotel wish bai every city philippines,0.8885,Positive,1.0,0.94425,Q2
5,wasnt first dine bai definitely coming back soon accommodating always check theres something need thats something thats highly commendable thanks judel glenn nerilyn vanni gwen alexandro keith rachel,0.7076,Positive,1.0,0.8538,Q1
5,service pool bar excellent especially ian hero clint aris ellan warm welcome enthusiasm makes want stay longer pool area thank much hard work keep,0.95,Positive,1.0,0.975,Q3
5,food services superbspecial mention nerilyn christine marcus great service thank much also vincent vince sa information desk assisted us thank thank thank,0.9201,Positive,1.0,0.9600500000000001,Q2
5,yummy food nice ambience best service crew especially miss aicelle cristine glenn rj vannesa nerilyn kevin vanni kyla jen john marcus crews bai hotel best experience ever many thanks miss aicelle accomodating us,0.9404,Positive,1.0,0.9702,Q3
4,third time place never disappoints staff friendly food continues impress would like bring back make pasta option though cuz loved much,0.8341,Positive,0.5,0.6670499999999999,Q1
5,surprised see hotel improved since pandemic time food choices service also really good thank service associates helped us michelle frulland kimmy thank bai hotel,0.9144,Positive,1.0,0.9572,Q2
5,good food variety choices choose accommodating staff special mention nerilyn james honey mae judel vanessa glenn alejandro whi friendly courteous thank,0.9274,Positive,1.0,0.9637,Q2
5,come experience excellent food service nerilyn christine judel kevin lendo buffet restaurant bai hotel varieties global cuisines choose great food,0.8316,Positive,1.0,0.9158,Q2
5,food great various selection menu service goodcafe bai ensures proper social distancing safe dining nerilyn christine james jean glenn honey mae approachable friendly,0.8807,Positive,1.0,0.94035,Q2
5,service well delivered honey vanni kevin arjay judel specially alejandro great food nice ambience food diversed italian asian indian etc soup good,0.8979,Positive,1.0,0.94895,Q2
5,food great better arrive cafe opens 530 favorites lechon vegetable soup ube gelato staff friendly especially honey vanni kevin arjay alejandro judel,0.9186,Positive,1.0,0.9593,Q2
5,best buffet place family friends foods super delicious sharrika staff accomodating professional definity come back recomend place karen cabansag introduced place us hotel buffet perfect place spend vacation family,0.9618,Positive,1.0,0.9809,Q3
5,wife stayed day honeymoon stayed heard lot good things friends social media greeted warm welcome upon entering lobby right away assisted sir dean ms guia sir aljohn informative hotel pool area restaurants theyve even extended excellent service pool area served us amazing pizza cocktails shout head chef rest kitchen team excellent food must try cebu inroom dining amazing greeted us smile wished us lovely stay thank jude inroom dining excellent experience wife satisfied happy stay shouldve stayed atleast 2 nights already plans cebu excellent stay surely come back would say service shined well surely share experience family friends thank bai hotel,0.9964,Positive,1.0,0.9982,Q4
5,thank bai hotel cafe bai delicious buffet food ever definitely celebrate birthdays hereshout nila nerilyn christin alejandro nino glenn ug vanessa para sa great service,0.9493,Positive,1.0,0.97465,Q3
5,service awesome love hospitality consistently great food thank nerilyn christin alejandro nino vanesa glen memorable joyful birthday celebration,0.9628,Positive,1.0,0.9814,Q3
5,everything great always love food best hotel buffet cebu service good thank sharikka joma well coming back next special occasion sure cant wait,0.975,Positive,1.0,0.9875,Q4
5,hidden heart city together family boyfriend found amazing buffet food great topped superb service vanessa heart gold truly cares reach ever youre dining recommend look vanessa buffet experience forever change cafe bai hotel experience truly,0.9732,Positive,1.0,0.9865999999999999,Q4
5,coming cafe bai numerous times always food sumptuous addition service staff great special mention christine kevin lester kyla always consider cafe bai especially occassions,0.7783,Positive,1.0,0.88915,Q2
5,customer service really good accommodating immediately assisted us concerns inquiries nothing bad say customer service since really good christine kevin lester think kyla really helped us made dinner remember able also food sumptuous,0.8495,Positive,1.0,0.92475,Q2
5,services provided expected service associates prompt attending needs requests assistants mention specifically christine lester kevin available times brief stay,0.0,Neutral,1.0,0.5,Q1
5,accommodating customer attendant offer gave us discount booster vaccine gave 5 star review employees name vanessa thank much looking forward next visit,0.3612,Positive,1.0,0.6806,Q1
5,food great satisfying love food pastries pancake bacon kimchi soup bomb buffet pricewise norm ambience okay lighting dark overall good experience highly recommended special mention manager maam icel team leader sir marniel receptionist maam lenie michelle gwenna thank surely come,0.9697,Positive,1.0,0.98485,Q4
5,food good also service place much recommended thanks manager maam icel team leader sir marniel receptionist maam lenie michelle gwena kimberly jobel jullie cherry shaira thankyou 3,0.765,Positive,1.0,0.8825000000000001,Q2
5,blown away hospitality great food totally caught guard variety dishes offer dishes tasted good look wasnt even able eat everything much wanted nitpick open little window food made order wasnt aware wasnt chef coke showed us ropes im planning return soon still much food explore im excited place offer kudos everyone team,0.9136,Positive,1.0,0.9568,Q2
5,excellent service staff sharikka jan clyde julie ann michelle shaira kimberly julie thanks help great food lots choices recommend place family friends,0.9584,Positive,1.0,0.9792000000000001,Q3
5,food delicious plenty choices services excellent accommodating special mention jann michelle kimberly good manager maam icel thank much cafe bai team,0.9382,Positive,1.0,0.9691000000000001,Q3
5,overall food exquisite good service doubles points worth visit tbh really like siomai idk else writr add coke drinksi like multiple countries,0.8281,Positive,1.0,0.91405,Q2
5,experience awesome food great surprise amazing courtesy staffs extraordinary special thanks christine john mark vannesa lester john extra effort,0.969,Positive,1.0,0.9844999999999999,Q4
5,great experience went bai hotel birthday dinner lot choices food christine kevin honey lester john john mark rest staff friendly accommodating,0.8074,Positive,1.0,0.9037,Q2
5,great experience mo balik mo pohon food delicious staffs cafe bai friendly jolly approachable shoutout christine lester cherry vanessa john mark john stay jolly haha,0.9666,Positive,1.0,0.9833000000000001,Q3
5,food delicious especially japanese filipino cuisine place neat service good accommodating nerilyn christine honey mae vanesa lester vanni,0.8625,Positive,1.0,0.93125,Q2
5,nerilyn christine honey mae vanessa lester vanni performed wonderful show us enjoyable gusto lng ko nga naay iced tea chocolate ice cream great service,0.8934,Positive,1.0,0.9467,Q2
5,satisfactory visited ate buffet brothers birthday celebration nice staff specially nerilyn christine froiland vanesa nino made brothers bday quite special,0.807,Positive,1.0,0.9035,Q2
5,superb service yummy food diosdado helpful full dinner buffet satisfying nice people well many foods choose wide different optins breakfast dinner,0.9531,Positive,1.0,0.97655,Q3
5,satisfied food delicious appreciate staffs service specifically done sharikka rachel jp charlene shaira furthermore also helpful energetic polite guests job well done,0.9501,Positive,1.0,0.97505,Q3
5,excellent food service crew interactive served us well able enjoy good food cooked greatly would able rate higher would rate 10 10 ms kimberly great personality fun talk,0.9601,Positive,1.0,0.98005,Q3
5,servers service excellent able fully enjoy meal waiters hospitable ready accommodate customers shout kimberly variety food served wellenjoyed loved experience well definitely come back,0.9545,Positive,1.0,0.97725,Q3
5,lots variety foods serve breakfast service excellent crews accommodating shoutout kuya whos name dont remember even though self service buffet offered get us drinks coffee deserve 5 rating,0.5719,Positive,1.0,0.7859499999999999,Q1
5,nice place cozy comfortable chairs tables comfortable dine variety food superb server diosdado polite accommodating communicates answers queries well,0.9393,Positive,1.0,0.96965,Q3
5,want friendy staff tasty cuisine modern updated room bai geat place special thanks ellan herd roof bar liked place much came back stay trip bantayan,0.8271,Positive,1.0,0.91355,Q2
4,ive 6 days everything great hotel except two big things basically 4star hotel every way imaginable 1star hotel beds 1star hotel internet werent phenomenal consistent superb customer service rendered medardo daily basis would long gone hotel better stable wifi connectivity much better beds internet crashes lot spend lot time looking spinning cursor absolutely ridiculous hotel great every way besides appears resemble dialup speeds connectivity regardless numbers say obvious hotel bottlenecking data extreme save money customers expense available bandwidth complaint mattress selections quality cannot compared none almost hard laying ground saw complaint review booked gave benefit doubt mistake rooftop restaurant bar great beautiful scenery well one 21st floor great dining areas cafe 2nd floor easy get taxi well shuttle flexible trips places bai hotel listening fix two things youll see reviews reception public mention future sales peak highest capacity ever keep great things youre like employing staff like medardo others render great customer service make easier reach staff phone services runnerups work amount time takes get floors get elevator internet absolute dealbreaker ever return,0.9924,Positive,0.5,0.7462,Q1
5,lunch family cafe bai always superb food love indian dish wide spread cuisine staff always energitic serve sang happy birthday song happy see familiar face sir aljohn thank warm welcome making sure enjoyed lunch always patron resto young,0.9812,Positive,1.0,0.9905999999999999,Q4
5,best food ans great service definitely come back offer wide choices international cuisine staff accommodating friendly location perfect accessible cebu top tourist spots,0.9623,Positive,1.0,0.98115,Q3
5,big massive thank bryan making holiday special really goes beyond expectations really made holiday best could ever thank much cant wait come back soon highly recommended hotel staff amazing good bryan ahahahaha joke,0.9789,Positive,1.0,0.9894499999999999,Q4
5,stayed bai hotel located right next mall services great greeted concierge took care us get go first time cebu wasnt sure get around called concierge bryan gave us great recommendations top personally contacted tour guides make sure safe fun exceeded expectations could asked better staff member look us back sure,0.9613,Positive,1.0,0.98065,Q3
4,staff helpful friendly clean rooms good breakfast buffet impressive sanitation practices free wifi parking nice rooftop bar pool well maintained though exterior building still damages coming recent super typhoon expected buildings area still fixed overall good value money stay mandaue city,0.9806,Positive,0.5,0.7403,Q1
5,accommodation amazing enjoyed stay bai bai cafe superb food amazing delicious staffs friendly approachable helpful one staff named ralph bai cafe entertained us accommodating friendly truly wonderful customer service thanks bai,0.9906,Positive,1.0,0.9953000000000001,Q4
5,excellent food buffet accommodating staff especially birthday performers mr glen energetic ambiance looks elegant hotel staff courteous highly recommend come experience bai hotel,0.9412,Positive,1.0,0.9706,Q3
5,availed 2888 promo im glad reservation seamless checkin organized staff friendly helpful free breakfast dazzingly plenty choices bed comfy whole family slept like baby noise another room heard room stopped knocked door overall truly value money oh say pool 21st floor wonderful view city,0.9678,Positive,1.0,0.9839,Q4
2,visited cebu finalise visa stayed bai hotel large impressive staff friendly helpful got room like ice box compared outside 17 degrees temp wouldnt adjust maintenance came adjusted went 25 degrees hot sticky wouldnt go loud couldnt sleep 45 years construction never seen bathroom without form ventilation 1 shower every surface bathroom dripping wet breakfast large selection unfortunately even things like eggs bacon already cold idea 5 star hotel,0.8979,Positive,-0.5,0.19895000000000002,Q1
5,wallstreet cafe bai everything perfect ambiance cafe food coffee ofcourse friendly baristas say hi james mark ive always regular since 2019 permanent study cafe must visit place,0.7845,Positive,1.0,0.89225,Q2
5,staff polite always wear smile faces noticed greeted guest dinner experience cafe bai warm welcoming safety protocols observed always go back book bai hotel cebu,0.8807,Positive,1.0,0.94035,Q2
5,service crew glen cherry edwina rachel sir marnel shocked amazing performance birthday celebrators food delicious diverse appealing eye customer service excellent great job,0.9325,Positive,1.0,0.96625,Q2
4,room classy elegant fits preferencegood wifi signal inside room different tv channels choose generally room neat tidy including toilet bathroom aircondition working well,0.8779,Positive,0.5,0.68895,Q1
5,staffs professionals im really impressed service staffs polite even start stay food serve sufficient specially want room dining service awesome food serve tasty thumbs guys,0.8313,Positive,1.0,0.9156500000000001,Q2
5,foods excellent staff crews grabe ka friendly di jud kamahayan ang foods satisfied sa food highly recommend hotelcome visit namu sa bai hotel dili kmahayan ilaha services,0.9099,Positive,1.0,0.95495,Q2
1,stayed seven days six nights impressed stay supposedly quality hoteltrash pick time phone work call outside roach room asked clean shower drain nobody came,0.7003,Positive,-1.0,-0.14984999999999998,Q1
5,belated birthday ate staff friendly lively even small dance performance given celebrant hope spend birthdays bai hotel food delicious,0.9136,Positive,1.0,0.9568,Q2
5,stayed 3 nights 4 days bai celebrate birthday upon arriving accommodation given birthday cake best birthday celebration bai gave us complimentary cake even dinner party best dancer goes mr glen dolendo mabuhay ka bai thank sir carlo rivera suki na mi,0.9648,Positive,1.0,0.9823999999999999,Q3
5,great staff special mention ms grace montejo assisted lot stay bai hotel room stayed nice clean good view cebu mandaue cities highly recommended bai hotel family friends,0.969,Positive,1.0,0.9844999999999999,Q4
5,accomodating staff specifically glen dolendo makes us smile especialy birthday greetings celebrants felt well accomodated gave us option avail 20 discount using vaccination cards kind accomodation across dinning business also liked rhe fact acknowlwdged different area functions,0.9118,Positive,1.0,0.9559,Q2
5,stayed friends much needed relaxation great location accessibility great view city beds amenities topnotch service impeccable kudos ms amina duty manager took extra care us well service staffs breakfast,0.9729,Positive,1.0,0.98645,Q4
5,well start wonderful property relax enjoyable vacation feel comforts cebu city stayed friends hospitality industry rooms well appointed love bed like eaten big marshmallow would like thank amina duty manager sir gene zoleta fb director plus entire staff bai hotel made stay memorable masters craft services done big heart keep good work definitely go back,0.9874,Positive,1.0,0.9937,Q4
5,impressed way bai hotels management staffs handles welcomes guest much friendly extremely accommodating highly organized efficient performing job smilethe room clean elegant comfortable stay food tasty moreover manager hotel consistent making sure guest like ofw comfortable oki grateful privileged stayed great wonderful hoteljust keep good work god blessread,0.9927,Positive,1.0,0.9963500000000001,Q4
5,first wife want congratulate whole team bai hotel pleased felt warm great hospitality service thank much ms mae nobleza arranging last notice reservation even saying ms nobleza still managed arranged special requests ahead time ms mae really went extra mile arranging bouquet flower using hailing services anniversary cake beautifully presented mr ian bartender waiter outstanding gave undivided attention table guest even busy assistant manager ronel warm service good photography skills notice working helping together hand hand security officer jhunel one dish plates still got skills since worked 4 years fast food chain studying time last least guard assist us call us taxi sanitized front back seats car let us enter overall superb best customer service cebu city far really make 9th year wedding anniversary remembered,0.9933,Positive,1.0,0.99665,Q4
5,always satisfied grateful hospitality polite accommodating staff especially mr spencer concierge attends needs receiving parcels food storage even managed go jrs warehouse help mr glen get delayed parcel first time experience extra efforts hotel staff also keeps greeting smiling guests would love come back whenever given chance keep good work guys iba talaga ang mga cebuanos,0.9652,Positive,1.0,0.9825999999999999,Q3
5,amazing stay nice hotel staff polite accomodating guard concierge receptionist also body massage good relaxing recommend hotel everyone,0.9349,Positive,1.0,0.9674499999999999,Q3
5,packages delayed mr spencer fernandez one crew hotel tracked parcels inform go directly lbc warehouse get flight 4 hrs never experienced kind hospitality elsewhere grateful kindness great hospitality job beyond kudos staffs guys amazing,0.9263,Positive,1.0,0.96315,Q2
5,amazing staff kind poolbar food delicious great swimming pool experience excellent definitely made able get island thank bai hotel staff thanks ian bartender,0.9794,Positive,1.0,0.9897,Q4
4,checked hotel recent trip cebu say first efficient covid protocols rules staff complete ppe times every time called operator concerns needs met 2 people hotel stood andre chan chan one picked airport made everything quick swift course safe andre always making sure helped quarantine never easy even stayed 1 br suite space normal room still depressing times annoying thanks people made quarantine ok also food included quarantine package ok also impressed 24 hours inroom dining convenient daughter esp jetlagged food options whenever wanted thank bai hotel esp andre,0.9185,Positive,0.5,0.7092499999999999,Q1
4,hello seafarer undergo quarantine hereall say hotel nice everything working good feel im safe also food goodif make choose hotel im going stay cebu say bai hotel,0.8225,Positive,0.5,0.66125,Q1
4,bai hotel one best hotel cebu crew gentle especially request response immediately still staying bai hotel quarantine hope continue grow,0.875,Positive,0.5,0.6875,Q1
5,service good staffs ms thara jorsa baby lenn ket friendly made dine comfortable really asset company best hotel qatar airways best place relax unwind reasons come back cebu,0.9751,Positive,1.0,0.9875499999999999,Q4
4,comfort stay attentive staff good food beveragedue current covid19 restriction required wear face mask face shieldalso observed worn staff aswellstaff attentive requests accommodating thank,0.5574,Positive,0.5,0.5287,Q1
1,came right 6pm ensure exposed long dining area observing basic protocol pandemic measures hour passed still dont food worst customer service ever,0.6802,Positive,-1.0,-0.1599,Q1
3,room clean linens clean love bathroom really neat got city view got results time pick drop service fine though bit miscommunication logistics made us transfer another bus food first night terrible sister post fb next foods good bad first food,0.8357,Positive,0.0,0.41785,Q1
2,bai hotel great awesome customer service greet customers nicely however disappont requested 4 times bedsheets changed phone staff saw lobby told get nice response smile 3 days stay hotel one came room request bcoz first day order food soup spill bed cover blanket disappointing waited many hours come days nothing happened check diff hotels always change house keeping everyday morning hotel seems soo diff one major factor consider thats thank,0.9524,Positive,-0.5,0.2262,Q1
1,hotel facilities nice food crop absolutely crop check time take long long long time organised staffno one care guest coming long haul flights limited amenities room,0.6249,Positive,-1.0,-0.18755,Q1
5,melvin accommodating took care orders experience great kudos good service place nice cozy highly recommended good food ambiance looking city lights,0.9652,Positive,1.0,0.9825999999999999,Q3
5,went pool bar unwind melvin accommodating excellent customer service accommodating informative customer experience manager definitely exceeded expectations definitely come back,0.8442,Positive,1.0,0.9220999999999999,Q2
5,everyone hotel served us well didnt feel discriminated felt safe hotel served us good food staff resonsive needs would love stay different circumstance,0.9022,Positive,1.0,0.9511000000000001,Q2
1,booked hotel 2 day waiting period corona virus results people flew la gave 1 bottle water 2 days force buy 120 pesos 500ml water bottle booked hotel promised 3 meals per day first day waiting 2 hours staff assign us rooms given breakfast lunch meals forced wait dinner meals also allowed order delivery services leaving hotel menu option minimum youll spend meal 400 pesos whole establishment way take advantage people flying outside philippines money making scam rooms airconditioning never gets cold try ask help maintenance theyll send guy 1 hour 30 minutes later food water orders far waited 2 hours 45 minutes ive called reception 5 times already say theyll follow housekeeping also dont expect meals much breakfast served 2 pieces vienna sausage hardboiled egg thats probably worth 50 pesos room worth 3500 pesos per night arrive cebu skip hotel,0.3182,Positive,-1.0,-0.3409,Q1
4,bai hotel set give hotels metro cebu run money new sleek modern hotel could burgeoning city needs rooms lush comfortable expansive breakfast buffet astounding rooftop bar pool best views city though 600 rooms hotel expect long lines waiting times elevator,0.8834,Positive,0.5,0.6917,Q1
4,place super room cozy spacious celebrated daughters birthday appreciate giving small surprise cake felt special happy definitely visit family spend weekend,0.9716,Positive,0.5,0.7358,Q1
3,room great convenient cant enjoy restday work wifi signal sucks friends experience wifi signal love play online games phone didnt enjoy tired playing due damn signal good checking facebook twitter account sometimes buffers streaming youtube mbps stable game keeps reconnecting oh come bai managements hotel nice kind wifi service really entertaining hope already fix come back soon,0.9713,Positive,0.0,0.48565,Q1
1,stayed 3 times 2018 twice sept 2019 hotel fairly new near city really 15 20 mins airport sort mall strip mall farthe area good stroll around trafficthe staff ok air con barely efficientthe deal breaker management foreigner lives new york accustomed management customer service common sense hospitable times crisis bai hotel fails miserably opinion,-0.7096,Negative,-1.0,-0.8548,Q1
5,bai hotel cebu perfect whistlestop hotel islands long flight london spent night flying another island following day facilities modern nice rooftop pool bar lovely room comfortable clean gym much equipment use spa open great hours could get late night jetlag friendly massage highly recommend cebu super close airport ware traffic peak times wonderful staff facilities,0.9875,Positive,1.0,0.99375,Q4
5,time need helpful staff especially concierge service mr derick spencer outstanding rooms clean well equipped room service fast polite would come back every time,0.891,Positive,1.0,0.9455,Q2
4,stayed twice 1 night 2 nights week brand new hotel close 4 star im confused dont hand towel rooms 3 rooms altogether none handtowels isnt mistake 2 bath towels even face towel annoying washing hands dont anything wipe except reaching overhead shower grab bath towels otherwise front desk bell staff lobby lounge staff entertainment excellent breakfast buffet 5 star say course staff ume restaurant wonderful making partners birthday special enjoyed late dinner delicious food attentive staff relaxing ambiance asked waiter cake candle love blow birthday made happen thank,0.9729,Positive,0.5,0.73645,Q1
4,really nice huge first night explore first impression worth money spent large sitting areas floor really clean nice adequate space room close park mall lot options restaurant wise rated 4 since havent seen workout area havent tried breakfast buffet,0.9573,Positive,0.5,0.72865,Q1
5,really enjoy stay people accomodating room service food fantastic really appreciate always especially derick conciergethank much til next timeread,0.8775,Positive,1.0,0.93875,Q2
5,long day work need unwind decided visit bai hotel quick drink ordered drink lobby try thier drink great khevz jasmine accomodating friendly mark bartender great making drinks friendly tooreally want back buy real soonbest place relax good ambiance,0.9674,Positive,1.0,0.9837,Q4
5,fun experience fun music good food reception great waiters attentive giving drinks removing plates everyone polite sound system good technical issue durint whole event,0.9578,Positive,1.0,0.9789,Q3
5,good service good quality room comfortable bed good breakfast lot different food also choose dinner buffet bai cafe good delicious traveling need stop city hotel best choose,0.9666,Positive,1.0,0.9833000000000001,Q3
5,staff great helpful rayniza best helpful pleasant talk chan concierge well helped us lot hotel beautiful well maintained must remove carpeting places hotel especially rooms unhealthy additionally hotel must find way avoid using c much quite unhealthy must find better way fresh air philippines hot constant extreme change temperature outside indoors healthy overall great experience thank nice talk advice rayniza,0.9849,Positive,1.0,0.99245,Q4
5,nice clean hotel walking distance shopping mall food court less 20 minutes away airport ferry terminal nice accommodating staffs specially banquet amiel joe helpful,0.8779,Positive,1.0,0.93895,Q2
4,modern rooms good food nice staff like bar rooftop ambiance great romantic love pool view relaxing pool bar cool gym nice modern sauna,0.9788,Positive,0.5,0.7394000000000001,Q1
5,place reached standards among international hotels ive experienceclean sosyal ng hotel pool top masarap qng food executive room contemporary nice staff friendly helpful especially miss denny assumptha see u babalik ako friends,0.9044,Positive,1.0,0.9521999999999999,Q2
5,excellent customer service staff would like commend ms jamaeca ms marysol ms daryl attending requeststhe food gave value considering cost package definitely consider bai hotel future company events,0.9217,Positive,1.0,0.96085,Q2
1,well goes first quoted price face face 12 th checking 19th contingent cancelling present reservation cancelled call hotel changed price first 3 days personally spoke manager received discount quoted first night suite ceiling light stay direct head finally got maintance take light bulb next pool area signs state ware saw swimming yes shirts dirty looked like using pool washing machine never used pool loaded screaming kids children pool empty go figure companion mentioned could even use bathroomdown lobby three women changing cloths bathroom floor taking shower looked face cloth none suite use wash personal areas received requested food good priced 65 steak understand familys jollybee bags food thew lobby beautiful lobby reception areas well staffed polite disappointed new 5star hotel room print,0.5106,Positive,-1.0,-0.24469999999999997,Q1
5,staff accomodating especially wendyl definitely comeback food variety also excellentlarge buffet set sad booked last minute enjoy rest display see soon,0.4728,Positive,1.0,0.7363999999999999,Q1
5,hotel gives nice breakfast room clean staffs kindly really feel entrance security hotel chance watch shot first floor hotel nice pool nice bar 23 floor go 22 floor foot night see wonderful night view bar saw fireworks nearby many nice staffs especially klarc best staff bar thanks lot klarc within 5 minutes distance foot mall restaurants dont want use hotel restaurant go enjoy restaurants popular may waited 2000 2000,0.9888,Positive,1.0,0.9944,Q4
5,stayed christmas new year period new year party one best long time fabulous views roof terrace see fireworks going citywe stayed executive floor really nice extra space living room kitchen area wanted eat rooms spacious well appointed make bathroom quite dark smalloverall great hotel really enjoyed stay,0.9734,Positive,1.0,0.9867,Q4
5,booked 4 nights using discount vouchers friend shared must say even without discount ill stay first breakfast buffet excellent varied offering including indian section ended meetings secondly staff courteous specially room service wait staff breakfast lobby restaurant last least near malls airport ended one meeting day couldhave time enjoy hotel environs,0.9534,Positive,1.0,0.9767,Q3
5,staff efficient prompt top amazing service smilr two thumbs staff must say food delicious venue set well arranged job well sone banquef staff,0.936,Positive,1.0,0.968,Q3
5,bai hotel amazing crew aminities everything excellent room beautiful view ocean pool side great love stay star gazing food great tooi love come back,0.9834,Positive,1.0,0.9917,Q4
5,vacation w family cebu chech bai hotel best place ever service impeccable every body helpful courteous speciall executive club lounge late dinner jay accommodated us wonderful service also jandal breakfast experience unforgettable also daneka make check really fast thank everybody bai staff see soon definitely recommend place love food yummy,0.9827,Positive,1.0,0.99135,Q4
5,checked kids take plunged infinity pool kudos service attendants melvin jan warmth welcome accommodation definitely tell friends family stay warmth employees smile contagious,0.9531,Positive,1.0,0.97655,Q3
5,year team decided go somewhere celebrate christmas party office looking different choices city knew bai hotel would perfect venue aside wonderful refreshing good ambiance hotel offer always step game comes perfect cebuana hospitality much would want thank mention every staff sacrifice working holidays serve cant mention instead id like address whole staff cafe bai always maintaining service everyone needs despite busy hours hotel would also like thank time smiles friendliness frequent bai hotel visitor always felt love geniune hospitality hotel place always special place heart ari mo diri mga bai wa juy mahayay,0.9924,Positive,1.0,0.9962,Q4
4,stayed four days bai hotel breakfast option included stayed room 1433 nice view hotel fairly new helpful staff good security also breakfast buffet pretty good lots options indian asian dishes also western well nice rooftop pool bar also price room reasonable,0.9633,Positive,0.5,0.73165,Q1
5,food great many food choices breakfast cafe bai great venue conferences meetings events staffs accomodating courteous marketing team security guards,0.9313,Positive,1.0,0.96565,Q2
5,really enjoyed bai hotel pool astonishing great skyline view rooms perfect clean bathroom food amazing multiple buffets morning lunch also nice gym lot equipment work enjoy amazing spa staff highlight everyone greets made us feel really welcome,0.9872,Positive,1.0,0.9936,Q4
5,start security doormen front desk duty managers everything could ask stand ivy steak house oh god stand manner service second none l hospitality nearly 30 years takes lot impress bai given lasting memories fantastic time please breakfast buffet charts could write days excellent hotel,0.9432,Positive,1.0,0.9716,Q3
5,facilities good food nice also well service sorry mishaps side everybody great everybody helpful accommodating especially amiel ryan banquets ms chloe events mr tony room sales,0.9246,Positive,1.0,0.9622999999999999,Q2
