Opinion,Classification
"Great and fantastic!,Amazing interior decoration, clean in and out of the rooms, strong internet and wifi connections. Friendly and hospitable hotel servants/employees.,Excellent! Me and my 2 children really enjoyed and wished to be back someday.",Staff:Comfort & Facilities:Internet
"Good Hotel very nice and easy to access in malls,Clean, near airport and shopping malls,very nice hotel and clean near shopping malls and good breakfast",Location:Cleanliness:Food
"Comfortable and simply Awesome,Adjacent to shopping malls, lots of restaurants nearby. Spacious rooms. Confortable beds,Really wonderful.",Location:Comfort & Facilities
"nice and good,bed/pillows, service, location,it was a good experience and our children had a happy experience",Staff
"Comfortable, impressed and satisfying,Staff friendliness, Hotel physical standards, location,Very good and happy.",Staff:Comfort & Facilities:Food
"Great staffs and amazing hotel,Service, amenities, staffs,An amazing hotel and great service",Staff
"Spa area needs To be renovated. It's old and tired,Property is gorgeous, service is outstanding, food is fantastic,Thoroughly enjoyed our stay. It is what we expected of this luxurious hotel.",Food:Staff
"an amazing hotel, worth the money,breakfast buffet, room size, the pool,a great hotel with amazing service, so clean and tidy and very nice staff",Staff:Cleanliness:Comfort & Facilities
"Amazing,Beautiful accomadations and friendly accomadating staff,Amazing. Loved everything about it.",Staff:Comfort & Facilities
"Our Honeymoon accomodations were a blessing.,Staff, food, attractive/enjoyable/leisure atmosphere.,Grateful for the comfort, peace, and quiet to just relax and enjoy our time together.",Staff:Food:Comfort & Facilities
"The best dining experience and luxurious service!,It's beautiful, restaurants are the best and staffs are super friendly.,It's always an amazing stay with shangrila. They're service is fantastic! Great food and beautiful interior design with the super friendly staffs.",Staff:Food:Comfort & Facilities
"Perfect accommodation for me,everything was perfect",Comfort & Facilities
"it was very nice, enjoyable and relax with so funn,great location, clean room and nice staff.,it was very nice, enjoyable and relax with so fun. the staff were very nice and friendly. we eat there and the food was really good. the room is big and clean.",Staff:Location:Food
"it was perfect, i go there every time i'm the city,location, room, service",Location:Staff
"great place to live. but the price ,service. and attitude,nice place. good trip . all good. but if the next in manila. i wont choose it. price is higher than the other 5 stars hotels..",Value for money:Location
"Clean, spacious rooms & hotel is centrally located,Clean, Quiet & near shopping area,Memorable with very friendly & helpful staff, the rooms are large, comfortable & clean",Cleanliness:Location:Staff
"One of the best! We had a lot of fun!,Superb breakfast, well-equipped gym and friendly, caring staff! :-),Our family had a great bonding time at Shang! The hotel provided the best food and facilities to make our stay truly meaningful! We definitely would go back again! :-)",Food:Staff
"Excellent room and sumptuous breakfast buffet.,Excellent room, sumptous breakfast, friendly staff.,Very relaxing stay. I love the room, very near the shopping center. Superb breakfast buffet.",Food:Location
"great service hahaha,best hotel in manila",Staff
"Wonderful,The bed, the bathroom, the service,Shangri La Makati is always a pleasure to stay at",Comfort & Facilities
"relaxing,location,close to reasturants and shopping",Location
"good service,good service, nice location, clean and new,makati shangri-la can provide very good service. But the room rate is a bit high.",Staff:Value for money:Cleanliness
"A comfortable and rejuvenated staycation,Friendly and thoughtful staffs who is attentive to customer's needs.",Staff:Comfort & Facilities
"Accoodatig staff,location,food,design,I never had experienced a hotel before that eveb we checked out late they allowed us still.I love the design of the room also and vvery spacious.",Staff:Comfort & Facilities
"Probably the best hotel in Makati area,Attentive service, courteous staff, great hotel all around",Staff
"Frist time i feel so cormiftable in this hotel,food large room clean and tidy hotel,its was very nice loaction of hotel every think was perfect with large room for sure my second visit to phillipnes i will be shangril",Cleanliness:Comfort & Facilities:Staff
"Excellent,Staff, service, location",Location:Staff
"Is Shangri-La, So you get what you expected,Great car service, friendly staff, nice food",Staff:Food
"Superb!,The staffs were very attentive.",Staff
"very good,niceoooooooooooooooo,Only 2 Problems: 1) No Fox News 2) had to connect to a LAN line for internet connection",Internet:Comfort & Facilities
"it was a wonderful stay,location is great",Location
"Philippine hospitality at its best,Friendly staff; central location; proximity to the best in shopping and dining that Manila has to offer",Location:Staff:Food
"great location, right in the heart of makati,the welcome fruits and chocolates was a nice touch.,fast and efficient check in and check out, very friendly staff",Staff:Location:Food
"superior rooms are excellent and a lot of space,service and accomodations,one of the best hotels in Asian also Shangri la Mctan Cebu is perfect also for holyday",Location:Staff
"Great location. Courteous service throughout,The staff,The staff are most accommodating and the rooms spacious and nice. One of the best housekeeping services I've ever experienced. Definitely worth the money",Staff:Comfort & Facilities
"Luxurious hotel with great location,Horizon Club Lounge made our stay even better. We could enjoy amazing views, high tea, cocktails and other ofers for a small extra payment. Well woth while.,This is a fist class hotel. The decor, ammenties and rooms are of a high quality.",Food:Value for money:Location
"wow! it is shangri-la,the horizon club is worth the price,amazing staff and the best deserts i've ever had in my life were in the horizon club.",
"Good hotel with a lot of stores around,Rooms clean, very nice,if your in the makati area, this hotel is a must stay, people were friendly, rooms were awesome. i am going to stay there everytime i'm going to stay in manila.",Location:Food:Cleanliness
"5 star at its best,spacious, elite, beautiful,The hotel is a bit expensive since the rooms come without breakfast :( For the rest - I will recommend to everyone. What else you can say? It's SHANGRI-LA!",Food:Value for money
"Nice elegant hotel, shangrila standard,Efficient and quick staff,Very friendly staff with nice surprises, delicious food, nice club room upgrade",Staff:Food:Comfort & Facilities
"Great location & comfortable room,Spacious & nice bathroom,Highly recommended to business travellers as it's convenient & walking distanc to shopping areas.",Location:Comfort & Facilities
"Great rooms, service and food,rooms, the lounge, food,was in manila on business, made great use of their horizon lounge, the food, rooms and service was as expected of a shangri-la hotel. the gym was well equiped and the pool was nice.",Food:Comfort & Facilities:Staff
"Good hotel with excellent service,Location is good, walking distance to restaurants,I stayed for one night for business reasons and the hotel is great as it is in the center of the business area. Good location as well for entertaining.",Location
"Top hotel with smile and top services ,Value for money and services,this hotel is one of the best hotel we have stayed on special thanks to all staff who surprise my wife as they waited at our room to great her and sing a bday song my wife was in tears thanks a lot",Staff
"very great hotel,near shopping center and restaurant,we have a wonderful stay the staff of the hotel is very courteous and approachable",Staff:Location
"It has everything I need,Their breakfast,They simply are the best in making a business traveler feel at home.",Location
"Great food, excellent service,Food, efficient service, staff,Hotel was great. Service and food was excellent. Great location, near stores and restaurants. The abundance of security personnel makes you feel safe. A bit pricey for what for it is Though.",Staff:Location:Food
"Beautiful hotel,Spacious rooms,Very spacious rooms. Beautiful hotel, pool not that spectacular, good central location. Staff friendly but concierge took ages to bring our bags down",Staff:Comfort & Facilities:Location
"nice hotel ,nice set up,warm wellcomed by every single of your staff...i like it ..",Comfort & Facilities
"Quality at all levels,location, rooms, service all of the highest class,The staff were extremely professional and the rooms were great.",Staff
"The ultimate in luxury,Right in the heart of Makati,Great room. Great food. The best of the best in customer service. I can not put in words how great this hotel is. Will definitely recommend it to all mu friends in America.",Staff:Location
"Almost perfect?,Service, the room and the location,Everything at this hotel is top notch. The service is really different from other hotels.Its very expensive but its worth the pay sometimes.",Value for money:Staff
"good hotel,Elegant beautiful clean,room and service are very fine for me many kind of breakfast was very good also Though go to the downtown Makati is a little inconvenient expensive price hotel but I got used to feeling rich",Food:Value for money:Location
"excellent hotel in the centre of everything,smack centre of all the attractions like shopping and night life,we upgraded to a suite for a little more but was slightly disappointed as the air conditioning was not working and we were moved at 1 in the morning but overall it was a beautiful hotel",Comfort & Facilities:Location
"Best Hotel,comfortable place to stay,Was here for a business meeting/conference.The hotel was just perfect for those who wants to relax after a long day.",Comfort & Facilities:Food
"excellent hotel,in the center of makatai city,we had a very nice stay. staffs are efficient and prompt to attend my request.",Staff
"lovely hotel,the interior very welcoming,as always shang ri la is my favorite place wherever me and husband travel abroad, very friendly staff and room was great very welcoming.",Staff:Location
"Fantastic service!,The best hotel!,Exceptional. They make us feel very special and well cared for.",Staff
"Outstanding Hotel,location and facilities,This hotel is outstanding. the location is excellent and the facilities more than satisfactory. i .strongly recommend this hotel",Location:Comfort & Facilities
"Great hotel,Everything you would expect from a 5 star hotel,Room was great size, a little exy for Philippines though. Service very good. The bfast a must! Room service very good also",Staff:Food
"Very good service. Very comfortable.,Very beautiful.,A very nice hotel. It is a very good hotel to stay in Manila. I feel very comfortable there. The lobby of the hotel is very very beautiful. I just love it. Those staff are very kind and nice.",Staff:Comfort & Facilities:Food
"Great location nice rooms with excellent service,Helpful staff , lobby cafe very nice,Had a nice stay , and very good shopping which surrounded hotuel. I like the service as everyone was helpful with a smile. Excellent location. If I ever travel to Manila I'll stay in that Hotel.",Location:Staff
"Classy hotel in the heart of Makati,Large rooms, great gym and pool, excellent service and wonderful restaurants,The breakfast buffet is incredible and so is the Japanese restaurants. The hotel is in the best location in Manila in the business zone of Makati.",Food:Location:Comfort & Facilities
"top hotel,quality of accomodation, facilities and location.,our four day stay was relaxing amid the excellent accomodation and facilities. all staff were friendly and most helpful.",Staff:Comfort & Facilities
"Nicest hotel in Manilla,Outstanding service,Outstanding hotel in a great location. Decorated beautifully for Christmas. Would highly recommend.",Comfort & Facilities:Location
"best location in Makati city,majestic feels to it,only one night but really enjoyed it there, good bed, very good showers, luxury to the max!",Location:Comfort & Facilities
"Fantastic lobby.,Lobby was very opulent,Stayed here for 1 night and it was what you would expect from a shangrila hotel. Breakfast on the club level was great with a huge selection of fresh everything..",Food:Comfort & Facilities:Cleanliness
"the hotel staff were very accomodating.,room and pool,the hotel is very convenient and all staff were friendly.there was a wide selection of food.",Staff:Food
"Great location,Location and size of the room,Lovely hotel in a great location and great sized rooms.",Location:Comfort & Facilities
"Awesome Hotel in the Heart of Makati City,High Security, Excellent Service, Great Restaurants,the makati shangri-la is one of the best hotels you can stay at in makati city. you will feel safe and the staff service and amenities are first class!",Staff
"Good location with kind service,Good location,Location : Good (many shopping mall and restaurant is neare by) Security : Good Facility : So So Hotel Service : Not Bad - Need to improve on check in process (It takes time to check in the hotel)",Location:Staff
"Fantastic location and service,Really lovely staff and building,This place is RIGHT next to the major shopping in Makati and is a lovely hotel all round",Location:Staff
"Great location and great food.,Food,it was a good hotel to stay. but as a smoker, i had a little difficult time there.",Location:Food
"Great Hotel,Location, Professional staff, Very clean and neat.,great hotel, looking forward to staying there again on my next trip.",Location:Staff:Cleanliness
"Excellent accomodations and service,The room, the food, the service,It was my third time visiting this hotel and each time I stay I am overly impressed with the superior assistance and attentiveness of the staff.",Staff:Food
"Super Efficient with Amazing Service,Great service, Beautiful Decor,Staff was very accommodating and helpful. Location is great...very central and walking distance to the greenbelt area. Rooms are spacious and clean. Ate at the Japanese restaurant - great food!",Location:Staff:Food
"super star hotel,excellent services from arrival to departure,i wish to invite all who wish to experience a perfect place to stay while in metro manila. makati shangrila offers the best food, accommodation and a perfect location for their needs.",Location:Food:Staff
"Great hotel and very friendly service all around,The Chinese restaurant - Shang Palace,it was a thoroughly enjoyble stay and all the staff in the hotel are friendly and accomodating. i will visit them again if i visit manila.",Staff:Food
"SImply awesome.,Everything,Nothing,Fantastic from staff to facilities to service to location and beyond. Good to have some spending money to utilise restaurants and health spa at hotel - not for the budget conscious.",Staff:Food:Value for money
"consistently high quality,location, 5 star quality,none,we have stayed at this hotel a few times and staff service and the facilities are consistently high quality. the location is very convenient. it is always a preferred choice",Location:Comfort & Facilities:Staff
"Shangri La Makati,Really nice ambience. Good bar in Conways,not so easy to get a taxi from here,Very enjoyable two days stay",Location:Food:Comfort & Facilities
"Shangrila Makati Hotel,accomodations, service and cleanliness,none,everyone was courteous and accomodating. Location is convenient, the malls were just walking distance.",Location:Staff
"Classy hotel with terrific service,Service was offered with a smile and very professionally, made us feel welcome,My wife is pregnant and this was a few day break. No spa services available for pregnant women.,Pregnancy massage not available and even facials, etc. not allowed for pregnant women. This eliminated an element to our little romantic break and this classy hotel.",Staff:Comfort & Facilities:Cleanliness
"Makati Shangri-La Hotel,Room and professional staff,None,I've stayed at this hotel in the past. Was always very satisfied with the rooms, services and professional staff.",Staff:Comfort & Facilities
"Shangri LA Makati,Clean, good service,Expensive,Perfect for a business hotel. Good service and all.",Value for money:Staff
"Makati Shangri-La Hotel,Proximity to shopping and eating.,Requested for king and upon arrival, they had twin but I didn't have to wait too long before getting the king.,Very large hotel with great security, restaurants and free internet, which is excellent! Walking distance to major malls, restaurants, excellent location. Highly recommend for business stays.",Location
"Shangi La,Excellent service. Professional staff. Great buffet meals.,The gym could use an upgrade,It is a pleasure to stay here. Really a lovely hotel.",Staff:Food:Comfort & Facilities
"Makati Shangri-La Hotel Review,Service is excellent; rooms are always neat and clean; bathrooms are very clean and luxurious. Staff are very friendly and helpful. Excellent security.,I can't think of any thing I didn't like about the hotel, except that I believe the price is a bit high; but in light of great location and security, I still believe the hotel is a good value for business travelers.,See my comments above. Excellent rooms, excellent service, good central business district location, and great security. Not cheap for family vacations, but pretty good value for business travelers.",Location:Staff:Value for money
"Review on Makati Shangri-la Manila,Clean, convenient, and with a personal touch.,Expensive.,Personal touch - hotel staffs ability to remember guest very well, can address guest by surname. Making guests feel very welcome, at home and special.",Staff:Food
"An enjoyable stay,If you sign up for the free circles membership at check in then the buffet is half off.",Food:Value for money:Staff
"Modern and high safety in a five-star hotel,I really love this hotel.",Comfort & Facilities
"Excellent hotel, had a pleasant stay,I would recommend this hotel to anyone traveling to Manila.",Staff
"Good location,Awesome place!",Location:Comfort & Facilities
"last try,rooms are to small so pls inform ur customer so they dont get foul",Comfort & Facilities:Staff
"Amazing Hotel !,Amazing Lodge, very stunning ! rooms are ok, but carpet is the main problem... it was smelling, staff very good ! a little bit expensive but it's ok iff will replace carpet with woodflor or tails.",Comfort & Facilities:Staff:Cleanliness
"I'll not come again ,The staff is not helpful ... The swimming pool is out of order I'll never ever think to come back again",Staff
"Receptionist ??,Services location food's,It's good but I hope in general change in future cuz I know this hotel very well , since 2005 , its not same as before .",Staff:Location
"Old hotel,Location and staff,Staff where good hotel is old now funny smells in the room",Comfort & Facilities:Staff:Cleanliness
"Nice location,Food and people",Location
"heavy traffic to get there,Excellent Service except at the Lobby the staff were not attentive and friendly, we sat on Oct 10 between 10-11PM clean and reasonable rate compare to the rest,Comfortable and happy you have excellent service ( Mari Rigg here wife of Barry Rigg)",Staff:Comfort & Facilities
"The hotel internet was weak and the health club,Lobby and location,Was ok but not to the expected",Comfort & Facilities:Internet
"Staff unhelpful, water from taps was black. diffic,Makati Shangri-La Manila Hotel, Manila, Philippines,I have stayed twice now. The 1st visit was really bad. i gave them the benefit of doubt and stayed a second time to see if it improved. now i will never stay again",Staff
"Good experience,Clean & hospitality,Well & comfortable",Comfort & Facilities:Cleanliness
"Overpriced in comparison to other prime hotels.,Cleanliness, Amenities, Complimentaries,The efficiency is also a bit of a problem. The hospitality is a bit lower quality.this might be because I am not a foreigner nor a popular person so the attention is not equal.",Value for money:Staff
"Great Business Hotel for Travelers ,atmosphere, staff, location,Comfortable, best sleep during my 30 day trip through the Philippines",Location:Comfort & Facilities:Staff
"kids love it!,class, comfort and hospitality,totally relaxing!",Comfort & Facilities
"A stay in Shangri-La Manila Hotel,Room, Service and Cleanliness",Staff:Cleanliness
"Worst breakfast buffet for the $$,Read the reviews online regarding the breakfast bufett. First the cost is around $30 US.I went at 9:45 am and EVERY dish was empty. I ordered eggs sat down and Waited and nothing was restocked.,Ok",Food:Value for money:Staff
"not so good,cannot say. over priced",Value for money
