Review Provider,Review ID,Review Content,Review Score,Review Time,normalized_score,Hotel,cleaned_content,label
Agoda,630386496,"Super clean
 
 ",10.0,2023-04-12T01:39:00+07:00,1.0,bai_hotel,,2
Agoda,630074814,"Perfect for a quick stay in Cebu, hotel super clean and beautiful, breakfast is the best ! 
 
 ",10.0,2023-04-11T11:58:00+07:00,1.0,bai_hotel,perfect quick stay cebu hotel super clean beautiful breakfast best,2
Agoda,630016541,"Stayed for a few days waiting for my flight, the disability staff was very nice, Buffay was good, but a little pricey.
 
 ",8.4,2023-04-11T09:35:00+07:00,0.8,bai_hotel,stayed day waiting flight disability staff nice buffay good little pricey,2
Agoda,629997586,"Here is no noisy and staff is all kind, gym is excellent 
 
 ",10.0,2023-04-11T04:57:00+07:00,1.0,bai_hotel,noisy staff kind gym excellent,2
Agoda,630141820,"This hotel has one of the best trained and friendly staff!
 
 ",8.4,2023-04-11T02:45:00+07:00,0.8,bai_hotel,hotel one best trained friendly staff,2
Agoda,629985287,"Very comfortable hotel. Breakfast was nice
 
 ",8.0,2023-04-11T01:26:00+07:00,0.75,bai_hotel,,2
Agoda,629395552,"Sumptuous buffet and excellent customer service 
 
 ",9.2,2023-04-10T11:24:00+07:00,0.8999999999999999,bai_hotel,,2
Agoda,629618464,"We were stranded because of the runaway mishap of KorAir & We extended a full week instead of 2 days.I loved our stay. The room and bathroom is always cleaned nicely. Breakfast buffet food with lots of variety & the pool at night is best for us. Will def want to stay here again. 
 
 ",9.2,2023-04-10T04:03:00+07:00,0.8999999999999999,bai_hotel,stranded runaway mishap korair extended full week instead daysi loved stay room bathroom always cleaned nicely breakfast buffet food lot variety pool night best u def want stay,2
Agoda,629335582,"The hotel is average. Food is okay and service is passable. However due to bad drainage, my daughter slipped and fell in the bathroom, bruising her elbow, knee and hit her temple on the glass shower divider. If you are travelling with kids, double check the bathroom. Swimming pool is not clean too. Too many floating tissue paper and toothpick wrapper. 
 
 ",5.6,2023-04-10T03:38:00+07:00,0.44999999999999996,bai_hotel,hotel average food okay service passable however due bad drainage daughter slipped fell bathroom bruising elbow knee hit temple glass shower divider travelling kid double check bathroom swimming pool clean many floating tissue paper toothpick wrapper,1
Agoda,629108083,"Thank you for being more accommodating and best service for us. Excited to book again at stay in your hotel. Best experienced! 😍
 
 ",10.0,2023-04-09T10:00:00+07:00,1.0,bai_hotel,thank accommodating best service u excited book stay hotel best experienced,2
Agoda,629094346,"The hotel is just 8 km from Cebu airport and to the sea port, with advanced security and very good amenities: several dining options, swimming pool, business club, and I think gym (of that not 100% sure, need to check the site). We stayed only 2 nights, to do day tour to Oslob and Peskador island
 
 ",9.6,2023-04-09T07:09:00+07:00,0.95,bai_hotel,hotel km cebu airport sea port advanced security good amenity several dining option swimming pool business club think gym sure need check site stayed night day tour oslob peskador island,2
Agoda,629228436,"They need to review door locks if it is working. My room is not locking automatically including the manual locks. I was not able to sleep well overthinking about it since I only discovered the issue after taking my breakfast. Without using the keycard my room can easily be opened.
 
 ",8.0,2023-04-09T02:38:00+07:00,0.75,bai_hotel,need review door lock working room locking automatically including manual lock able sleep well overthinking since discovered issue taking breakfast without using keycard room easily opened,2
Agoda,629067923,"Hotel is very clean, love the pool on the 21st floor. They have a good brunch and I highly recommend booking the hotel room with the brunch deal. 20 min from the airport without traffic.  Staff are well trained and helpful.
 
 ",10.0,2023-04-08T08:02:00+07:00,1.0,bai_hotel,hotel clean love pool st floor good brunch highly recommend booking hotel room brunch deal min airport without traffic staff well trained helpful,2
Agoda,628944024,"Staff are so professionals. Customer service is beyond what I expected. Amazing hotel, amazing customer service.
 
 ",10.0,2023-04-08T07:15:00+07:00,1.0,bai_hotel,staff professional customer service beyond expected amazing hotel amazing customer service,2
Agoda,628943942,"Best hotel. Will surely book again. 
 
 ",10.0,2023-04-08T07:13:00+07:00,1.0,bai_hotel,,2
Agoda,628207878,"Highly recommended 
 
 ",9.6,2023-04-07T10:05:00+07:00,0.95,bai_hotel,,2
Agoda,628195637,"had a great stay as always..not the first time and the experience is always fun..thank you!
 
 ",10.0,2023-04-07T07:06:00+07:00,1.0,bai_hotel,great stay alwaysnot first time experience always funthank,2
Agoda,628185764,"Happy for the great service and good food.  Surely we’ll come back. 
 
 ",10.0,2023-04-07T04:11:00+07:00,1.0,bai_hotel,happy great service good food surely well come back,2
Agoda,628404619,"Everything is perfect
 
 ",10.0,2023-04-07T03:28:00+07:00,1.0,bai_hotel,,2
Agoda,628180483,"Room is super clean and rhe breakfast is supern
 
 ",10.0,2023-04-07T02:31:00+07:00,1.0,bai_hotel,,2
Agoda,627356931,"People here are nice. The only problem is that it doesn’t have air exchange fan. It makes the room smells weird and clothes won’t dry at all 
 
 ",7.6,2023-04-06T02:13:00+07:00,0.7,bai_hotel,people nice problem doesnt air exchange fan make room smell weird clothes wont dry,1
Agoda,627153176,"awesome customer service!
 
 ",10.0,2023-04-05T10:09:00+07:00,1.0,bai_hotel,,2
Agoda,626588291,"Breakfast buffet was good, perfect to stuff yourself before your tour! It was also convenient to roam around the city because its easy to book Grab/ Taxis!
 
 ",9.2,2023-04-05T09:48:00+07:00,0.8999999999999999,bai_hotel,breakfast buffet good perfect stuff tour also convenient roam around city easy book grab taxi,2
Agoda,626577904,"We always stay here and highly recommend it to anyone. 
 
 ",10.0,2023-04-05T07:12:00+07:00,1.0,bai_hotel,always stay highly recommend anyone,2
Agoda,626550471,"Nice
 
 ",10.0,2023-04-04T07:40:00+07:00,1.0,bai_hotel,,2
Agoda,626426251,"Thank you bai hotel for the best accommodation and agoda.com for the on line booking. 
 
 ",10.0,2023-04-03T11:48:00+07:00,1.0,bai_hotel,thank bai hotel best accommodation agodacom line booking,2
Agoda,626373575,"Okay.  Great security.  All cars and luggage are professionally inspected. 

Breakfast area is hot. Lots of options though.  Night buffet is expensive but lots of options includes draft beer. 
 
 ",8.8,2023-04-03T08:32:00+07:00,0.8500000000000001,bai_hotel,okay great security car luggage professionally inspected breakfast area hot lot option though night buffet expensive lot option includes draft beer,2
Agoda,626291106,"Exceptional service. Staff are friendly. Will definitely book again soon. 
 
 ",10.0,2023-04-02T09:05:00+07:00,1.0,bai_hotel,exceptional service staff friendly definitely book soon,2
Agoda,626334222,"We enjoyed our stay , definitely I will recommend this place, in fact one of my friends booked already this coming May her name is Alma Estremos. I believe she booked 2 rooms. 
 
 ",10.0,2023-04-02T07:38:00+07:00,1.0,bai_hotel,enjoyed stay definitely recommend place fact one friend booked already coming may name alma estremos believe booked room,2
Agoda,626273552,"Best hotel whether it’s for business or pleasure! Loved the attentiveness of the staff. Buffet breakfast + fitness center also top notch!
 
 ",10.0,2023-04-02T04:28:00+07:00,1.0,bai_hotel,best hotel whether business pleasure loved attentiveness staff buffet breakfast fitness center also top notch,2
Agoda,626270366,"Home away from home
 
 ",10.0,2023-04-02T03:23:00+07:00,1.0,bai_hotel,,2
Agoda,626221432,"Accessibility for my needs during that time…
 
 ",10.0,2023-04-01T10:16:00+07:00,1.0,bai_hotel,,2
Agoda,626219391,"Floors were absolutely disgusting a dirty! I put a towel on the floor, Cleaned it myself! Towel was black after! The smell of sewage was unreal. Outside 
 
 ",5.6,2023-04-01T09:48:00+07:00,0.44999999999999996,bai_hotel,floor absolutely disgusting dirty put towel floor cleaned towel black smell sewage unreal outside,1
Agoda,626212615,"This was a great stay!
 
 ",9.2,2023-04-01T07:54:00+07:00,0.8999999999999999,bai_hotel,,2
Agoda,626189493,"I love my stay for 2 days in bai hotel. Just entering the hotel, i feel the warmth welcome of the staffs. They are all presentable and well groomed. Very polite and greets you with a smile whenever you see them anywhere . I love their service! Exceptional service.
 
 ",10.0,2023-03-31T11:14:00+07:00,1.0,bai_hotel,love stay day bai hotel entering hotel feel warmth welcome staff presentable well groomed polite greets smile whenever see anywhere love service exceptional service,2
Agoda,626152055,"Second time that we've stayed here in a month. First time was 4 days and it was excellent. Once again, longest buffet line that I've ever seen and it's good. Use the pool they have good drink specials every night. Second time we stayed there with just overnight to catch a plane. Staff is great I would recommend William M
 
 ",10.0,2023-03-31T09:12:00+07:00,1.0,bai_hotel,second time weve stayed month first time day excellent longest buffet line ive ever seen good use pool good drink special every night second time stayed overnight catch plane staff great would recommend william,2
Agoda,626179711,"No individualized attention to issues 
 
 ",2.0,2023-03-31T06:11:00+07:00,0.0,bai_hotel,,0
Agoda,626091927,"Worth the stay
 
 ",8.0,2023-03-30T11:13:00+07:00,0.75,bai_hotel,,2
Agoda,626081427,"Longest breakfast buffet I've ever seen and delicious! Facilities are kept up to date, the rooms are clean and beds are comfy. Don't mark this one off your list simply because it's not on the beach. Nice pool up on the roof with short orders and drinks. Nice place to watch the sunset
 
 ",9.6,2023-03-30T08:18:00+07:00,0.95,bai_hotel,longest breakfast buffet ive ever seen delicious facility kept date room clean bed comfy dont mark one list simply beach nice pool roof short order drink nice place watch sunset,2
Agoda,626014823,"Friendly and professional staff that bows. Very clean and pleasing to the eyes. Great choices of falicities, with a pool, bar, lounge area.
 
 ",10.0,2023-03-29T09:14:00+07:00,1.0,bai_hotel,friendly professional staff bow clean pleasing eye great choice falicities pool bar lounge area,2
Agoda,625931441,"Amenities is very good but Very slow internet connection. 
 
 ",10.0,2023-03-28T07:38:00+07:00,1.0,bai_hotel,,2
Agoda,625967257,"Spacious room very approachable and friendly staff. Hands up! 
 
 ",9.6,2023-03-28T04:30:00+07:00,0.95,bai_hotel,,2
Agoda,623976444,"Best hotel in cebu 
 
 ",10.0,2023-03-25T10:59:00+07:00,1.0,bai_hotel,,2
Agoda,623974239,"Really nice hotel one of the best options in Cebu.. considering the quality of the room and facilities vs. price paid. Good food, gym, lovely staff..try to choose rooms not facing directly the street.. soundproofing is still good.. but not at European standards. Beautiful rooftop bar and close to a mall to walk and stretch legs..hope pedestrians walkways/roads will be improved for the future..as now is a disaster (not hotel but local authorities fault)..wake up tourists need basic infrastructure 
 
 ",9.6,2023-03-25T10:36:00+07:00,0.95,bai_hotel,really nice hotel one best option cebu considering quality room facility v price paid good food gym lovely stafftry choose room facing directly street soundproofing still good european standard beautiful rooftop bar close mall walk stretch legshope pedestrian walkwaysroads improved futureas disaster hotel local authority faultwake tourist need basic infrastructure,2
Agoda,624332176,"good for r&r
 
 ",7.2,2023-03-25T04:50:00+07:00,0.65,bai_hotel,,1
Agoda,624271646,"Staff members are helpful and will always greet you with a smile. I like all the facilities, cleanliness nd very accomodating. Breakfast is also good, has variety of cuisine! 
 
 ",10.0,2023-03-25T03:54:00+07:00,1.0,bai_hotel,staff member helpful always greet smile like facility cleanliness nd accomodating breakfast also good variety cuisine,2
Agoda,622817561,"Very clean. Professional staff. Located just out of the bustling city, but nearby. Not too far from airport. Close to shopping mall. Food is great. Samsung smart tv can connect to mobile phone. Coffee shop. Hygiene supplies smell good, have hair dryer. Overall, a great place.
 
 ",10.0,2023-03-24T10:41:00+07:00,1.0,bai_hotel,clean professional staff located bustling city nearby far airport close shopping mall food great samsung smart tv connect mobile phone coffee shop hygiene supply smell good hair dryer overall great place,2
Agoda,621788754,"Friendly staff, nice roofdeck bar, near airport
 
 ",10.0,2023-03-23T03:37:00+07:00,1.0,bai_hotel,,2
Agoda,620989776,"We really enjoyed our stay here. Felt like a luxury hotel with the rooftop pool. Buffet breakfast was delicious and plenty of options for people with eating restrictions. The staff went above and beyond to ensure we had a wonderful stay. I highly recommend this hotel if you will be staying in Cebu! 
 
 ",10.0,2023-03-23T02:13:00+07:00,1.0,bai_hotel,really enjoyed stay felt like luxury hotel rooftop pool buffet breakfast delicious plenty option people eating restriction staff went beyond ensure wonderful stay highly recommend hotel staying cebu,2
Agoda,619555402,"This hotel is massive. Too big for me. The breakfast buffet was a bit overwhelming - far too many people, lots of noise, a bit intimidating. 

I think we’ll stay in other hotels next time. 
 
 ",6.4,2023-03-22T12:37:00+07:00,0.55,bai_hotel,hotel massive big breakfast buffet bit overwhelming far many people lot noise bit intimidating think well stay hotel next time,1
Agoda,619923712,"Here theresa pla. It is a nice safety accommodation 
 
 ",10.0,2023-03-22T07:03:00+07:00,1.0,bai_hotel,,2
Agoda,616954882,"the overall hotel experience was superb, front desk staff were very accommodating and hospitable, however our breakfast buffet was somewhat traumatizing. there was this Cafe Bai crew, who kept on standing by our table and always observing our every move which made us very uncomfortable, although other Cafe Bai staff were very accomodating, this particular crew kept on standing on our side and looking at us as if we are criminals. this really ruined our buffet experience, thinking this is not our 1st time dining at Cafe bai. I placed my son's cereal on a paper cup for several reasons, one it is safer than breakable ceramic, and secondly, taking away the cereal of my 5 y.o. child would mean him crying and crying, it would have been more humane if that staff gave a consideration to the child for, but I believe doing that judging stance is uncalled for and very unprofessional. but over all our bai weekend was a very nice experience 
 
 ",8.8,2023-03-20T12:33:00+07:00,0.8500000000000001,bai_hotel,overall hotel experience superb front desk staff accommodating hospitable however breakfast buffet somewhat traumatizing cafe bai crew kept standing table always observing every move made u uncomfortable although cafe bai staff accomodating particular crew kept standing side looking u criminal really ruined buffet experience thinking st time dining cafe bai placed son cereal paper cup several reason one safer breakable ceramic secondly taking away cereal yo child would mean cry cry would humane staff gave consideration child believe judging stance uncalled unprofessional bai weekend nice experience,2
Agoda,618182173,"Very nice and great staff. Better buffet then the Spiril in Manila.
 
 ",10.0,2023-03-20T10:13:00+07:00,1.0,bai_hotel,nice great staff better buffet spiril manila,2
Agoda,617752466,"great staff!
 
 ",10.0,2023-03-20T02:26:00+07:00,1.0,bai_hotel,,2
Agoda,617752472,"great staff!
 
 ",10.0,2023-03-20T02:26:00+07:00,1.0,bai_hotel,,2
Agoda,616803150,"You cannot do better at any price. Best hotel and staff!!!
 
 ",10.0,2023-03-19T09:32:00+07:00,1.0,bai_hotel,better price best hotel staff,2
Agoda,615680915,"Me, my husband and my in-laws stayed here for nearly 3 weeks and I'm amazed by the staff's hospitality! they were very accomodating and helpful and that won us over. Place was tidy, modern and it's accessible. Definitely worth what we paid for.  We have made this our preferred hotel for our Cebu visits.
 
 ",8.4,2023-03-19T04:37:00+07:00,0.8,bai_hotel,husband inlaws stayed nearly week im amazed staff hospitality accomodating helpful u place tidy modern accessible definitely worth paid made preferred hotel cebu visit,2
Agoda,613570747,"Very clean. Had been updated. Recommend the restaurants. Pool great. 24 hour room service
VERY reasonably priced. Breakfast buffet outstanding
 
 ",9.6,2023-03-17T12:47:00+07:00,0.95,bai_hotel,clean updated recommend restaurant pool great hour room service reasonably priced breakfast buffet outstanding,2
Agoda,613609655,"Very Nice hotel to stay
 
 ",10.0,2023-03-17T01:35:00+07:00,1.0,bai_hotel,,2
Agoda,612043927,"One of the nicest and high-end hotels I've ever tried, with very friendly staff. Would come back here soon! I'd give 5 out of 5! 
 
 ",10.0,2023-03-16T02:34:00+07:00,1.0,bai_hotel,one nicest highend hotel ive ever tried friendly staff would come back soon id give,2
Agoda,610492347,"really nice hotel. just a pity that staff are not aware of hotel offerings and offerings of establishments on hotel property
 
 ",10.0,2023-03-15T12:38:00+07:00,1.0,bai_hotel,really nice hotel pity staff aware hotel offering offering establishment hotel property,2
Agoda,611149955,"Its not worth the money, food is expensive and ok we got a few beers from the local 7 Eleven and we couldn’t take them to our room, requests are often forgotten or take a really long time…
 
 ",5.2,2023-03-15T11:35:00+07:00,0.4,bai_hotel,worth money food expensive ok got beer local eleven couldnt take room request often forgotten take really long time,1
Agoda,611729838,"Nice and clean
 
 ",10.0,2023-03-15T09:29:00+07:00,1.0,bai_hotel,,2
Agoda,611729799,"I love the hotel..clean , big rooms , nice food and friendly staff
 
 ",10.0,2023-03-15T09:28:00+07:00,1.0,bai_hotel,love hotelclean big room nice food friendly staff,2
Agoda,610920430,"You get what you pay for.
As usual, fairly robotic interactions, including, and I particular when I wanted to eat my banh mi 300 peso roll (from ourside), up on the side know....they wanted up to 2000 pesos corkage fee!!! ( "" company policy sir"")
 
 ",6.8,2023-03-15T07:45:00+07:00,0.6,bai_hotel,get pay usual fairly robotic interaction including particular wanted eat banh mi peso roll ourside side knowthey wanted peso corkage fee company policy sir,1
Agoda,609688972,"It was a nice trip.  We enjoyed swimming pool in the hotel.  
I asked chopstick by call.  They gave it.  But I was told that this time is free, but next time, it costs money.  Why?
 
 ",8.4,2023-03-14T11:13:00+07:00,0.8,bai_hotel,nice trip enjoyed swimming pool hotel asked chopstick call gave told time free next time cost money,2
Agoda,609658918,"The only thing was the rooms were so cold could not get the rooms warm 
 
 ",10.0,2023-03-14T10:35:00+07:00,1.0,bai_hotel,thing room cold could get room warm,2
Agoda,608475009,"IT'S THE BEST!
 
 ",10.0,2023-03-13T07:04:00+07:00,1.0,bai_hotel,,2
Agoda,608321548,"Rooms at clean with ample amenities.   Rodalyn at the front desk was friendly and helpful.  This Hotel does have a couple nice rooftop bars / restaurants, one of which has live music.  The rooftop pool alongside the bar/restaurant has good views.
 
 ",10.0,2023-03-13T02:59:00+07:00,1.0,bai_hotel,room clean ample amenity rodalyn front desk friendly helpful hotel couple nice rooftop bar restaurant one live music rooftop pool alongside barrestaurant good view,2
Agoda,608743055,"Great location great staffs nice bed and rooms
 
 ",10.0,2023-03-13T02:48:00+07:00,1.0,bai_hotel,,2
Agoda,608319966,"We had our conference at the hotel so I’ve decided to booked at Bai…while I am the conference my kids were left in the room. They just ordered food there…beforehand I advised the front desk about me leaving my kids in the room…they assured me of the safety of my kids even if they would go on swimming during the day. Thank you🙏🏻
 
 ",10.0,2023-03-13T02:42:00+07:00,1.0,bai_hotel,conference hotel ive decided booked baiwhile conference kid left room ordered food therebeforehand advised front desk leaving kid roomthey assured safety kid even would go swimming day thank,2
Agoda,608710067,"Awesome pool bar and very professional staff. Beautiful view! 
Great breakfast, however, mainly Asian. 
 
 ",9.2,2023-03-13T01:58:00+07:00,0.8999999999999999,bai_hotel,awesome pool bar professional staff beautiful view great breakfast however mainly asian,2
Agoda,607775376,"A well known hotel to stay in its a 5 star hotel and good prices to stay there 👌 
 
 ",10.0,2023-03-12T11:47:00+07:00,1.0,bai_hotel,well known hotel stay star hotel good price stay,2
Agoda,608200645,"Excellent service
Clean and comfortable rooms
 
 ",9.6,2023-03-12T11:05:00+07:00,0.95,bai_hotel,,2
Agoda,608096522,"One of the best in cebu
 
 ",10.0,2023-03-12T08:06:00+07:00,1.0,bai_hotel,,2
Agoda,607527929,"Nice hotel to stay for relaxation.
I'd stay this hotel because I came from UCmed.
So from hospital to this hotel.

Thank you.
 
 ",10.0,2023-03-12T07:11:00+07:00,1.0,bai_hotel,nice hotel stay relaxation id stay hotel came ucmed hospital hotel thank,2
Agoda,606081181,"I consider Bai hotel my second home in Cebu as i feel so comfortable in this hotel, it has all the amenities i need and a select of resto in the ground floor, sufficient parking area and a cafe and parlor juat outside the hotel. 
 
 ",10.0,2023-03-11T06:25:00+07:00,1.0,bai_hotel,consider bai hotel second home cebu feel comfortable hotel amenity need select resto ground floor sufficient parking area cafe parlor juat outside hotel,2
Agoda,605121750,"bai Hotel is one of the hotels I will most likely recommend to my friends mostly because of its affordability, considering its amenities and its service, and mostly because of the hospitality of their staff. They treat people one and the same—even if you are a student, a child, or even if you look like you cannot afford to stay in the hotel. 😅 

The rooms are clean, too. There's only 1 thing lacking, a convenience store beside the hotel.
Overall, Highly recommended!
 
 ",9.6,2023-03-10T11:22:00+07:00,0.95,bai_hotel,bai hotel one hotel likely recommend friend mostly affordability considering amenity service mostly hospitality staff treat people one sameeven student child even look like afford stay hotel room clean there thing lacking convenience store beside hotel overall highly recommended,2
Agoda,605414374,"My wife loved this place
 
 ",9.6,2023-03-10T05:36:00+07:00,0.95,bai_hotel,,2
Agoda,604541007,"Highly remcomended, the breakfast buffet was super and caters all the likes of my young nephew and nieces
 
 ",10.0,2023-03-09T02:45:00+07:00,1.0,bai_hotel,highly remcomended breakfast buffet super caters like young nephew niece,2
Agoda,604268624,"the best hotel in cebu!!! the breakfast buffet is super B! the staffs are all friendly and courteous! 
 
 ",10.0,2023-03-09T02:36:00+07:00,1.0,bai_hotel,best hotel cebu breakfast buffet super b staff friendly courteous,2
Agoda,603957537,"The staff are top rated with all the services, treatment  was  a high class, we feel all the best comfort, i can feel what really vacations is,,, thanks to the receptionist in the morning who gave me the pen as i beg just for a souvenir… I highly recommend this to all my friends in saudi who plans to visit cebu
 
 ",10.0,2023-03-08T12:18:00+07:00,1.0,bai_hotel,staff top rated service treatment high class feel best comfort feel really vacation thanks receptionist morning gave pen beg souvenir highly recommend friend saudi plan visit cebu,2
Agoda,603945287,"Best hotel for service and price in cebu 
 
 ",10.0,2023-03-08T11:51:00+07:00,1.0,bai_hotel,,2
Agoda,603909719,"All over experience is very good, staff are accomodating, meet the expectation for a five star hotel... Highly recommended...
 
 ",10.0,2023-03-08T09:43:00+07:00,1.0,bai_hotel,experience good staff accomodating meet expectation five star hotel highly recommended,2
Agoda,603981608,"highly recommended👍👍👍
 
 ",10.0,2023-03-08T01:27:00+07:00,1.0,bai_hotel,,2
Agoda,602825445,"Outdated Hotel..
 
 ",6.0,2023-03-07T04:43:00+07:00,0.5,bai_hotel,,1
Agoda,603033805,"Our time at Bai Hotel was amazing! I was at the infinity pool every evening and had a perfect view of the city and sunsets. Staff were very friendly and accommodating. Would definitely stay again ! 
 
 ",9.2,2023-03-07T02:03:00+07:00,0.8999999999999999,bai_hotel,time bai hotel amazing infinity pool every evening perfect view city sunset staff friendly accommodating would definitely stay,2
Agoda,602703682,"New Korea city 
 
 ",5.2,2023-03-06T08:01:00+07:00,0.4,bai_hotel,,1
Agoda,602700963,"bathroom glass only half and after shower then you can see the water in everywhere.  but security and location is very well ,especially near park mall is very convenient 
 
 ",9.6,2023-03-06T07:23:00+07:00,0.95,bai_hotel,bathroom glass half shower see water everywhere security location well especially near park mall convenient,2
Agoda,602407279,"Bai always delivers!
 
 ",10.0,2023-03-05T10:43:00+07:00,1.0,bai_hotel,,2
Agoda,602405391,"Good location near Park Mall. Excellent buffet. Beautiful rooftop pool. Very comfortable room with a comfortable bed.
 
 ",9.2,2023-03-05T10:23:00+07:00,0.8999999999999999,bai_hotel,good location near park mall excellent buffet beautiful rooftop pool comfortable room comfortable bed,2
Agoda,602389073,"Excellent breakfast buffet good location 
 
 ",10.0,2023-03-05T06:23:00+07:00,1.0,bai_hotel,,2
Agoda,602378800,"The Bai is our go-to hotel in Cebu. The rooms are clean and comfortable. The staff, very friendly and helpful.  Breakfast is great, evening buffet so much to choose from and so delicious! We feel at home here.

This stay we met one of the most wonderful, warm and friendly people ever at the morning breakfast. Merry went out of her way to make sure we were completely taken care of both mornings. Be sure to ask to sit in her section. You will love her!
 
 ",9.6,2023-03-05T03:00:00+07:00,0.95,bai_hotel,bai goto hotel cebu room clean comfortable staff friendly helpful breakfast great evening buffet much choose delicious feel home stay met one wonderful warm friendly people ever morning breakfast merry went way make sure completely taken care morning sure ask sit section love,2
Agoda,602462665,"Very nice and clean. The staff are approachable.
 
 ",10.0,2023-03-05T02:21:00+07:00,1.0,bai_hotel,,2
Agoda,602441000,"go
 
 ",10.0,2023-03-05T01:08:00+07:00,1.0,bai_hotel,,2
Agoda,602440467,"I definitely enjoyed my stay here. The staff were so kind and the room itself was good! Will definitely stay here again when I drop by Cebu❤️
 
 ",10.0,2023-03-05T01:02:00+07:00,1.0,bai_hotel,definitely enjoyed stay staff kind room good definitely stay drop cebu,2
Agoda,601880588,"Our 4th time staying in Bai Hotel. The hotel services and facilities are getting better. Highly recommended!
 
 ",10.0,2023-03-03T08:56:00+07:00,1.0,bai_hotel,th time staying bai hotel hotel service facility getting better highly recommended,2
Agoda,601839886,"Very good hotel
Clean room
 
 ",10.0,2023-03-03T03:14:00+07:00,1.0,bai_hotel,,2
Agoda,601461880,"Great
 
 ",10.0,2023-03-02T05:49:00+07:00,1.0,bai_hotel,,2
Agoda,601226900,"Hope they check the room sink as well. If it's clogged up or not. 
 
 ",7.2,2023-03-01T12:53:00+07:00,0.65,bai_hotel,hope check room sink well clogged,1
Agoda,601320431,"Great value and staff
 
 ",10.0,2023-03-01T08:40:00+07:00,1.0,bai_hotel,,2
Agoda,601059296,"refund on front desk cancellation would be great, but other than this it's all perfect.
 
 ",10.0,2023-02-28T09:37:00+07:00,1.0,bai_hotel,refund front desk cancellation would great perfect,2
Agoda,601059325,"Value for your money and service I feel warm welcome and most friendly staff
Great location between the airport and the cebu city 
 
 ",10.0,2023-02-28T09:36:00+07:00,1.0,bai_hotel,value money service feel warm welcome friendly staff great location airport cebu city,2
Agoda,601047289,"The best hotel
 
 ",10.0,2023-02-28T06:13:00+07:00,1.0,bai_hotel,,2
Agoda,600998193,"Celebrated New Year’s Eve in Bai. Great party . Really liked it
 
 ",10.0,2023-02-27T12:58:00+07:00,1.0,bai_hotel,celebrated new year eve bai great party really liked,2
Agoda,600870574,"The staff are friendly and accommodating ,clean room and accessible from shop to everything 👍🏽
 
 ",10.0,2023-02-27T06:59:00+07:00,1.0,bai_hotel,staff friendly accommodating clean room accessible shop everything,2
Agoda,600213962,"Bai hotel is clean & spacious. Staff are accomodating & very helpful. 
 
 ",10.0,2023-02-26T10:49:00+07:00,1.0,bai_hotel,bai hotel clean spacious staff accomodating helpful,2
Agoda,600132014,"The staff are very accommodating and hospitable, love to go back next time.
GODBLESS..
 
 ",10.0,2023-02-26T09:23:00+07:00,1.0,bai_hotel,staff accommodating hospitable love go back next time godbless,2
Agoda,598976115,"Outstanding with excellent service. Good location. Decent price
 
 ",10.0,2023-02-25T12:19:00+07:00,1.0,bai_hotel,,2
Agoda,599459755,"But the pool area service is poor , waited over 1 hour for our drinks , and we can’t order food after 9:30 but we see other tables get food ? Looks like they don’t like my money , so we going go somewhere else to eat . 
 
 ",7.6,2023-02-25T02:38:00+07:00,0.7,bai_hotel,pool area service poor waited hour drink cant order food see table get food look like dont like money going go somewhere else eat,1
Agoda,598906303,"Great hotel, very courteous and helpful always . Very friendly and professional. Their rooftop pool was beautiful. The view amazing. I highly recommend the hotel. 
 
 ",10.0,2023-02-24T10:57:00+07:00,1.0,bai_hotel,great hotel courteous helpful always friendly professional rooftop pool beautiful view amazing highly recommend hotel,2
Agoda,598249921,"Nice place for the price. It was 4400 per day for 2 persons. Breakfast was included. Breakfast is much more better that in Ascott Hotel, where it is poor. We liked very much swimming pool and beds near it! 
 
 ",10.0,2023-02-24T07:25:00+07:00,1.0,bai_hotel,nice place price per day person breakfast included breakfast much better ascott hotel poor liked much swimming pool bed near,2
Agoda,598705316,"The best. 
 
 ",10.0,2023-02-24T06:12:00+07:00,1.0,bai_hotel,,2
Agoda,598144714,"Very Nice Hotel and Location....
 
 ",10.0,2023-02-24T04:26:00+07:00,1.0,bai_hotel,,2
Agoda,597265937,"The best
 
 ",10.0,2023-02-23T12:15:00+07:00,1.0,bai_hotel,,2
Agoda,597698984,"If a good nights sleep is what you’re looking for, then choose another hotel, this one is very noisy with doors slamming day and night, housekeeping are very noisy and have no consideration for those trying to sleep, you can here others in rooms above and next door, no hot water from taps, only hot water is from the shower, beds uncomfortable and lumpy, plug and charging points are very limited, forget trying to charge many items at once. Will never stay here again, will pay more for better service and accommodation.
 
 ",5.2,2023-02-23T02:31:00+07:00,0.4,bai_hotel,good night sleep youre looking choose another hotel one noisy door slamming day night housekeeping noisy consideration trying sleep others room next door hot water tap hot water shower bed uncomfortable lumpy plug charging point limited forget trying charge many item never stay pay better service accommodation,1
Agoda,597181120,"It was nice and smooth stay. The Staff are nice and friendly. 
 
 ",9.2,2023-02-22T10:22:00+07:00,0.8999999999999999,bai_hotel,nice smooth stay staff nice friendly,2
Agoda,596565657,"Highly recommended for having an awesome staff--with strong attention to details. I WAS TRULY IMPRESSED!
 
 ",9.6,2023-02-22T02:34:00+07:00,0.95,bai_hotel,highly recommended awesome staffwith strong attention detail truly impressed,2
