Review Score,Review Content,normalized_score
10.0,"My top choice accommodation whenever I go to Cebu
 
 ",1.0
10.0,"インターネットの繋がりも清潔さもスタッフのホスピタリティも良かったです。
 
 ",1.0
10.0,"Good service, delicious food. Definitely gonna come back
 
 ",1.0
10.0,"I always stay here 5-6 times a year. Great staff and value. 
 
 ",1.0
10.0,"The hotel was perfect for my needs. Had everything I wanted and was full of super friendly staff that would literally go out of their way in every aspect to make sure your stay was comfortable and accommodating. Luke in the lobby bar was outstanding and their live entertainment was second to none! A+
 
 ",1.0
6.4,"Impressive right when upon entry  feel- good relaxing hotel.  Awesome plants location and selection .
I just have to comment that while the hanging seats at the resto were aesthetically great, its functionality is sacrificed as its hard to to eat while at it✌️ guess not limited to seniors like us rather even otherwise. 
 
 ",0.55
8.0,"Nice place to stay
 
 ",0.75
8.0,"Nice place to stay
 
 ",0.75
10.0,"Everything about the hotel is first rate! The roof top bar has awesome views but just have drinks there because the food is horrible!
The rooms are very comfortable, great aircon, plenty of hot water, everything very clean! 
 
 ",1.0
10.0,"We would absolutely stay again. We loved everything about this hotel: the pleasant and helpful staff,  multiple buffets that had a wide variety of main dishes and desserts plus was affordable, excellent gym and pool, excellent ground floor and roof top lounges.

Excellent bang for the buck. We will definitely return! 

Harjeet Bongbong Singh
 
 ",1.0
10.0,"Exceptional. 
 
 ",1.0
9.6,"Our stay at the property was excellent. The facilities were top-notch, including the pool and amenities. The staff was friendly and accommodating. We had no issues with cleanliness or Wi-Fi. Although the location was not perfect, it was still easily walkable to nearby attractions. Overall, we highly recommend this property for its value for money and exceptional facilities.
 
 ",0.95
10.0,"The room was very comfortable and clean … loved the fluffy pillows .
 
 ",1.0
10.0,"Noce, clean and comfy
 
 ",1.0
8.4,"The best hotel!
 
 ",0.8
10.0,"Friendly staff special mention to Sir Jethro from the Front Desk, he is very friendly, accommodating and wears a smile. 
 
 ",1.0
8.8,"polite staff and had a coffeeshop downstairs
 
 ",0.8500000000000001
10.0,"I stay here 5 times a year for 2 weeks at a time. Beds are so comfortable, rooms are always clean, showers have amazing water pressure, staff is always very friendly and helpful and the buffet is very delicious. Pool area is awesome too with a view to share on social media. 
 
 ",1.0
10.0,"High marks👍
This place covers everything I want in a hotel. Great staff, food and facilities all in one 🙏
Cheers!

 
 ",1.0
8.4,"you are just nearby and not too traffic here.
 
 ",0.8
10.0,"Nice Hotel, Clean and near.

I just don’t like the water from shower. It feels like slimy. I got pimples every time I come in cebu and booked in Bai Hotel. But over all are okay. I like the breakfast food. Thanks Bai Hotel
 
 ",1.0
9.2,"Our recent stay at this property was fantastic. The facilities were exceptional, especially the pool which was clean and well-maintained. The housekeeping was also top-notch, keeping our room spotless throughout our stay. The breakfast offered a good variety of options and was enjoyable. The bathroom was clean and modern. The location was convenient for exploring the city and the parking was a nice bonus. The staff were friendly and helpful, although there were a few minor issues with their service. Overall, we had a great experience and would definitely recommend this property for anyone looking for a comfortable and enjoyable stay.
 
 ",0.8999999999999999
10.0,"Will check in again
 
 ",1.0
10.0,"Value for your money
 
 ",1.0
7.6,"Good buffet, a little pricey but good 
 
 ",0.7
9.6,"Staffs are all accommodating.
Facilities are clean and exceptional.
Internet access is reliable.
Location wise.
Got the taste of delicious food here.
Overall....RECOMMENDABLE.
 
 ",0.95
10.0,"I love the room so clean and the aircon is really working good..the staff are so nice..
 
 ",1.0
10.0,"Bai is one of the best place to stay in Cebu not just because of its cleanliness,  and service but its location puts you in the middle of everything in Cebu, not to mention their big and gorgeous rooms.
 
 ",1.0
10.0,"Exceptional hotel
 
 ",1.0
10.0,"I’ve been back and forth to the Philippines for many years, I’ve stayed at lovely places, Airbnb’s, other top shelf hotels all over PH, and it’s a pleasure writing this, I am simply beyond impressed. The quality of service,  the food, the caring attentiveness of the staff, the rooms, and really, the all-around positive energy of this hotel is simply remarkable, frankly memorable.  Could not recommend Bai Hotel more highly. A giant yes! 
 
 ",1.0
8.8,"
Great stay with helpful staff
The hotel provided a great experience for our family with young children. The staff were very helpful throughout our stay. The cleanliness of the property was exceptional. The breakfast was delicious and had a great variety. The view from our room was amazing. The location was convenient for shopping but the parking was a bit difficult. The walkability to nearby attractions was not ideal. Overall, it was a good value for money and we would recommend it for families.

 
 ",0.8500000000000001
10.0,"Thank you so much, bai Hotel! I truly enjoyed my birthday! They gave me a cake straight to my room! Their rookdeck bar also gave me 2 free shots because it's my birthday! Staff are so nice and accommodating. 
 
 ",1.0
7.6,"As the title goes. I went there for the buffet. Would be nice if they have the option for e-pays like gcash or paymaya. Just weird that they don't have this option.
 
 ",0.7
10.0,"All went well.  Needs to improve in terms of bfast choices especially on main dish.  I would also like to suggest the relocation of smoking area in the pool bar as the smoke irritate those who swim and stay in the pool bar.
 
 ",1.0
10.0,"Check-in & check-out were seamless, thanks to Marjurie and her team at the front desk! Spectacular city lights view from the 21st-floor pool & restaurant. The gym opens at 6am! Clean & spacious rooms and most of all the world-class sumptuous breakfast buffet! Their rich ""sikwate"" - Filipino Hot Chocolate is a must-try;)
 
 ",1.0
10.0,"This hotel is comfortable, clean, and the surrounding facilities are so well-equipped
 
 ",1.0
10.0,"Every time I  come to Cebu, Philippines I stay at the Bai Hotel. Great service, great staff and a great room. Always clean which makes feel very comfortable. 
 
 ",1.0
10.0,"What u expected is what u get awsome nice clean good food and good crew
 
 ",1.0
8.8,"Good food, nice place, great people!  I cannot help asking myself, when am I coming back?  Soon!
 
 ",0.8500000000000001
10.0,"Customer service is superb! Every staff we've encountered is polite, respectful, and always willing to help. They always smile and are very welcoming. We were a group of 3 and they upgraded us to a bigger deluxe room to comfortably accommodate an extra bed even if we didn't ask for it. This is also conveniently located within a 5-minute walk to Parkmall and about 10-minute ride to SM City Cebu.
 
 ",1.0
4.8,"Just  an old hotel. Mold smells everywhere accept the actual gym. Very strong in the Japanese restaurant. I became sick as a result. Staff was nice but they need a new hotel
 
 ",0.35
10.0,"Great place to stay where you’re right by the city but not smack dab in the middle where the traffic is enough to want you going back home. Everything is awesome! The buffet, the upstairs pool, & the rooms were great. Only thing is that the 5th floor has this musty smell that won’t seem to go away. Proper ventilation would do the trick.
 
 ",1.0
10.0,"Excellent 
 
 ",1.0
10.0,"The variety of food is PERFECT!!! My mom loves their coffee so so much!!! 
 
 ",1.0
6.8,"Highly commended , definitely  its  my  hotel of choice in CEBU specially to  all the  service crews and staff… Keep it up!
 
 ",0.6
10.0,"I recently had the pleasure of staying at BAI Hotel in Mandaue, and I must say it was an absolutely incredible experience from start to finish. This hotel truly deserves its reputation as one of the best in the area.

From the moment we arrived, we were greeted with warm smiles and a level of courtesy that set the tone for our entire stay. The staff at BAI Hotel are not only professional but also genuinely friendly and accommodating. They go above and beyond to ensure that guests have a memorable and comfortable stay. What impressed me the most was that they never once said no to any of our requests. Whether it was arranging transportation, providing recommendations for local attractions, or accommodating special dietary needs, they always found a way to make it happen.

The hotel itself is a masterpiece of design and architecture. The moment you step into the lobby, you are greeted by a stunning blend of modern elegance and Filipino culture. The attention to detail in the interior decor is remarkable. The rooms are spacious, well-appointed, and offer breathtaking views of the city or the sea, depending on your preference. The cleanliness and overall maintenance of the property were impeccable.

One of the standout features of BAI Hotel is the dining options. The restaurants on-site serve a wide range of culinary delights, from local Filipino cuisine to international dishes, all prepared with precision and flavor. The breakfast buffet was a particular highlight, offering a diverse selection of fresh and delicious options to start your day.

The hotel's amenities, including the pool and fitness center, are top-notch, ensuring that guests have plenty of ways to relax and unwind during their stay. Additionally, the hotel's location in Mandaue is convenient, with easy access to nearby attractions and transportation hubs.

In conclusion, BAI Hotel in Mandaue exceeded all our expectations. It's a place where luxury, exceptional service, and beautiful surroundings come tog
 
 ",1.0
10.0,"Our stay in Cebu has never been this beautiful.  The customer service has been very consistent from the time we check in to room clean up to buffet breakfast. :) Credits to this hotel for having a well trained team dedicated to assist every customer. Your rooms are very clean, pool has a great city view, spa is great plus the gym is amazing. ❤️

Definitely this travel is one for the books. 
 
 ",1.0
8.8,"The staff are always there to help. I enjoyed my stay because of the nice bed and good food.
 
 ",0.8500000000000001
10.0,"Perfect place for quick getaway near the city.
 
 ",1.0
8.4,"Room wall needs minor repainting due to little yellow stains. Also, we were looking for the miso soup in the bfast buffet, not sure if they ran out or there was none. Otherwise, the staff overall and good food makes up for it. 
 
 ",0.8
10.0,"My husband, my mother, my brother and his family had an awesome stay at Bai Hotel.. We were all amazed at how their great staff took care of us.. their buffet breakfast was exceptional & well deserving of recognition.. love the location as well.. their pool had an awesome view of the city.. we will definitely come back, when given the chance.
 
 ",1.0
8.8,"My family and I celebrated my grandfather’s birthday here and it was so fun, he was so happy esp when the staff greeted him a happy birthday in the buffet area. At night we had some cool drinks in their restobar with some live music just enjoying. Lastly, the room was so neat and tidy and honestly spacious. Great place!
 
 ",0.8500000000000001
10.0,"Best hotel in Cebu!!
 
 ",1.0
10.0,"Amazing stay and will definitely come back for our anniversary 
 
 ",1.0
8.8,"Very near to a shopping mall. Easy to find restaurants.
 
 ",0.8500000000000001
10.0,"I give 5 star . Hotel staff are Very accomodation. Facility are good . Food ate great. They even give US extra Water with no charge for our tour even pack our buffet breakfast. Thank u so much bai.
 
 ",1.0
9.2,"I Love the BAI Hotel it's Awesome 
 
 ",0.8999999999999999
10.0,"Been to this hotel 3 times and staff are all courteous. Buffet breakfast has many options. 
 
 ",1.0
10.0,"The room is very well suited for our needs. The staff were very respectful and helpful.  I also appreciate the security they installed for the safety of the guest. Thank you.
 
 ",1.0
9.6,"We stayed for 2 nights as the venue for my daughter's debut is also in this hotel. The hotel is clean with friendly and helpful staff. Unfortunately we were unable to use their facilities i. e. Pool, gym etc as we were busy preparing for my daughter's debut. The morning breakfast is a bit underwhelming. I think it is not worth to pay the breakfast fee on it's own. It's okay if it's included in the room price.  Anyhow we enjoyed our stay overall and will be back again. 
 
 ",0.95
10.0,"nice and clean 🤍
 
 ",1.0
10.0,"nice place and breakfast was so good
 
 ",1.0
10.0,"Vacation in Cebu was great. I had to end my vacation at the bai hotel for 6 days before I leave the Philippines. I highly recommend the suite. Staff were very helpful and respectful. Food was great! The Cafe Bai buffet was no joke, it delivers. Executive suite was a chill environment with cocktails and food. Pool was a bit chilly, but it wasn’t too bad. Overall, our experience was 10/10. We would definitely stay there again. 
 
 ",1.0
10.0,"Thanks
 
 ",1.0
5.6,"Good hotel for an overnight stay + the buffet breakfast is vast and a feast.  For a frequent traveller we though this is a 3-star but its 4-star. huh.   Good location and close to the airport.    
 
 ",0.44999999999999996
10.0,"Near restaurants and malls.

Clean. Excellent staff. I actually extended my stay for one more night to enjoy the pool and the nice view.

Massive room, nice bed and toilet.

I enjoyed the buffet! 
 
 ",1.0
10.0,"I love the pool, the rooftop bar, the breakfast buffet and the band.

My friends were also there so we had a blast at the rooftop bar.

We enjoyed the dip and the city view.

And the sumptous buffet.

We’ll definitely go back again next time. 
 
 ",1.0
8.4,"BAI Hotel has friendly and smiling staff up front , however, i was not made aware how much was actually charged on my card, without the receipt
 
 ",0.8
10.0,"Clean and exceptional
Great Breakfast experience
 
 ",1.0
10.0,"The best hotel in Cebu😜
 
 ",1.0
10.0,"The service was very good, and our stay was so relaxing
 
 ",1.0
10.0,"Will highly recommends this property to all who wants to stay in Cebu.
 
 ",1.0
10.0,"Close to Sm City cebu mall, walking distance to Park mall.  
The staff were so amazing.
Roof top pool and band was good too.
Highly recommend Bai.
 
 ",1.0
9.6,"exceptional staff  and great food 
 
 ",0.95
9.6,"Very nice hotel. Staffs are very friendly.  There is a security check when enter the hotel. It is safe.
 
 ",0.95
5.2,"they double price for extra nights we should have been same money  
 
 ",0.4
9.6,"Easily one of the best hotels in the Philippines.  

I was blown away by the professionalism and friendliness of the staff, as well as their attire being the best I've ever seen for hotel staff.   

The cleanliness and maintenance of this facility was excellent as well.   

The amenities were also great and very also well maintained.

This is easily a 5-star hotel, but less than the price that you would you pay at a 5-star hotel.

I would easily recommend this gem, as well as stay here again and again, if ever i visit Cebu in the future.
 
 ",0.95
9.2,"Great Stay 
 
 ",0.8999999999999999
10.0,"We always have an awesome time at Bai Hotel! The rooms are spacious and squeaky clean, and their breakfast buffet is excellent.

They also get 10/10 when it comes to customer service. From the security to the concierge, everyone is so friendly and welcoming!
 
 ",1.0
10.0,"Our Stay was terrific, everyone was friendly and we never felt lost. Hotel
Concierge and Hotel Car Service was superb. Kuya Manuel one of the car service driver was able to satisfy our needs. He took care of us the whole entire week of our stay. I couldn’t say less. Everything was in place. Thank you Bai Hotel. Will definitely coming back and recommend this hotel to our friends and family. 
 
 ",1.0
6.8,"Bai Hotel is a nice hotel, clean and affordable. Our stay was comfortable however I was dismayed with Agoda. I strongly recommend to BOOK DIRECTLY WITH THE HOTEL'S WEBSITE AND NOT THRU AGODA. On my last online booking with Agoda, I feel I was scammed. I booked for 2 nights stay for two persons hence I requested for twin beds. I paid 12K plus in pesos (with free breakfast for 1 PAX ONLY!) while the price in the hotel is only around 4800 per night or 9K plus only for 2 nights and with free breakfast for two persons already. SO I STRONGLY RECOMMEND TO BOOK DIRECTLY AT THE HOTEL AND NOT THRU AGODA. Because of this experience, probably we will choose another hotel to stay. Bai Hotel should warn Agoda for overpricing since its their hotel's business or reputation will be tarnished. That's our experience.
 
 ",0.6
10.0,"Best place for unwinding and quick getaway.. :)
 
 ",1.0
10.0,"Bai Hotel not only exceeded one but all of my expectations. Their daily breakfast buffet was the best I've had by far in all of Cebu. Would definitely recommend it to any solo/couple travelers out there!
 
 ",1.0
8.0,"room is clean & breakfast is good
 
 ",0.75
8.4,"Nice hotel nice experience for staycation
 
 ",0.8
10.0,"Loved it! 
 
 ",1.0
9.6,"Friendly and highly professional staff that accommodated our needs immediately. Everyone was so nice and we loved the rooftop bar and kids loved the pool too!
 
 ",0.95
9.2,"Excellent value for money
 
 ",0.8999999999999999
10.0,"Will come back again
 
 ",1.0
10.0,"Bai is now my favorite hotel in Cebu :)
 
 ",1.0
10.0,"Nice and clean hotel. 
 
 ",1.0
10.0,"Excellent Staff and service.  Thanks 
 
 ",1.0
10.0,"GREAT HOTEL,
GREAT AREA,
GREAT STAFF
 
 ",1.0
10.0,"Nice place if you want to stay in the city. Staff are friendly and it's very clean. 
 
 ",1.0
10.0,"Must visit!
 
 ",1.0
10.0,"From my experience from the check in counter they assisted me very well they are nice and warm. Also as a traveler they upgraded me from deluxe room to primiere room. And I like the foods they offer for breakfast buffet. I endorsed this hotel to my relatives and I will come back again
 
 ",1.0
10.0,"The hotel met our expectations and then some😁. Everything was as it should be. Service was prompt. Thank you.
 
 ",1.0
8.0,"The staffs & employees were all courteous & very accomodating . 
 
 ",0.75
10.0,"We will be back soon.  Hopefully with the whole Fam
 
 ",1.0
10.0,"Buffet is very good, staff are very friendly 
 
 ",1.0
7.2,"Why. Why. Why.  Don’t the bathroom.  Sink have any HOT water.   You have to heat water in coffee pot and use to shave. WOW.  The staff says it’s just like that. 🤯🤯
 
 ",0.65
9.2,"Ideal for business trips and convention.  
 
 ",0.8999999999999999
9.2,"Hotel is ok for family with young children
 
 ",0.8999999999999999
10.0,"Bai Hotel is not the cheapest hotel in Cebu - not by some distance- but you definitely get what you pay for. Great rooms, excellent service and a breakfast buffet that increased our body weight by 2kg each!
This is a brilliant place to stay, if your budget will stretch to it. We will be back for sure.
 
 ",1.0
10.0,"A comfy and accessible stay outside of the city center esp if you’re just in cebu to go on tours. It has access to a mall with lots of food choices. It is near sm cebu and even private hosp like ucmed and chong hua. Access to sm seaside is also easy 
 
 ",1.0
10.0,"clean room, great amenities. 
 The buffet breakfast was great. 

 
 ",1.0
10.0,"The hotel is nice and clean they tried to bring back the service that they are providing before Pandemic.  I always stay on Bai Hotel everytime that I am in Cebu. There was an issue before but the Manager was able to resolve it immediately. 
 
 ",1.0
2.0,"my check-in the first week in April，unfortunately where is my deposit 8K PHP until now even complaint but no any respond？？
 
 ",0.0
10.0,"It was a great stay. 
 
 ",1.0
9.6,"I always stay at Bai Hotel when I travel to Cebu as it's a modern, safe, and clean hotel with all of the amenities that one would need. Great place, friendly staff and most importantly accessible to everything one would need in Cebu. 
 
 ",0.95
10.0,"Clean, comfy, cozy. Amazing staffs, hospitality 100%! This hotel really set the bar . Delicious buffet place, coffee shop downstairs and spa clinic. Would definitely book here again.
 
 ",1.0
10.0,"Love the room and the staff are very helpful
 
 ",1.0
10.0,"Nice hotel with a comfortable lounge and great food and drink. Service is top shelf!
 
 ",1.0
10.0,"Has all the amenities and comfort one expects from a nice hotel.
 
 ",1.0
10.0,"Loved the pool area, good views of the city with rooftop pool.
 
 ",1.0
10.0,"A clean hotel with nice amenities and very polite and helpful staff.
 
 ",1.0
10.0,"Everything was excellent. All exceeds anything I could need. 
 
 ",1.0
10.0,"Exceptional! 
 
 ",1.0
10.0,"I will definitely stay here again on my next visit.
We stayed here with my family and my sisters with their family as well.
We are very pleased of the service and the friendly staff. 
The breakfast buffet was quite amazing huge selections! 
My husband and I don't eat too much breakfast, we have an omelet and coffee.  
I will say that you're much better off to book your room with breakfast included.
We didn't so we end up purchasing the breakfast voucher when we checked in.
I believe it cost more money.
Overall Bai Hotel is a very nice place to stay!

Thank you!
Maria Lewallen 





 
 ",1.0
5.2,"Hallways smells like sewer. Needs to be cleaned and maintained properly. My sister's room has some water dripping from the ceiling with moldy smell. She was moved to a different room with the same issue. So unsanitary. Too bad, we like this hotel's location because it's near SRP and access roads to the airport. I used to like this hotel 4yrs ago but this time, I was so unimpressed and very much turned off. 
 
 ",0.4
9.2,"I was very impressed by this hotel.
 
 ",0.8999999999999999
9.6,"WE really love everything in this hotel. I think this is the only hotel in Cebu which has x-ray machine to check things out for safety . So love the buffet breakfast,there's a lot of variety. The deck pool has a spectacular city view and the resto serves delectable dishes. On top of these all, they've granted our request to have a beautiful bay view from our room. They've even take the extra-mile by pulling a little surprise for us since it's our wedding anniversary . ❤️ 
 
 ",0.95
8.0,"Kyle gave us a free upgrade and we loved it so much. We get to spend time with family more when he gave us that plus an adjoining room. Thank you so much 
 
 ",0.75
7.6,"Booked 2 deluxe rooms (since we’re 4 adults) both with breakfast. But when we checked in we found out na 1 breakfast per room lang. i was taken aback and bought another breakfast for two. Di nila inindicate na ang room with breakfast pala is for 1 person lang tapos ang nakalagay sa room is deluxe room for 2 adults. 
 
 ",0.7
10.0,"My daughter love your place and she rated 10/10. 
 
 ",1.0
5.2,"Starting from pick up, the staff show up very late at airport.
I was asking for higher floor and no noise room, they have place me at lower floor and right above the cooling tower of the main hotel ( you can image the noise from there)
The breakfast are very normal, I've asked a cappuccino and they bring me a very simple water with power coffee and full of sweet.
Since my checking was very late, I called for room services and u called many time but none of them pick up my call.

Just so disappointed and I'll never stay there anymore 
 
 ",0.4
10.0,"I love this hotel so much 🥺 The staff are nice and well trained. But when I went to the bar, I was misgendered by one of their crews. They have to be educated about people’s SOGIE and learning how to ask our pronouns. I’m a transwoman and I got called “Sir”. My heart cried. Nonetheless, I will still go back to this hotel every time I want to go on vacation. ❤️ 
 
 ",1.0
8.8,"Nice hotel. Clean.
Breakfast buffet nice and wide variety.
Staff are friendly.
 
 ",0.8500000000000001
7.2,"Make sure to double lock your door. 
 
 ",0.65
9.2,"Can’t beat this point of location to the airport or seaports.
 
 ",0.8999999999999999
10.0,"Our hotel is lovely!
 
 ",1.0
9.2,"Very busy hotel. Very nice ambiance and accommodation
 
 ",0.8999999999999999
9.6,"Superb hotel! Great food, approachable staff, super nice facilities. Would definitely recommend to friends and I'm sure it won't disappoint.
 
 ",0.95
9.2,"Bai Hotel is a great place to stay with friendly staff, good facilities and is very clean. The property is first rate and has multiple restaurants and is close to Park Mall and more. It is not the best area in Cebu City with slums next to it and graffiti on monuments near by but the hotel itself is outstanding. The only issue is the pool. Upon check-in I was told there were 2 pools, 1 for kids and one for adults. Kids use both so it's hard to swim with jumping and splashing going on. I recommended the hotel have adult hours such as first couple hours of the morning and the last couple in the evening. Other than that issue, Everything was good at Bai. 
 
 ",0.8999999999999999
9.2,"The accomodation was nice. The only problem is that, the aircon is set we cannot change the temp and the tv can't do screencast even though it is a smart tv but over all I will still recommend this hotel
 
 ",0.8999999999999999
10.0,"Definitely a wonderful experience. Staffs were very accommodating. Clean, spacious, and.food is great. Special mention to Gian, Robert, and Kyle for the wonderful check in/out, and guest service officer who personally brought the evening gowns I left in the room. A beautiful hotel indeed.
 
 ",1.0
6.8,"Service was amazing especially at the breakfast buffet. The lobby and rooftop pool is nice. The hallway to the room was musty smelling and rooms are small and somewhat dated. Floors need a deep cleaning. Bathroom shower moldy. 
 
 ",0.6
10.0,"Rooms are very clean!All the staff are great!The sky pool is nice with bar  at the roof too
 
 ",1.0
10.0,"I loved their roof deck bar and pool area. So relaxing with an amazing band. Breakfast is delicious.
 
 ",1.0
10.0,"The Bai Hotel is first rate if you want quality. The staff, facilities & food are first rate. They have nightly entertainment on the rooftop and a few restaurants and bars. The only drawback is both pools have many kids so if you are trying to get a swim in it cn be diffulcult. I recommended making 6-8 am and the last hour or two at night be an all adult swim time. I will start swimming early morning during this and future stays. Overall, Bai Hotel is highly recommended. 
 
 ",1.0
10.0,"Sulit yung stay namin. 😍😍😍 Malinis at very accommodating ang mga staff.  Hope makabalik ulit.
 
 ",1.0
10.0,"Seamless check-in, great views, complete amenities. An awesome stay overall!
 
 ",1.0
10.0,"Seamless checkin, great views, complete amenities. An awesome stay all in all!
 
 ",1.0
10.0,"bjj
 
 ",1.0
8.4,"Staff are very polite, very friendly & helpful, hotel is sparkling clean, the only downside id we were locked out 4x for their system is faulty & have to wait for the domestic to swap our room key.
Over all exceptionally fabulous.
 
 ",0.8
10.0,"We traveled as a family of 6 for 4 weeks throughout Cebu, staying in various hotels across the province. Bai Hotel was the favorite among my 3 children,  and I agree with them.  The rooms were spacious, clean, fresh towels upon request, and super friendly and gracious staff.  We ordered room service, had breakfast at the restaurant in the lobby, lunch by the rooftop pool and throughout it all we had good food and good service.  The staff made sure we were taken care of.  Kudos to the staff at the rooftop patio for taking care of a nice evening out without the kids! We had so much fun! Would definitely go back again.
 
 ",1.0
10.0,"Place of convince near S& R 
 
 ",1.0
6.8,"Not getting the value for money. The bathroom is way too rusty especially the toilet bowl is shaking. 
 
 ",0.6
9.6,"all goods
 
 ",0.95
9.2,"Staff are helpful & friendly 
Nice location.
Accessible-city! 
 
 ",0.8999999999999999
8.0,"it was ok. Nothing very fancy.Clean room and very accomodating staff. Room was okay. A lot of food choices with a 24/7 room service. Definetely recommend. 
 
 ",0.75
9.6,"Grade A hotel... enuff said 

 
 ",0.95
10.0,"I truly enjoyed my stay at Bai Hotel. The hotel feels very new. Staff are helpful and courteous. FOOD is superb too! Make sure to get the free breakfast. The bed was very soft and clean. They have good water pressure too so taking a bath wasn't a problem. 

 
 
 ",1.0
10.0,"We came here with our family and we were able to enjoy the amenities. The food was great as well.
 
 ",1.0
10.0,"The deposit has not been canceled yet. 
Please cancel it as soon as soon as possible
 
 ",1.0
9.2,"recommended to everyone.
 
 ",0.8999999999999999
9.2,"They were generous enough to allow us to check in earlier than 3pm since they have an available room na. The room was clean, staff were nice especially the housekeeping ladies who kept on greeting us or smiling at us whenever we glance at them. I understand na Cebuano/Bisaya dialect is being used sa hotel, but I'd appreciate if staff would ask (like reception, phone operator, dining staff) if we know Bisaya or we're comfortable with Tagalog or English. I had to say, ""Sorry I don't know how to speak Bisaya"", and had to ask them to repeat what they're saying in Tagalog/English. Bed was soft and you know that the aircon's air was okay. We had work before our flight so we were surprised that we slept through the day and woke up at 12am. Such a shame that I wasn't able to use their gym nor the pool. Breakfast buffet -- Taho with the waiter in a costume is amusing. I was also surprised na may champorado, banana bread, and different bread loaves, which is very seldom with hotel buffets. I would love if we could interact with the chefs like sa Omelette station, parang may window and di ako sanay. I know na may process but I prefer na makita ko din how it's being cooked. I ended up just getting the ham and cheese omelette which was already cooked and placed in the chaffing dish. I just wish there were more dried fish, squid, or mangoes since Cebu is famous for these. There was an incident as well and the staff was quick to assist us, and had us compensated too. We were not travelers whose fond of complaining but we felt the urge to raise our concern and we were glad it was handled professionally and discreetly. Only room for improvement maybe is the bidet -- lol the pressure was way too high it felt like certain parts of us would be ripped. 😅 We ended up not using it. Overall, we enjoyed sleeping at Bai and would still stay here whenever we're in the city. 
 
 ",0.8999999999999999
9.6,"Great room, awesome breakfast
 
 ",0.95
8.0,"Hotel staff were friendly and helpful. When my TV was not working, the technician came up promptly to rectify it.
Suggest for the conditioner and shampoo, to use a dispenser to reduce the use of plastic.

 
 ",0.75
9.6,"Great staff and enjoyed our stay. 
 
 ",0.95
8.0,"Very time I comeback to Cebu I used to stay at Bai Hotel coz I feel relaxed and easy access on where I wanted to go. 
 
 ",0.75
10.0,"very nice accommodation
 
 ",1.0
9.2,"Place is clean and costumer service is exceptional.
 
 ",0.8999999999999999
7.6,"Clean and comfy. Food is great.  Great experience 
 
 ",0.7
9.2,"You should extend more variety of Fruits specially to offer on your  Breakfast Buffet like Mangoes , Banana etc…not only offering the same fruits like Pineapple and watermelon in your Breakfast Buffet since you belong to a high class hotel here in Cebu …all in all I’m really satisfied to the whole Service of Bai Hotel that I will be back here  again during my vacay in the Philippines…
 
 ",0.8999999999999999
9.2,"Buffet meal should be included in stay
 
 ",0.8999999999999999
10.0,"Customer Service excellent.
Cleanliness excellent .
Food very good,  lots of options .


 
 ",1.0
10.0,"Highly recommended 👍
 
 ",1.0
3.2,"I booked our stay back in october 2022 and when I came to check in I was told that they were under maintenance for 3 days and that the hotel is supposedly close. I wasnt notified therefore they had to redirect me to another hotel. I had to stay at marco polo which they had cockroaches in the hotel. Never booking again. Go some place else
 
 ",0.15000000000000002
10.0,"Excellent service 
 
 ",1.0
10.0,"Such a wonderful experience. Staff were so nice and very friendly. Clean room. Will comeback again in our next visit. 
 
 ",1.0
10.0,"goooodgood very nice 
 
 ",1.0
10.0,"good
 
 ",1.0
5.6,"We stayed at Bai hotel for 2 nights and I experienced the most rude waitress in my life . My wife also had bites from bed bugs. 
Unfortunately I won’t be staying here again
 
 ",0.44999999999999996
8.0,"Food was deliciois and lots to choose from. Had everything for everyone. The pool was great. Water was clean
 
 ",0.75
9.6,"Lots of facilities to enjoy. There are spa/clinics nearby you can check-in. Conveniently ordered food served to our room for my parents who didn’t wanna go downstairs. Lovely staff.
 
 ",0.95
10.0,"Beautiful , clean hotel & wonderful staff. Had a fun, comfortable stay.  Good breakfast buffet. Close to the airport & not far from the pier. Will definitely come back. 
 
 ",1.0
8.8,"The staff are very nice and they let me store my extra luggage for over a week.  
 
 ",0.8500000000000001
10.0,"A lot of people but I like this hotel at it is near Parkmall. Only the small pool that I can complain as it cannot accomodate a peak season like New Year. Too crowded.
 
 ",1.0
10.0,"We celebrated our New Year's eve and we had a great time. Foods are great!
 
 ",1.0
9.6,"Rooms at clean with ample amenities.   Yhank you Heazel.    Rodalyn at the front desk was friendly and helpful.  This Hotel does have a couple nice rooftop bars / restaurants, one of which has live music.  The rooftop pool alongside the bar/restaurant has good views.
 
 ",0.95
10.0,"Room is very clean, accomodating staffs, very good breakfast. Nice pool view. We enjoyed a lot!
 
 ",1.0
8.4,"nice
 
 ",0.8
9.6,"Located near SM city, North Reclamation Road.  Stayed here overnight to do last minute shopping before flying back to Europe.  Thank you Bai Hotel.  Very clean.  Front office staff are very fast with check in and check out.   Outstanding!  Thank you.

Jess
 
 ",0.95
10.0,"Very comfortable bed and pillow!
 
 ",1.0
10.0,"This place is excellent in all areas
 
 ",1.0
10.0,"Staff very accommodating and friendly, engages you in conversation without holding you too long. 
 
 ",1.0
9.2,"The room was beautiful and comfortable, and the infinity pool and breakfast room were very nice!
 
 ",0.8999999999999999
9.6,"Service is exceptional!
 
 ",0.95
